ID,NameLit,SourceCat,TypeSourceCat,Sep,SepTidal,SepTidalLit,SepTidalData,pmRASep,pmRASigma,pmDESep,pmDESigma,PlxSep,PlxSigma,maxSigma,meanSigma,Name,AllNames,Type,CST,N,CSTt,Nt,RAdeg,DEdeg,GLON,GLAT,r50,rc,rt,rtot,r50pc,rcpc,rtpc,rtotpc,pmRA,s_pmRA,e_pmRA,pmDE,s_pmDE,e_pmDE,Plx,s_Plx,e_Plx,dist16,dist50,dist84,Ndist,globalPlx,X,Y,Z,RV,s_RV,e_RV,n_RV,CMDCl2.5,CMDCl16,CMDCl50,CMDCl84,CMDCl97.5,CMDClHuman,logAge16,logAge50,logAge84,AV16,AV50,AV84,diffAV16,diffAV50,diffAV84,MOD16,MOD50,MOD84,minClSize,isMerged,isGMMMemb,NXmatches,XmatchType
114.0,ASCC_10,Cantat-Gaudin+20,gaia_dr2,0.09471,0.01804141,0.08486486,0.01804141,0.116,0.41272059,0.009258,0.0,0.05514,0.05133,0.413,0.1547,Alessi-Teutsch_9,"ASCC_10,AT_9,Alessi-Teutsch_9,Alessi_Teutsch_9,MWSC_275,Theia_557",o,19.61973552,200.0,19.61973552,200.0,51.86276858,34.88647655,155.77690936,-17.85,1.07789302,0.7663884,5.24954288,5.24954288,12.19270139,8.66857805,59.54045476,59.54045476,-1.85298118,0.23539666,0.01664506,-1.3587419,0.24229764,0.01713303,1.50734992,0.05471922,0.00386923,647.08631374,648.03083294,648.97811351,187.0,0.0,-8685.00664818,253.08298913,-176.39656271,-16.80636544,13.22832089,1.44332814,84.0,0.9705,0.9938,0.99651361,0.9999423,0.9999823,,7.62346792,7.89134955,8.05322647,0.4601,0.70197535,0.8113209,0.5725,1.09454197,1.41489828,8.8166399,8.99573183,9.12098598,80.0,0.0,0.0,4.0,1:m
51.0,ASCC_101,Cantat-Gaudin+20,gaia_dr2,0.04468,0.01471313,0.06004817,0.01471313,0.03345,0.0,0.006609,0.0,1.803e-05,0.0,0.0,0.0,ASCC_101,"ASCC_101,Alessi_J1913.6+3619,LeDrew_6,MWSC_3070,Theia_445",o,21.06710304,224.0,21.70771231,207.0,288.34468256,36.35990257,68.00063836,11.64,0.65617649,0.49311861,3.03645952,6.87644233,4.5502022,3.41942556,21.07489357,47.91230574,0.96745283,0.31695743,0.02203006,1.28139139,0.43234759,0.03005023,2.50979239,0.11932614,0.00829374,397.0517163,397.29552501,397.53963333,174.0,0.0,-7976.00537292,360.78716632,100.61039893,-18.1155724,8.43435672,0.99399847,72.0,0.931,0.9865,0.99282083,0.99984455,0.99992186,,8.0212431,8.27605438,8.53732586,4.68e-06,0.09941535,0.15795422,0.007469,0.38151522,0.5566166,7.77080154,7.92665887,8.10007095,80.0,0.0,0.0,2.0,1:m
53.0,ASCC_105,Cantat-Gaudin+20,gaia_dr2,0.07076,0.02629565,0.05459502,0.02629565,0.09425,0.27227804,0.01699,0.0,0.004855,0.0,0.272,0.09076,ASCC_105,"ASCC_105,MWSC_3157,Theia_165,Theia_544",o,18.42512507,173.0,18.42512507,173.0,295.47160222,27.38609425,62.80833477,2.132,0.47671482,0.29115116,2.69075508,2.69075508,4.60418777,2.81194364,26.0062637,26.0062637,1.36975029,0.17030809,0.01294828,-1.61801442,0.20061794,0.0152527,1.77588144,0.05509127,0.00418851,552.83546827,553.35901037,553.88354502,150.0,0.0,-7869.22837856,491.86248384,40.73646454,-16.19158851,6.80973266,0.88655168,59.0,0.9877,0.998,0.99912083,0.99999976,0.99999976,,7.72025681,7.97047138,8.22111225,0.1295,0.29599361,0.44126365,0.4711,0.8450028,1.31280601,8.46114731,8.64296198,8.78637123,80.0,0.0,0.0,3.0,1:m
55.0,ASCC_107,Cantat-Gaudin+20,gaia_dr2,0.01353,0.02266465,0.03888323,0.02266465,0.04159,0.0,0.03425,0.0,0.01498,0.0,0.0,0.0,ASCC_107,"ASCC_107,MWSC_3185,Teutsch_J1948.5+2157",o,11.54781008,88.0,12.22893754,84.0,297.15176841,21.97962092,58.89091481,-1.896,0.1575319,0.15038437,0.59702515,0.92881517,2.38464479,2.27644819,9.03779385,14.06116913,-0.1965861,0.12962191,0.01414291,-5.12175031,0.12091092,0.01319246,1.11467165,0.05963672,0.0065069,865.31531893,867.31472195,869.32338604,79.0,0.0,-7674.17805499,742.1752963,-9.03313261,-10.37599586,16.10940161,3.51535963,21.0,0.9808,0.9954,0.99727648,0.99996758,0.9999758,,7.19466877,7.38596678,7.5967865,1.291,1.4809323,1.65592659,1.054,1.50203907,1.86968613,9.47654915,9.62269783,9.76776409,80.0,0.0,0.0,1.0,1:1
56.0,ASCC_108,Cantat-Gaudin+20,gaia_dr2,0.06314,0.04077976,0.05878547,0.04077976,0.04396,0.0,0.03714,0.0,0.0009961,0.0,0.0,0.0,ASCC_108,"ASCC_108,MWSC_3201,Theia_3446",o,23.7054574,305.0,23.7054574,305.0,298.38722026,39.34259987,74.40482717,6.017,0.37349648,0.31860761,1.54820915,1.54820915,7.51021338,6.40649113,31.13830447,31.13830447,-0.47504435,0.12203498,0.0069877,-1.72714394,0.15225871,0.00871831,0.83731149,0.05486646,0.00314164,1150.40102543,1152.07895887,1153.76179421,300.0,0.0,-7813.64693691,1103.55260079,140.76832009,-8.81347575,16.14290714,2.26045914,51.0,0.986,0.9972,0.9985154,0.99999213,0.99999213,,8.03799629,8.27994585,8.48975658,0.1755,0.3709195,0.47446659,0.6845,1.15399367,1.49658144,10.12280846,10.28228331,10.45308685,80.0,0.0,0.0,2.0,1:m
6.0,ASCC_11,Cantat-Gaudin+20,gaia_dr2,0.01574,0.02522083,0.02522083,0.02606123,0.0207,0.0,0.04237,0.0,0.04075,0.0,0.0,0.0,ASCC_11,"ASCC_11,MWSC_284,Teutsch_J0332.2+4450,Theia_152",o,27.89348821,315.0,24.37121974,231.0,53.05042398,44.84076681,150.55167577,-9.238,0.1920744,0.24305534,0.60387783,0.76023292,2.76881847,3.50373425,8.70539632,10.95962118,0.90530141,0.15162631,0.00997628,-3.07237438,0.13206012,0.00868892,1.17058217,0.05007491,0.00329469,824.70038138,825.9352722,827.17386677,226.0,0.0,-8832.20569243,400.79571103,-109.97428856,-17.28520635,10.74674652,1.32283305,66.0,0.991,0.9982,0.99909198,0.99999863,0.99999863,,8.17350578,8.36957026,8.58653927,0.5259,0.72898781,0.90713358,0.5949,0.996622,1.36336172,9.37984848,9.52744007,9.67680836,20.0,0.0,0.0,2.0,m:m
57.0,ASCC_110,Cantat-Gaudin+20,gaia_dr2,0.01451,0.03391693,0.03573215,0.03391693,0.0271,0.0,0.02731,0.0,0.00251,0.0,0.0,0.0,ASCC_110,"ASCC_110,MWSC_3234,Theia_3854",o,13.94851187,135.0,15.8823155,121.0,300.72462084,33.52724535,70.40301505,1.39,0.15690127,0.26946744,0.42772885,0.771852,5.18145263,8.89884158,14.1253949,25.49084838,0.29810052,0.08410936,0.00764631,-3.15930599,0.10653635,0.00968512,0.48983675,0.05132536,0.00466594,1885.43180161,1892.11101437,1898.83771809,134.0,0.0,-7487.4251781,1781.98573427,65.06658571,-5.62738044,14.89131017,3.84491975,15.0,0.9265,0.9767,0.98630384,0.999632,0.99964988,TP,8.36505222,8.5500536,8.71626472,1.156,1.3288123,1.50068462,0.9055,1.35912675,1.65494227,11.21431541,11.35211515,11.49833107,80.0,0.0,0.0,2.0,m:m
58.0,ASCC_111,Cantat-Gaudin+20,gaia_dr2,0.05745,0.05348839,0.05348839,0.0711305,0.003871,0.0,0.05201,0.01301,0.01013,0.0,0.013,0.004337,ASCC_111,"ASCC_111,MWSC_3274,Theia_196",o,17.55382944,163.0,18.3678191,144.0,302.96058097,37.53095892,74.75722541,2.018,0.23850381,0.26710142,0.80762171,1.81933278,3.51321326,3.93446816,11.89716376,26.80802595,-1.14612856,0.12734156,0.0106118,-1.57601198,0.16780699,0.01398392,1.15987112,0.0639543,0.00532953,842.69093478,843.97450001,845.26198139,157.0,0.0,-7900.14595779,813.77846677,49.95758228,-14.19964618,36.12459869,6.38598718,32.0,0.9771,0.9951,0.99722368,0.99998569,0.99998569,TP,7.65475845,7.8956635,8.11672497,0.4883,0.67081201,0.81010175,0.9122,1.2702359,1.74933457,9.39629459,9.58100224,9.71513367,80.0,0.0,0.0,2.0,m:m
59.0,ASCC_113,Cantat-Gaudin+20,gaia_dr2,0.09554,0.04076281,0.09030065,0.04076281,0.02781,0.0,0.007418,0.0,0.002984,0.0,0.0,0.0,ASCC_113,"ASCC_113,MWSC_3480,Theia_461",o,32.27412782,491.0,25.93476246,344.0,317.96259567,38.54530468,82.82450625,-6.669,0.57609051,0.50269358,2.34375587,3.10187111,5.60485337,4.89072657,22.81463922,30.20697461,0.82781254,0.17270515,0.00931164,-3.68641795,0.20201826,0.01089209,1.77102656,0.04477697,0.00241421,557.08468374,557.41869802,557.75311306,318.0,0.0,-8052.98339045,549.31066521,-44.11364446,-6.49254903,6.23913769,0.51285396,148.0,0.987,0.9976,0.99881631,0.99999571,0.99999571,,7.9974699,8.26482534,8.48623085,0.0008373,0.10802431,0.16028425,0.05012,0.48163408,0.69095248,8.4617281,8.65436077,8.81862068,80.0,0.0,0.0,2.0,1:m
60.0,ASCC_114,Cantat-Gaudin+20,gaia_dr2,0.0434,0.05886383,0.10046711,0.05886383,0.01795,0.0,0.05423,0.03665,0.005206,0.0,0.0367,0.01222,ASCC_114,"ASCC_114,MWSC_3542,Theia_296",o,22.16186415,249.0,22.16186415,249.0,325.06281466,53.98983419,97.10953359,0.9942,0.19162338,0.17933491,0.73732524,0.73732524,3.06890181,2.87209716,11.80907699,11.80907699,-3.69805377,0.14651869,0.00928524,-3.47522941,0.15115095,0.0095788,1.06047174,0.06669148,0.0042264,916.42946743,917.60444455,918.78243847,229.0,0.0,-8235.48307093,910.41232067,37.01326471,-19.55419656,21.5561084,3.59268473,36.0,0.9743,0.9936,0.99648201,0.99994349,0.99994349,,7.30532455,7.51233816,7.67261028,0.8484,1.05556548,1.22465253,1.295,1.70343757,2.08970332,9.58899307,9.74336052,9.87276554,80.0,0.0,0.0,2.0,1:m
61.0,ASCC_115,Cantat-Gaudin+20,gaia_dr2,0.0567,0.06307229,0.11340622,0.06307229,0.02774,0.0,0.1345,0.9452,0.01276,0.0,0.945,0.3151,ASCC_115,"ASCC_115,MWSC_3575",o,13.29149125,103.0,13.29149125,103.0,329.18989889,51.54924563,97.47818101,-2.477,0.30110511,0.41969982,0.8990177,0.8990177,3.95959271,5.51918497,11.82312498,11.82312498,-0.57674113,0.15818084,0.01558602,-0.6774558,0.15716937,0.01548636,1.28702126,0.06716603,0.00661807,752.25016251,753.44408579,754.64180492,95.0,0.0,-8220.02379105,746.33790484,-11.50845672,-16.73561409,8.96777503,1.83053941,24.0,0.9648,0.9933,0.99667823,0.99998319,0.99998617,,7.63606644,7.89088511,8.09069157,0.5777,0.79653662,0.95528305,0.39,0.89952073,1.21156502,9.1976347,9.33078337,9.51856995,80.0,0.0,0.0,1.0,1:1
7.0,ASCC_12,Cantat-Gaudin+20,gaia_dr2,0.03344,0.02525267,0.05518945,0.02525267,0.04205,0.0,0.1224,0.5917,0.01569,0.0,0.592,0.1972,ASCC_12,"ASCC_12,MWSC_427",o,19.41706905,157.0,19.51678083,155.0,72.42059742,41.71429711,163.01816915,-1.9,0.22342249,0.12999689,1.32440674,1.42674393,3.95608849,2.30181616,23.45501172,25.26810802,-0.67604714,0.1324976,0.01064246,-2.91644873,0.12865242,0.01033361,0.9549891,0.04658322,0.00374165,1012.0777614,1014.51750457,1016.96903879,153.0,0.0,-9091.80452938,296.14659945,-10.35242349,-26.14465879,20.49443115,4.3694274,22.0,0.9936,0.9991,0.99956775,0.99999845,0.99999845,,8.25916672,8.4734292,8.70145416,0.5052,0.70915082,0.86512828,0.5107,0.82951069,1.22474813,9.83094311,9.99554205,10.13536263,80.0,0.0,0.0,1.0,1:1
5514.0,ASCC_123,Cantat-Gaudin+20,gaia_dr2,0.4843,0.15614219,0.18713648,0.15614219,0.1887,0.29171269,0.1205,0.1602,0.02364,0.0,0.292,0.1506,Theia_117,"ASCC_123,MWSC_3654,Theia_117",o,13.77569699,77.0,13.77569699,77.0,341.11548919,53.92483501,104.82857832,-4.423,1.15102508,2.04059727,3.10171912,3.10171912,4.65668133,8.25798868,12.55915182,12.55915182,12.28170956,0.42735301,0.0487014,-1.52751132,0.46419502,0.05289993,4.31985531,0.09025994,0.01028607,231.62999219,231.76931332,231.90880214,66.0,0.0,-8181.15829505,223.38320307,3.0770384,-8.61894733,16.95575319,3.32529678,26.0,0.9584,0.9932,0.99674058,0.99999011,0.99999011,,7.67003822,7.95120525,8.17485809,0.04286,0.17976567,0.28697419,0.0328,0.4482621,0.66803336,6.65267515,6.84015608,6.97297668,40.0,0.0,0.0,2.0,m:m
64.0,ASCC_127,Cantat-Gaudin+20,gaia_dr2,0.2129,0.05009823,0.169761,0.05009823,0.06427,0.05476385,0.09961,0.1879,0.01041,0.0,0.188,0.08088,ASCC_127,"ASCC_127,MWSC_3704",o,23.63704139,247.0,23.63704139,247.0,347.30213146,65.18290876,112.46826356,4.409,0.99022767,0.81067836,4.24925773,4.24925773,6.46772935,5.2948188,27.80250169,27.80250169,7.4097292,0.27495065,0.01749469,-1.64539414,0.36567418,0.02326729,2.65542162,0.0603791,0.00384183,373.9573088,374.19344177,374.42987314,190.0,0.0,-8264.48185561,344.76569307,49.93209868,-16.98492958,18.15184726,2.49334798,53.0,0.9454,0.9894,0.99412456,0.99994791,0.99994791,,6.84780645,7.08511949,7.28382206,0.07734,0.29403377,0.40752184,0.1315,0.66480523,0.99992311,7.64905834,7.8153975,7.97161818,40.0,0.0,0.0,1.0,1:1
65.0,ASCC_128,Cantat-Gaudin+20,gaia_dr2,0.1854,0.06452249,0.18065915,0.06452249,0.05141,0.01002062,0.07251,0.1965,0.01603,0.0,0.196,0.06882,ASCC_128,"ASCC_128,MWSC_3720",o,17.25490106,203.0,19.61118523,179.0,350.16142318,54.57336087,109.93465916,-5.991,0.81099689,0.84945546,2.87273915,5.3174894,9.3007944,9.74191374,32.97100447,61.15442557,1.18459377,0.25818529,0.01929767,0.11348822,0.15574786,0.01164114,1.50305436,0.07131993,0.0053307,656.38210799,657.04403971,657.70730783,181.0,0.0,-8344.9420842,614.30199858,-47.20643658,-14.48548655,7.79874202,0.95995878,66.0,0.9574,0.9909,0.99551407,0.99994791,0.99994791,,7.8062048,8.04449463,8.25800228,0.1657,0.32496081,0.44906151,0.1725,0.56474447,0.86462051,8.86344719,9.01921368,9.18970013,80.0,0.0,0.0,1.0,1:1
8.0,ASCC_13,Cantat-Gaudin+20,gaia_dr2,0.05747,0.04718542,0.04718542,0.06632313,0.07523,0.25856365,0.06648,0.1476,0.002236,0.0,0.259,0.1354,ASCC_13,"ASCC_13,MWSC_486,Theia_2043",o,11.41564199,117.0,11.523403,115.0,78.22066967,44.36502692,163.52977738,3.072,0.2653614,0.31480828,0.86654288,1.16412489,4.9841614,5.91291664,16.27700196,21.86807671,-0.54823427,0.11529576,0.01075139,-1.80948014,0.12816108,0.01195108,0.88155036,0.07391337,0.00689246,1073.26114706,1076.15264565,1079.05976643,116.0,0.0,-9152.33454102,304.67008894,81.1034237,-17.42266769,15.84325934,4.39412953,13.0,0.9952,0.9992,0.99958569,0.99999905,0.99999905,TP,7.73730803,7.94514036,8.1586132,0.4214,0.61692888,0.75406373,0.2928,0.66987878,0.99557364,9.98954296,10.13825512,10.32196426,80.0,0.0,0.0,2.0,1:m
290.0,ASCC_16,Cantat-Gaudin+20,gaia_dr2,0.1216,0.12266819,0.16166489,0.12266819,0.02898,0.0,0.001194,0.0,0.05613,0.05894,0.0589,0.01965,Briceno_1,"ASCC_16,Briceno_1",o,18.03376997,171.0,18.12535938,170.0,81.08336307,1.69561227,201.04303379,-18.45,0.31864047,0.41104235,0.99106377,1.27374294,1.90254189,2.45427279,5.91798323,7.60645243,1.38397926,0.17869859,0.01370556,-0.0161936,0.17975277,0.01378641,2.88780626,0.04450832,0.00341363,341.81149318,342.09871625,342.38642243,155.0,0.0,-8425.11717093,-116.5205845,-86.70962122,11.58537528,21.89672995,2.85071143,59.0,0.9899,0.998,0.99890178,0.99998462,0.99999416,,6.63845205,6.91341066,7.05305338,0.0472,0.17735626,0.26200408,0.09469,0.5937877,0.8843416,7.46986246,7.6392231,7.77997589,80.0,0.0,0.0,2.0,1:m
11.0,ASCC_19,Cantat-Gaudin+20,gaia_dr2,0.131,0.10829314,0.10829314,0.1726652,0.01572,0.0,0.05152,0.006925,0.04327,0.0,0.00693,0.002308,ASCC_19,ASCC_19,o,9.30711743,61.0,9.35242726,60.0,81.97812989,-1.8560224,204.78898604,-19.38,0.32300055,0.75889465,0.75889465,0.88723805,1.98483998,4.66363474,4.66363474,5.4524603,1.16771674,0.17649646,0.02278559,-1.18247821,0.14030721,0.01811358,2.80542177,0.03309289,0.00427227,351.6615379,352.07912043,352.49769586,59.0,0.0,-8423.79916201,-139.25454135,-95.2563169,11.65061088,17.16019396,3.36539092,26.0,0.9961,0.9993,0.99964577,1.0,1.0,,6.6723609,6.87212467,7.0448246,0.1131,0.22972958,0.3508406,0.007785,0.51640519,0.71303231,7.54597139,7.67497277,7.84398842,40.0,0.0,0.0,1.0,m:m
13.0,ASCC_21,Cantat-Gaudin+20,gaia_dr2,0.08615,0.04820298,0.10505719,0.04820298,0.1284,0.29730929,0.05572,0.02396,0.03984,0.0,0.297,0.1071,ASCC_21,ASCC_21,o,11.05617115,116.0,11.05617115,116.0,82.21204038,3.60658547,199.8828505,-16.53,0.46182925,0.42901705,1.78716956,1.78716956,2.7465291,2.55138517,10.63163356,10.63163356,1.5323534,0.18190028,0.01688902,-0.57628365,0.17153123,0.01592628,2.90244259,0.03101802,0.00287995,340.41616451,340.73440964,341.05325036,107.0,0.0,-8429.40083388,-111.09328447,-75.35909798,10.16829406,28.00862356,4.04269659,48.0,0.9973,0.9995,0.99979487,1.0,1.0,,6.65925741,6.83873701,7.00066328,0.03044,0.13768683,0.20783103,0.2373,0.70442617,1.06429899,7.44776678,7.61166811,7.7715807,80.0,0.0,0.0,1.0,1:1
14.0,ASCC_23,Cantat-Gaudin+20,gaia_dr2,0.02701,0.01708465,0.04233199,0.01708465,0.01941,0.0,0.03806,0.0,0.03353,0.0,0.0,0.0,ASCC_23,"ASCC_23,FSR_746,Ferrero_16,MWSC_839,Theia_552",o,21.3346729,194.0,21.51244444,193.0,95.02982828,46.68569526,167.4900251,14.39,0.31459874,0.21641617,1.58082318,1.58082318,3.3146703,2.28018862,16.65990464,16.65990464,1.07858876,0.19220519,0.01383523,-0.63605991,0.20433044,0.01470803,1.60932656,0.0807239,0.00581063,602.87920236,603.67282762,604.46854508,173.0,0.0,-8692.42582683,126.65644259,172.33553521,-13.25086514,8.00105639,0.9495507,71.0,0.9613,0.9938,0.99717695,0.99999404,0.99999404,,8.18005562,8.46416616,8.66379642,0.03178,0.17966793,0.25647241,0.2558,0.66583881,1.03181386,8.66272545,8.84038925,8.9886179,80.0,0.0,0.0,3.0,1:m
18.0,ASCC_29,Cantat-Gaudin+20,gaia_dr2,0.01857,0.03497617,0.0677816,0.03497617,0.01422,0.0,0.03153,0.0,0.0336,0.0,0.0,0.0,ASCC_29,"ASCC_29,MWSC_1013,Theia_2521",o,14.47895133,91.0,14.47895133,91.0,103.58953286,-1.66867729,214.74986972,-0.1113,0.1291602,0.11130037,0.53099466,0.53099466,2.23950116,1.92982981,9.20713362,9.20713362,-0.99378007,0.11407837,0.01195866,-1.0505324,0.09859987,0.01033607,0.97071031,0.05148488,0.00539708,990.10583929,993.44651786,996.80981607,85.0,0.0,-8938.23819814,-566.25761179,20.95797936,12.10932459,21.29756797,4.88599719,19.0,0.9842,0.9972,0.9987351,0.99999475,0.99999475,,7.80767679,8.07814837,8.27293587,0.0005049,0.10661657,0.15681267,0.01036,0.39912516,0.53658545,9.72533798,9.93883944,10.06937695,80.0,0.0,0.0,2.0,1:m
19.0,ASCC_30,Cantat-Gaudin+20,gaia_dr2,0.03797,0.0703196,0.0703196,0.07488138,0.01576,0.0,0.01433,0.0,0.01705,0.0,0.0,0.0,ASCC_30,"ASCC_30,Alessi_35,MWSC_1028",o,11.3099033,88.0,12.28293839,80.0,104.23729253,-6.21213759,219.08860179,-1.608,0.19396602,0.37673005,0.50710317,1.0111392,3.58978025,6.9723161,9.38530111,18.71529063,-1.57923518,0.09833101,0.01099374,-0.15666855,0.07816213,0.00873879,0.88755763,0.05458205,0.00610246,1057.06346953,1060.38401827,1063.7254944,87.0,0.0,-8944.76344474,-668.33060656,-6.85778488,15.53417802,18.43263483,3.92985095,22.0,0.9936,0.9984,0.99914658,0.99998665,0.99999237,,7.98044062,8.20350361,8.41152382,0.1795,0.33680458,0.45222601,0.4788,0.8964681,1.22710776,9.93883038,10.09706545,10.28938866,80.0,0.0,0.0,2.0,1:m
84.0,ASCC_32,Cantat-Gaudin+20,gaia_dr2,0.1466,0.11175911,0.11175911,0.18308545,0.08928,0.21680282,0.01127,0.0,0.02538,0.0,0.217,0.07227,Alessi_33,"ASCC_32,Alessi_33,MWSC_1069,Theia_87",o,17.49827869,194.0,17.8969806,188.0,105.70988129,-26.36541844,237.84087733,-9.372,0.33166502,0.80087166,0.80087166,1.03688564,4.50701627,10.88368122,10.88368122,14.09168332,-3.21772184,0.10757683,0.00784585,3.48827087,0.09047074,0.00659826,1.24872351,0.04714771,0.0034386,777.61972631,778.58715185,779.55698751,170.0,0.0,-8531.18574394,-650.33199532,-104.94370257,34.10693915,14.2417254,1.85411472,59.0,0.9967,0.9993,0.99964583,0.99999976,0.99999976,TP,6.97628021,7.19573402,7.3988328,0.02143,0.1389498,0.20111775,0.2457,0.73394203,1.07779276,9.28587055,9.44895315,9.61696815,40.0,0.0,0.0,3.0,1:m
4268.0,ASCC_41,Cantat-Gaudin+20,gaia_dr2,0.06871,0.02671934,0.05059537,0.02671934,0.02318,0.0,0.0196,0.0,0.02661,0.0,0.0,0.0,Herschel_1,"ADS_6366,ASCC_41,FSR_1141,Herschel_1,MWSC_1335,MWSC_1337,Theia_225",o,22.1284189,222.0,21.214676,184.0,116.70784055,0.077203,219.27564512,12.34,0.67535059,0.64072462,2.57148983,4.34365137,3.45920573,3.28183327,13.1796399,22.29025741,0.66918483,0.28561492,0.02105581,-3.9703954,0.27091087,0.01997181,3.36938969,0.13432365,0.00990247,293.26485676,293.46048394,293.65637228,151.0,0.0,-8343.73826358,-181.48666929,84.06116312,-10.19864455,5.03236844,0.63401883,63.0,0.7851,0.963,0.98192626,0.99991536,0.99991536,,8.00915241,8.24803543,8.60602093,0.0,0.05046073,0.10222885,0.001531,0.39917117,0.59340066,7.1642766,7.30873108,7.47464514,80.0,0.0,0.0,3.0,1:m
25.0,ASCC_58,Cantat-Gaudin+20,gaia_dr2,0.0339,0.01847737,0.02863323,0.01847737,0.02597,0.0,0.0259,0.0,0.03217,0.0,0.0,0.0,ASCC_58,"ASCC_58,MWSC_1782,Theia_453",o,19.43184966,236.0,20.28395838,221.0,153.70559195,-55.02031159,281.70492996,1.263,0.51494551,0.53486799,1.83477079,3.68760645,4.23716147,4.40110028,15.10192629,30.38413319,-13.301967,0.23499967,0.01580779,2.7601003,0.26526321,0.01784353,2.09626027,0.05486155,0.00369039,471.10609318,471.43809668,471.77056845,197.0,0.0,-8026.32936757,-461.52270886,30.94365516,11.68279989,13.46567554,1.47804991,83.0,0.9698,0.9935,0.99686646,0.99999869,0.99999869,,7.48116684,7.75597095,8.02157688,0.0002184,0.12798242,0.19362196,0.09814,0.59088817,0.84351581,8.13714504,8.3443799,8.48132515,80.0,0.0,0.0,2.0,m:m
4.0,ASCC_6,Cantat-Gaudin+20,gaia_dr2,0.01673,0.01930901,0.04450249,0.01930901,0.003855,0.0,0.06183,0.1192,0.01583,0.0,0.119,0.03974,ASCC_6,"ASCC_6,MWSC_141,Theia_2326",o,19.25857004,209.0,19.25857004,209.0,26.84215882,57.73860678,130.3636862,-4.324,0.14360169,0.08214515,0.86658699,0.86658699,3.76421798,2.15326025,22.7174499,22.7174499,-0.83414476,0.10924057,0.00755633,0.14917466,0.0886124,0.00612945,0.62966733,0.0507896,0.00351319,1497.8627547,1501.88586403,1505.93064289,208.0,0.0,-9092.16756942,1141.10435903,-89.94835549,-28.83784149,22.55436438,10.08661839,5.0,0.9907,0.9985,0.9992786,0.99999702,0.99999702,,7.77257586,7.96103024,8.18482685,0.4945,0.6565339,0.86468059,0.316,0.75796357,1.10452962,10.70322323,10.89065027,11.05589581,80.0,0.0,0.0,2.0,1:m
32.0,ASCC_66,Cantat-Gaudin+20,gaia_dr2,0.01709,0.07166177,0.08809448,0.07166177,0.03099,0.0,0.03561,0.0,0.02363,0.0,0.0,0.0,ASCC_66,"ASCC_66,MWSC_1922",o,5.87319675,49.0,7.67734076,25.0,168.34376049,-55.42612746,289.263473,4.822,0.07712692,0.10052167,0.238486,1.75602914,1.28003434,1.66830514,3.95804517,29.15298794,-11.30001175,0.15227442,0.03045488,3.0046105,0.14075792,0.02815158,1.02918688,0.04222103,0.00844421,947.70245748,950.90684753,954.13298059,46.0,0.0,-7809.16465509,-894.49067562,99.92631803,-8.81039784,13.16352369,4.9753443,7.0,0.1641,0.6324,0.80683938,0.9990266,0.9990266,,7.76014662,7.96060228,8.23942566,0.1315,0.29233563,0.43357885,0.1581,0.59134606,0.87138319,9.69795609,9.87031364,10.04626846,40.0,0.0,0.0,1.0,1:1
33.0,ASCC_67,Cantat-Gaudin+20,gaia_dr2,0.06346,0.12762325,0.17337503,0.12762325,0.02527,0.0,0.03855,0.0,0.01961,0.0,0.0,0.0,ASCC_67,"ASCC_67,MWSC_1963,OC_0569",o,10.60079154,78.0,10.60079154,78.0,175.37530127,-61.05654916,294.57101719,0.6748,0.13990428,0.14587338,0.49720768,0.49720768,4.60187963,4.79822236,16.35505918,16.35505918,-6.74072786,0.0507059,0.00574131,0.95755268,0.05958273,0.00674642,0.49314213,0.01551392,0.00175661,1877.01159469,1884.62966784,1892.30983068,78.0,0.0,-7338.30684619,-1713.8518711,40.98748092,,,,0.0,0.9996,1.0,0.99999869,1.0,1.0,,7.39612913,7.63634229,7.82975531,0.4206,0.58400285,0.74901724,0.3348,0.77804595,1.07805729,11.25978374,11.42219114,11.61868668,40.0,0.0,0.0,2.0,1:m
35.0,ASCC_71,Cantat-Gaudin+20,gaia_dr2,0.05353,0.09727229,0.1049519,0.09727229,0.08621,0.29233259,0.009649,0.0,0.003083,0.0,0.292,0.09744,ASCC_71,"ASCC_71,MWSC_2016",o,17.0851755,147.0,17.66862316,134.0,185.1690943,-67.52149108,299.98870607,-4.826,0.16476528,0.18856753,0.55026432,0.80937872,3.51517637,4.02298761,11.73991398,17.26874921,-9.35821421,0.17064001,0.01474105,-1.36064864,0.15573595,0.01345354,0.78226603,0.04064579,0.00351126,1219.42284488,1222.37045043,1225.33234049,146.0,0.0,-7513.42877483,-1054.97179123,-83.59117877,-14.30120359,12.11540658,3.12818453,15.0,0.9888,0.9983,0.99935108,0.99999964,0.99999964,,8.13054466,8.32504606,8.54536057,0.6042,0.74932903,0.93658561,0.168,0.57514217,0.80740297,10.2666254,10.40585661,10.57731533,40.0,0.0,0.0,1.0,1:1
