ID,NameLit,SourceCat,TypeSourceCat,Sep,SepTidal,SepTidalLit,SepTidalData,pmRASep,pmRASigma,pmDESep,pmDESigma,PlxSep,PlxSigma,maxSigma,meanSigma,Name,AllNames,Type,CST,N,CSTt,Nt,RAdeg,DEdeg,GLON,GLAT,r50,rc,rt,rtot,r50pc,rcpc,rtpc,rtotpc,pmRA,s_pmRA,e_pmRA,pmDE,s_pmDE,e_pmDE,Plx,s_Plx,e_Plx,dist16,dist50,dist84,Ndist,globalPlx,X,Y,Z,RV,s_RV,e_RV,n_RV,CMDCl2.5,CMDCl16,CMDCl50,CMDCl84,CMDCl97.5,CMDClHuman,logAge16,logAge50,logAge84,AV16,AV50,AV84,diffAV16,diffAV50,diffAV84,MOD16,MOD50,MOD84,minClSize,isMerged,isGMMMemb,NXmatches,XmatchType
4247.0,Czernik_29,Cantat-Gaudin+20,gaia_dr2,0.05073,0.2121184,0.42990024,0.2121184,0.2025,0.51165276,0.2055,0.7098,0.02555,0.0,0.71,0.4071,Haffner_10,"Czernik_29,FSR_1231,Haffner_10,MWSC_1234,MWSC_1237,OCL_594,OCL_595",o,28.3149975,395.0,28.32323599,394.0,112.14813943,-15.36453417,230.80009227,1.014,0.05549564,0.04519325,0.23915053,0.27492229,3.34514138,2.72413847,14.41548913,16.57176649,-1.2035081,0.0943104,0.00475129,1.5594872,0.10270015,0.00517396,0.26453016,0.06278892,0.00316326,3424.96635083,3453.64860689,3482.81531701,394.0,0.0,-10304.27309693,-2675.96823653,87.5126814,88.38400519,8.06216964,1.64568349,24.0,0.1254,0.3781,0.579216,0.90785837,0.97350752,,8.34231281,8.51414442,8.71616459,1.492,1.68616945,1.88433552,2.128,2.40432191,2.7647202,12.5335207,12.67398405,12.81947613,20.0,0.0,0.0,2.0,m:m
4248.0,Haffner_11,Cantat-Gaudin+20,gaia_dr2,0.01325,0.07327017,0.13799921,0.07327017,0.04374,0.0,0.0118,0.0,0.02183,0.0,0.0,0.0,Haffner_11,"BH_3,ESO_429-3,FSR_1310,Haffner_11,MWSC_1273,OCL_657",o,24.18712523,311.0,21.96101996,174.0,113.84142752,-27.71357925,242.38663871,-3.552,0.04493916,0.03977782,0.18080924,0.40849401,4.15356712,3.67652322,16.71160968,37.75628633,-1.50874301,0.04341366,0.00329118,3.13719936,0.08590386,0.00651235,0.15871726,0.05282264,0.00400447,5208.85056891,5295.64488133,5385.38068924,173.0,0.0,-10572.63866013,-4683.42764259,-301.06929427,93.21139924,11.13063557,2.97478749,14.0,0.9741,0.9952,0.99758145,0.99999368,0.99999368,,8.60330868,8.75786924,8.95847797,1.637,1.8653481,2.0723176,1.288,1.66540271,2.02376246,13.55278778,13.69409752,13.84799576,10.0,0.0,0.0,1.0,1:1
4249.0,Haffner_13,Cantat-Gaudin+20,gaia_dr2,0.08186,0.06916906,0.12516366,0.06916906,0.0117,0.0,0.03073,0.0,0.03898,0.0,0.0,0.0,Haffner_13,"BH_5,ESO_429-10,Haffner_13,MWSC_1305,OCL_678,Theia_106",o,34.59260814,726.0,29.10044889,320.0,115.13906456,-30.01790271,244.95773305,-3.682,0.34072091,0.3672408,1.18343415,6.05004312,3.28554543,3.54128144,11.41325267,58.5572089,-6.17229915,0.22294773,0.01246316,5.90972658,0.19389002,0.01083878,1.78065753,0.06103605,0.00341202,552.01240479,552.49226477,552.97295976,258.0,0.0,-8355.44378443,-499.52214005,-14.08406525,34.034917,13.13764684,1.52722042,74.0,0.9857,0.9959,0.99772486,0.99997318,0.99997318,,6.86863327,7.16520262,7.3545537,0.0001141,0.10601357,0.16951448,0.02704,0.5175688,0.75218606,8.55721569,8.71066952,8.90900993,20.0,0.0,0.0,2.0,1:m
4250.0,Haffner_14,Cantat-Gaudin+20,gaia_dr2,0.005869,0.01128789,0.03622996,0.01128789,0.002584,0.0,0.01258,0.0,0.02391,0.0,0.0,0.0,Haffner_14,"BH_7,ESO_429-16,FSR_1319,Haffner_14,MWSC_1326,OCL_674,OC_0422,Theia_2576",o,27.35733073,415.0,27.48008768,413.0,116.17739343,-28.37975471,243.98141205,-2.084,0.0893009,0.05288931,0.51996035,0.65068365,5.58816468,3.30964199,32.53832429,40.71942118,-1.81841629,0.08043854,0.00395812,1.74058359,0.08388293,0.00412761,0.25224438,0.05368087,0.00264146,3564.16215617,3585.38388754,3606.85984948,415.0,0.0,-9694.03903176,-3219.87920469,-105.55296239,82.56509322,26.18547169,8.72849056,9.0,0.9177,0.9713,0.98304081,0.99910319,0.99964821,,8.24195862,8.42787218,8.60148239,1.641,1.8099997,2.00814199,1.181,1.57552439,1.88248801,12.66886902,12.77970123,12.94287872,80.0,0.0,0.0,3.0,1:m
4251.0,Haffner_15,Cantat-Gaudin+20,gaia_dr2,0.006115,0.02967526,0.09863544,0.02967526,0.01745,0.0,0.03276,0.0,0.0324,0.0,0.0,0.0,Haffner_15,"BH_8,ESO_368-12,FSR_1340,Haffner_15,MWSC_1328,OCL_696,OC_0434,OC_0435",o,19.79032978,208.0,20.09005747,202.0,116.3789817,-32.83994474,247.94101482,-4.156,0.0370923,0.02304331,0.20607732,0.32990019,2.16224439,1.34327796,12.01304352,19.23128619,-2.17145303,0.06215475,0.00437319,3.32175598,0.07628066,0.00536709,0.25836575,0.03618565,0.00254601,3318.65975968,3339.97798586,3361.57186852,208.0,0.0,-9373.65870185,-3087.34332426,-218.04715728,52.0930187,107.55829875,40.65321571,7.0,0.1768,0.491,0.62084433,0.92506516,0.93302679,,6.86903334,7.08099174,7.25393105,3.343,3.54218221,3.74307179,2.041,2.38939846,2.75145173,12.40245247,12.56830406,12.6949482,20.0,0.0,0.0,3.0,1:m
4252.0,Haffner_16,Cantat-Gaudin+20,gaia_dr2,0.002354,0.01384789,0.03796609,0.01384789,0.03071,0.0,0.03471,0.0,0.0121,0.0,0.0,0.0,Haffner_16,"ESO_493-20,FSR_1309,Haffner_16,MWSC_1355,OCL_655",o,17.61133282,125.0,16.65831559,105.0,117.5846082,-25.45600962,242.08864356,0.4737,0.02768914,0.01559248,0.16998243,0.28904179,1.4464721,0.81454637,8.87985551,15.09958131,-2.78028579,0.05058739,0.00493682,3.02570787,0.07596882,0.0074138,0.29430587,0.03102001,0.00302724,2969.83300124,2993.11371596,3016.76231262,104.0,0.0,-9522.95145954,-2644.8417309,49.12520007,76.32875568,3.88187107,1.0022948,1.0,0.9964,0.9997,0.99991345,1.0,1.0,,7.77164268,7.99715042,8.23495197,0.1827,0.35070302,0.48571101,0.62,1.01336908,1.38349867,12.13335419,12.32930708,12.47349072,10.0,0.0,0.0,1.0,1:1
4253.0,Haffner_17,Cantat-Gaudin+20,gaia_dr2,0.00296,0.00929507,0.05482393,0.00929507,0.01225,0.0,0.01973,0.0,0.0364,0.0,0.0,0.0,Haffner_17,"BH_12,ESO_429-22,FSR_1337,Haffner_17,MWSC_1360,OCL_694",o,27.06721903,356.0,27.06721903,356.0,117.89774404,-31.81476142,247.70108094,-2.531,0.05013336,0.0272418,0.31850118,0.31850118,2.80086121,1.52195067,17.79427158,17.79427158,-1.18274826,0.09069859,0.00480702,1.87873047,0.10183319,0.00539715,0.27321802,0.05784112,0.00306557,3181.38523834,3201.01220321,3220.88284121,348.0,0.0,-9335.73713912,-2958.74037264,-117.44628679,58.16377372,44.65888021,14.12237792,10.0,0.5216,0.7487,0.83175471,0.94502676,0.97384942,,7.74492359,7.95872664,8.20789528,3.228,3.51345062,3.71506071,2.498,2.76772106,3.07999349,12.34353352,12.51254749,12.65293407,80.0,0.0,0.0,1.0,1:1
4254.0,Haffner_18,Cantat-Gaudin+20,gaia_dr2,0.004877,0.06632309,0.0762004,0.06632309,0.02764,0.0,0.0372,0.0,0.01964,0.0,0.0,0.0,Haffner_18,"Haffner_18,NGC_2467-east",o,4.53430361,11.0,4.53430361,11.0,118.16507949,-26.38288436,243.15218237,0.4489,0.00776682,0.00292618,0.07353134,0.07353134,0.58020401,0.2185939,5.49300963,5.49300963,-2.52036312,0.02533275,0.00763811,2.70719708,0.04687244,0.01413257,0.19095629,0.01088153,0.0032809,4161.31383859,4280.16259649,4405.99967808,11.0,0.0,-10054.84238643,-3818.68157248,59.27402621,,,,0.0,0.2353,0.6061,0.73756468,0.96653408,0.99439156,,6.4000001,6.61757636,6.78173637,2.095,2.42390025,2.82340002,1.028,1.62236112,2.08880568,13.90743828,14.16792202,14.45067501,10.0,0.0,0.0,2.0,1:m
4255.0,Haffner_19,Cantat-Gaudin+20,gaia_dr2,0.009113,0.1161498,0.26804198,0.1161498,0.04321,0.0,0.002685,0.0,0.05045,0.007701,0.0077,0.002567,Haffner_19,Haffner_19,o,7.57043781,23.0,7.61504271,22.0,118.18549458,-26.28014523,243.07337287,0.5173,0.01707059,0.01293122,0.07846271,0.09809509,1.19916381,0.9083846,5.51180252,6.89092897,-2.53720741,0.0454877,0.00969801,2.50968528,0.06389517,0.0136225,0.20818598,0.01096551,0.00233786,3938.46817306,4024.87800978,4115.16455824,23.0,0.0,-9944.46586804,-3588.38171143,61.79716079,111.08519711,19.47130411,6.157367,1.0,0.7794,0.9467,0.96962419,0.99995673,0.99995673,,7.58857441,7.89944673,8.2347393,1.045,1.37393844,1.6725992,1.321,1.76242149,2.29175067,13.09186745,13.34607887,13.50354099,10.0,0.0,0.0,1.0,1:1
4256.0,Haffner_20,Cantat-Gaudin+20,gaia_dr2,0.003702,0.01951274,0.10889198,0.01951274,0.007613,0.0,0.02869,0.0,0.04725,0.0,0.0,0.0,Haffner_20,"BH_16,ESO_430-4,Haffner_20,MWSC_1385,OCL_692",o,12.59404735,102.0,14.4670524,90.0,119.06528518,-30.36880526,246.9751423,-0.9297,0.02394903,0.01060669,0.18973895,0.43597646,1.64399519,0.72810205,13.0247862,29.92843088,-2.28638689,0.06796163,0.00716379,3.43569175,0.09313772,0.00981758,0.21669456,0.04982747,0.00525228,3866.78687621,3933.10153906,4001.7304588,101.0,0.0,-9660.28832539,-3619.29398174,-39.08218736,68.67019512,1.01379033,0.29265606,1.0,0.9734,0.996,0.9983238,0.99999797,0.99999797,,8.07454491,8.30770063,8.47440815,1.926,2.12100518,2.35467219,0.6941,1.13557345,1.51456356,12.86790562,13.02281284,13.152771,10.0,0.0,0.0,1.0,1:1
4257.0,Haffner_21,Cantat-Gaudin+20,gaia_dr2,0.002273,0.0112816,0.03919634,0.0112816,0.0001066,0.0,0.03698,0.0,0.01371,0.0,0.0,0.0,Haffner_21,"ESO_494-11,Haffner_21,MWSC_1411,OCL_677",o,15.14548517,109.0,15.39212561,106.0,120.29018823,-27.21082476,244.84632943,1.638,0.04373696,0.03304376,0.20151295,0.34525594,2.32226355,1.75449557,10.69960075,18.33197433,-1.43189339,0.05184177,0.00503532,1.59997978,0.05694525,0.00553101,0.28212592,0.04457304,0.00432932,3013.63531849,3042.18389674,3071.27853706,109.0,0.0,-9414.29329868,-2752.57023032,111.07281233,,,,0.0,0.9915,0.9986,0.99941787,0.99999976,0.99999976,,8.29288101,8.47837067,8.70891762,0.2689,0.44268808,0.60492289,0.3137,0.6771529,0.99454027,12.20395947,12.35864878,12.55179119,20.0,0.0,0.0,1.0,1:1
4258.0,Haffner_22,Cantat-Gaudin+20,gaia_dr2,0.00397,0.01160835,0.02544788,0.01160835,0.02673,0.0,0.02797,0.0,0.03567,0.0,0.0,0.0,Haffner_22,"BH_21,ESO_430-24,FSR_1333,Haffner_22,MWSC_1450,OCL_691,Theia_6095",o,33.10721865,502.0,30.13314213,418.0,123.11229434,-27.91183393,246.78467697,3.37,0.09782259,0.10441558,0.34198384,0.53490867,4.33696944,4.62927099,15.16203698,23.71586997,-1.61126922,0.06600187,0.00322826,2.9059721,0.07532809,0.00368442,0.35523328,0.04401265,0.00215273,2531.15800717,2540.20892457,2549.32480281,418.0,0.0,-9121.17725086,-2330.48950245,172.69356842,31.79761193,5.40030729,0.77147247,49.0,0.7684,0.9567,0.97810107,0.999816,0.999816,,9.08210468,9.22800207,9.41529179,0.09505,0.24619691,0.33486205,0.1855,0.55272835,0.82067305,11.83645153,11.99073553,12.1792202,80.0,0.0,0.0,2.0,1:m
4259.0,Haffner_23,Cantat-Gaudin+20,gaia_dr2,0.01468,0.03969645,0.06275041,0.03969645,0.01908,0.0,0.03763,0.0,0.01483,0.0,0.0,0.0,Haffner_23,"Haffner_23,MWSC_1127,MWSC_26,OCL_590,Theia_3588",o,17.62692477,193.0,16.82492799,103.0,107.38578374,-16.85164264,229.97325025,-3.725,0.1070586,0.11628948,0.36989693,0.73718526,3.79911697,4.12668766,13.12645201,26.16141322,-0.50692494,0.0450875,0.0044426,-0.03937417,0.05707409,0.00562368,0.4468712,0.02774408,0.00273371,2024.3864245,2033.21461655,2042.12014397,103.0,0.0,-9427.19819668,-1553.63175931,-107.95626251,15.59902575,8.4718207,3.20204725,7.0,0.999,0.9999,0.99994662,1.0,1.0,,8.1384449,8.34602737,8.54462528,0.3338,0.5207065,0.65015006,0.2602,0.66965082,0.9068836,11.36500359,11.56093836,11.73366833,10.0,0.0,0.0,2.0,1:m
4261.0,Haffner_26,Cantat-Gaudin+20,gaia_dr2,0.01122,0.03732387,0.08502311,0.03732387,0.01359,0.0,0.0169,0.0,0.03112,0.0,0.0,0.0,Haffner_26,"ESO_430-29,Haffner_26,OCL_707,Theia_3672",o,20.51966907,186.0,20.95905024,182.0,123.89801004,-30.84973915,249.61588819,2.32,0.10602857,0.16504583,0.30069362,0.43925211,5.09623732,7.93290028,14.45288154,21.11293447,-1.57441299,0.07318386,0.00542475,2.38689608,0.07499448,0.00555896,0.3232345,0.02933806,0.00217468,2740.98417503,2753.90446838,2766.94714449,186.0,0.0,-9080.11967256,-2579.33516001,134.71052973,52.53241568,3.67417069,1.4999739,6.0,0.9918,0.9984,0.99914795,0.99998713,0.99998713,TP,8.62396622,8.8279767,9.01808167,0.1149,0.22476451,0.33615673,0.3482,0.68313417,0.9823938,11.94784355,12.18641901,12.35885429,80.0,0.0,0.0,2.0,1:m
4240.0,Haffner_3,Cantat-Gaudin+20,gaia_dr2,0.009251,0.02983215,0.11013146,0.02983215,0.009744,0.0,0.03338,0.0,0.0003776,0.0,0.0,0.0,Haffner_3,"Haffner_3,MWSC_1081,OCL_556",o,19.20777729,176.0,19.37118619,174.0,106.0210256,-6.14009199,219.83538888,0.001752,0.06917516,0.05384187,0.31010308,0.40163682,2.956418,2.30110108,13.25335241,17.16548444,-1.16925572,0.09705748,0.00735791,-0.87261716,0.11280186,0.00855149,0.36257112,0.06836365,0.00518264,2428.83233613,2448.71397153,2468.92378255,174.0,0.0,-10002.30658224,-1568.60550945,25.68533358,45.89907628,12.57577347,7.2606262,3.0,0.9727,0.9933,0.9960818,0.99999428,0.99999428,,8.51761723,8.69426775,8.87045956,0.81,0.99708983,1.17739117,0.2094,0.59060881,0.81448066,11.767663,11.91126776,12.06669235,80.0,0.0,0.0,1.0,1:1
4241.0,Haffner_4,Cantat-Gaudin+20,gaia_dr2,0.00434,0.02926013,0.09040949,0.02926013,0.01021,0.0,0.05648,0.06525,0.004893,0.0,0.0653,0.02175,Haffner_4,"Haffner_4,MWSC_1094,OCL_583,OC_0389",o,12.52301456,110.0,13.21646294,104.0,106.51494886,-15.00527408,227.94410493,-3.626,0.02733536,0.01736535,0.14831295,0.21662366,1.93071018,1.22652325,10.47544212,15.30031168,-0.40678998,0.06947483,0.00681257,0.96047702,0.07314864,0.00717281,0.20115468,0.06064502,0.00594673,3965.84988492,4046.829894,4131.18595535,110.0,0.0,-10827.98499026,-2998.71838465,-228.24082113,58.41445719,1.92524833,1.11154264,3.0,0.9161,0.9798,0.98812908,0.99970442,0.99986172,,8.50195312,8.70726013,8.85758877,0.9232,1.13154471,1.30824983,1.087,1.44727182,1.87830997,12.92266464,13.08519602,13.24419975,20.0,0.0,0.0,2.0,1:m
4242.0,Haffner_5,Cantat-Gaudin+20,gaia_dr2,0.002555,0.00567593,0.02129226,0.00567593,0.02872,0.0,0.01455,0.0,0.01814,0.0,0.0,0.0,Haffner_5,"ESO_492-8,FSR_1272,Haffner_5,MWSC_1168,OCL_624,Theia_6194",o,31.29608984,473.0,23.47466987,285.0,109.49277653,-22.66254674,236.06113155,-4.636,0.08905142,0.06085478,0.45015936,1.48731763,2.51438503,1.71824635,12.71059333,42.0041202,0.99371861,0.07924876,0.00469429,-4.04544713,0.08902571,0.00527343,0.58112125,0.04780413,0.00283167,1613.31407324,1617.75680556,1622.22407418,285.0,0.0,-9022.55809632,-1337.75370415,-107.64941691,-8.64380517,7.30317613,1.04331088,49.0,0.6594,0.9166,0.94937706,0.99958241,0.99958241,,8.99145222,9.14963245,9.34762001,0.5764,0.74223131,0.95084846,0.1777,0.54538092,0.78296763,10.92142963,11.06657743,11.23033047,80.0,0.0,0.0,2.0,1:m
4243.0,Haffner_6,Cantat-Gaudin+20,gaia_dr2,0.007035,0.02591914,0.07178098,0.02591914,0.03335,0.0,0.03973,0.0,0.00423,0.0,0.0,0.0,Haffner_6,"Haffner_6,MWSC_1177,OCL_582",o,26.3429428,402.0,27.06948904,393.0,109.99079652,-13.15152991,227.86088764,0.22,0.06422577,0.05354292,0.27140315,0.76677304,4.89991372,4.08489749,20.70604228,58.50213525,-1.25334593,0.09936266,0.00501218,1.99972754,0.09952435,0.00502034,0.20620613,0.0733006,0.00369753,4324.17315157,4371.20918277,4419.27973224,402.0,0.0,-11054.690538,-3241.30372666,45.08705143,84.39397182,24.18697174,6.70825898,13.0,0.993,0.9985,0.99933001,0.99999917,0.99999917,,8.49209213,8.64212608,8.83286858,1.455,1.63388348,1.81023002,1.289,1.5627653,1.95619035,13.09459305,13.22554064,13.37508488,80.0,0.0,0.0,1.0,1:1
4244.0,Haffner_7,Cantat-Gaudin+20,gaia_dr2,0.006123,0.02282375,0.09567953,0.02282375,0.001512,0.0,0.02105,0.0,0.01406,0.0,0.0,0.0,Haffner_7,"BH_1,ESO_428-24,FSR_1311,Haffner_7,MWSC_1197,OCL_661",o,16.92975201,136.0,16.92975201,136.0,110.73071743,-29.49658386,242.67078808,-6.801,0.04328173,0.02411287,0.2682946,0.2682946,3.12076835,1.73862423,19.34514196,19.34514196,-1.53948837,0.06867135,0.00588852,2.94494707,0.09014636,0.00772999,0.20003612,0.04914893,0.00421449,4076.76258927,4131.23064101,4187.17385507,136.0,0.0,-10006.53355072,-3644.28508743,-463.64372365,85.74140561,0.33226773,0.19183486,3.0,0.7044,0.9063,0.94340724,0.99261856,0.99850786,,8.74614048,8.92279959,9.12472248,0.2374,0.40435515,0.55056167,1.554,1.92709786,2.28466678,12.87337875,13.05545712,13.2159996,20.0,0.0,0.0,1.0,1:1
4245.0,Haffner_8,Cantat-Gaudin+20,gaia_dr2,0.008486,0.03566221,0.10607606,0.03566221,0.006453,0.0,0.02898,0.0,0.03255,0.0,0.0,0.0,Haffner_8,"Haffner_8,MWSC_1200,OCL_578",o,20.15532383,179.0,19.90343986,159.0,110.77208879,-12.30300076,227.47064088,1.292,0.04421885,0.02835678,0.23795736,0.25518554,2.05500415,1.31783818,11.05876842,11.85943661,-1.61954747,0.06821784,0.00541003,0.47498412,0.07406761,0.00587394,0.33490539,0.05213905,0.0041349,2643.01219445,2662.73384991,2682.75203653,159.0,0.0,-9921.28091364,-1961.75104872,85.42760814,57.3693294,4.81256086,2.40628043,4.0,0.9886,0.998,0.99893096,0.99999893,0.99999893,,8.33878708,8.53224373,8.70812321,0.7278,0.90770343,1.07472205,0.4016,0.71248612,1.03240538,11.93045425,12.09293365,12.2367897,20.0,0.0,0.0,1.0,1:1
4246.0,Haffner_9,Cantat-Gaudin+20,gaia_dr2,0.006137,0.02245721,0.08766779,0.02245721,0.02908,0.0,0.0139,0.0,0.01693,0.0,0.0,0.0,Haffner_9,"FSR_1240,Haffner_9,MWSC_1214,OCL_600",o,24.46803887,254.0,23.81126923,213.0,111.18016206,-16.9973544,231.79388198,-0.5804,0.04685695,0.027701,0.27326394,0.30932675,2.3428494,1.38505105,13.66331001,15.46649853,-0.8610799,0.09103538,0.00623764,0.43789626,0.10168373,0.00696725,0.30797821,0.057764,0.00395792,2843.14197699,2864.79094561,2886.77213397,209.0,0.0,-9893.80419316,-2251.00934708,-3.686767,52.85145219,1.22731398,0.5488715,1.0,0.9855,0.9961,0.99782619,0.99994719,0.9999814,,8.08806896,8.31098938,8.49824715,1.996,2.17383516,2.40028429,1.597,2.00961053,2.28948355,12.19675446,12.33245659,12.45516014,40.0,0.0,0.0,1.0,1:1
4263.0,Harvard_10,Cantat-Gaudin+20,gaia_dr2,0.02777,0.02821832,0.03922936,0.02821832,0.0813,0.16609481,0.03251,0.0,0.03662,0.0,0.166,0.05536,Harvard_10,"ESO_179-2,Harvard_10,MWSC_2381,OCL_954",o,21.3450018,626.0,16.47773178,219.0,244.81308565,-54.96574802,329.85919821,-3.353,0.34338365,0.52170099,0.98426764,10.09259869,4.03960011,6.1374396,11.58002504,119.97236337,-2.00030204,0.19450392,0.01314336,-10.60950744,0.17945642,0.01212654,1.44820945,0.04257257,0.00287679,673.27427982,674.0253016,674.77800074,228.0,0.0,-7540.18129419,-337.86718659,-20.11279094,-20.04470699,8.50421821,0.8339072,104.0,0.9937,0.999,0.99959368,0.9999997,0.9999997,,7.79063797,8.04829931,8.24932575,0.1475,0.28343773,0.40584916,0.03767,0.45969388,0.65462989,8.9046917,9.06492567,9.22081375,40.0,0.0,0.0,1.0,1:1
4264.0,Harvard_13,Cantat-Gaudin+20,gaia_dr2,0.02945,0.04766402,0.18880197,0.04766402,0.1293,0.5174118,0.01246,0.0,0.03184,0.0,0.517,0.1725,Harvard_13,"ESO_227-3,Harvard_13,MWSC_2523,OCL_986,Theia_4391",o,28.74656076,412.0,26.24158594,332.0,256.01053455,-48.1184281,339.59727822,-4.08,0.18233905,0.20392703,0.61793166,1.37415027,3.66707193,4.10123723,12.42783728,27.6411292,-2.8952776,0.14939882,0.00819933,-7.20246336,0.14926378,0.00819191,0.83450145,0.04771435,0.00261867,1150.51145005,1152.28764489,1154.06933251,333.0,0.0,-7044.92487102,-400.68937084,-63.94304618,-5.5483861,19.69457241,1.85270953,113.0,0.8851,0.9485,0.96607801,0.99390399,0.99721384,,8.81353283,8.94736576,9.14111328,1.6,1.77835643,1.96591663,0.9605,1.31919098,1.72233164,10.16156101,10.28992653,10.42620182,80.0,0.0,0.0,2.0,1:m
4265.0,Harvard_16,Cantat-Gaudin+20,gaia_dr2,0.01774,0.05027385,0.06719782,0.05027385,0.002345,0.0,0.00413,0.0,0.02675,0.0,0.0,0.0,Harvard_16,"BH_230,Collinder_332,ESO_393-2,ESO_393-3,Harvard_16,MWSC_2616,OCL_1010,OCL_1012,Theia_1728",o,29.51472053,350.0,29.51472053,350.0,262.76203883,-36.82218172,351.7012172,-1.632,0.09655867,0.09680494,0.35287178,0.35287178,2.48288845,2.48922112,9.07377399,9.07377399,-0.63834513,0.12029695,0.00643014,-0.77387026,0.11687956,0.00624748,0.63678259,0.04640067,0.00248022,1469.4977292,1473.28977702,1477.10144627,346.0,0.0,-6664.81440174,-212.5625734,-24.8910491,-31.88092586,32.63189681,8.1579742,16.0,0.9317,0.9745,0.98398006,0.99873203,0.99927878,TP,7.93520784,8.10812759,8.29170036,2.281,2.44234884,2.63682032,1.202,1.57158905,1.92769718,10.72803116,10.84053135,10.98116207,20.0,0.0,0.0,2.0,1:m
4266.0,Harvard_20,Cantat-Gaudin+20,gaia_dr2,0.01484,0.01577731,0.09390456,0.01577731,0.008862,0.0,0.02592,0.0,0.0237,0.0,0.0,0.0,Harvard_20,"Collinder_408,Collinder_409,FSR_144,FSR_147,GCL_115,Harvard_20,MWSC_3198,MWSC_3200,Melotte_226,NGC_6838,OCL_116,OCL_117,Theia_4117,Theia_6074,Theia_6500,Theia_7156,Theia_7398,Theia_7437,Theia_8028,UBC_362",o,12.680179,102.0,12.680179,102.0,298.32408429,18.35954525,56.32568029,-4.681,0.10272118,0.03993569,0.94039581,0.94039581,3.84478543,1.49476492,35.20151145,35.20151145,-1.74086162,0.0775856,0.00768212,-4.47291533,0.07881173,0.00780352,0.4263118,0.03558605,0.00352354,2130.42511862,2144.54053527,2158.84424665,102.0,0.0,-6937.30278507,1778.73931049,-157.2342301,7.17244741,1.57573269,0.78786634,4.0,0.972,0.9925,0.9953962,0.99989402,0.99989402,,8.03223801,8.27755976,8.476161,0.5112,0.76708239,0.92902052,0.7442,1.19107467,1.50619173,11.47474766,11.637784,11.80546951,80.0,0.0,0.0,10.0,m:m
4267.0,Havlen-Moffat_1,Cantat-Gaudin+20,gaia_dr2,0.007132,0.02085175,0.18767974,0.02085175,0.08424,0.21226947,0.06748,0.1584,0.04974,0.0,0.212,0.1235,Havlen-Moffat_1,"Havlen-Moffat_1,Havlen_Moffat_1",o,13.22513918,240.0,15.6029526,208.0,259.76108406,-38.81612463,348.72005499,-0.7893,0.10625669,0.12911097,0.34202545,0.67789792,6.40058921,7.77726781,20.60282481,40.83642855,-1.1312359,0.1382395,0.00958518,-2.61947901,0.12925059,0.00896192,0.25462763,0.04108849,0.00284897,3420.47236083,3451.32466807,3482.73861045,229.0,0.0,-4737.77183824,-675.02811163,-35.40526358,-76.50582959,56.83098279,23.20115157,6.0,0.001669,0.004317,0.02221128,0.0328128,0.07470351,FP,6.83668518,7.20424724,7.48289347,4.519,4.78141832,5.15001869,2.916,3.11438489,3.47703695,12.60961246,12.82171965,13.01898861,20.0,0.0,0.0,1.0,m:m
4270.0,Hogg_15,Cantat-Gaudin+20,gaia_dr2,0.00318,0.01422277,0.02484478,0.01422277,0.01966,0.0,0.007792,0.0,0.02092,0.0,0.0,0.0,Hogg_15,"BH_139,ESO_95-15,Hogg_15,MWSC_2063,OCL_891,OC_0585",o,14.66120467,144.0,15.92219182,135.0,190.91239334,-63.10232183,302.05119386,-0.2439,0.04947162,0.03816949,0.22359441,0.47120072,2.73311572,2.10871633,12.3527849,26.03259593,-6.03766317,0.10348746,0.00890678,-0.45320763,0.0948025,0.0081593,0.28746585,0.03083201,0.0026536,3139.57743307,3165.36920733,3191.5882529,138.0,0.0,-6442.24312659,-2682.8627442,3.0225725,-26.45005221,26.70651605,18.8843586,2.0,0.005175,0.01114,0.05855182,0.08159158,0.20435473,,6.73273659,6.95772147,7.14630461,3.847,4.07057548,4.30819941,2.441,2.75078285,3.09947753,12.3858633,12.55040026,12.71104717,20.0,0.0,0.0,2.0,1:m
4271.0,Hogg_17,Cantat-Gaudin+20,gaia_dr2,0.01355,0.1045312,0.11485103,0.1045312,0.04612,0.0,0.01027,0.0,0.01669,0.0,0.0,0.0,Hogg_17,"ESO_134-9,Hogg_17,MWSC_2232,OCL_923,Theia_2049,Theia_2746",o,7.75665594,53.0,8.07171523,52.0,218.46795142,-61.3131465,314.90765923,-0.8461,0.05440082,0.12964953,0.12964953,0.13959414,2.09740241,4.99859408,4.99859408,5.38200676,-5.24711642,0.06830413,0.00947208,-2.42272975,0.06179006,0.00856874,0.41397409,0.02107808,0.002923,2194.30088243,2209.01574318,2223.92929039,52.0,0.0,-6562.74288579,-1564.35621825,-15.81263772,-43.92537638,0.17646295,0.12477815,2.0,0.9929,0.9991,0.99964893,0.99999964,0.99999964,,7.62721872,7.84675574,8.02993202,1.629,1.83241403,2.00227451,0.1644,0.48271953,0.75424886,11.54679298,11.73429346,11.87997437,40.0,0.0,0.0,3.0,1:m
