map,cmd,stars,MWSC,Name,Type,RAJ2000,DEJ2000,r0,r1,r2,pmRA,pmDE,RV,d,E(B-V),logt,rc,rt,k,SType,[Fe/H],Simbad
map,cmd,stars,1187,FSR_1258,,110.317,-20.22,0.012,0.085,0.142,-4.58,3.33,,2928.0,0.521,9.1,1.1,14.17,1.72,,,Simbad
map,cmd,stars,1189,Berkeley_77,,110.362,-3.233,0.018,0.07,0.155,-2.77,-6.16,,4699.0,0.125,8.835,1.78,24.63,1.12,,,Simbad
map,cmd,stars,1190,King_23,,110.446,-0.983,0.02,0.085,0.14,4.69,-6.13,,3211.0,0.208,8.95,1.09,13.18,5.32,,,Simbad
map,cmd,stars,1191,FSR_0944,,110.452,22.5,0.02,0.07,0.13,-1.99,-2.42,,4755.0,0.666,8.7,2.32,19.74,0.42,,,Simbad
map,cmd,stars,1192,FSR_1083,,110.512,3.58,0.018,0.075,0.13,-1.74,1.83,,1775.0,0.791,8.81,0.54,6.19,3.31,,,Simbad
map,cmd,stars,1194,FSR_1157,,110.655,-5.115,0.01,0.045,0.09,-2.38,-0.17,,926.0,0.833,7.7,0.37,3.37,20.3,,,Simbad
map,cmd,stars,1195,FSR_1252,,110.64,-18.7,0.02,0.08,0.15,-2.26,5.11,,1899.0,0.333,8.995,1.08,7.07,6.92,,,Simbad
map,cmd,stars,1196,FSR_1470,,110.7,-59.199,0.02,0.1,0.175,-1.89,8.19,,1055.0,0.416,8.63,1.64,5.49,8.33,,,Simbad
map,cmd,stars,1197,Haffner_7,,110.733,-29.49,0.02,0.07,0.155,-3.76,3.99,,1893.0,0.354,9.0,0.99,7.93,3.25,,,Simbad
map,cmd,stars,1198,Ruprecht_16,,110.79,-19.473,0.018,0.045,0.1,-0.06,4.9,,1701.0,0.271,8.65,0.71,4.6,6.58,,,Simbad
map,cmd,stars,1199,Collinder_140,,111.03,-31.89,0.04,0.25,0.49,-7.9,4.28,22.9,386.0,0.052,7.7,4.05,4.73,18.56,,-0.1,Simbad
map,cmd,stars,1200,Haffner_8,r,110.793,-12.308,0.018,0.075,0.16,-0.92,0.62,,1197.0,0.029,9.035,0.84,6.34,6.07,,0.06,Simbad
map,cmd,stars,1201,FSR_1440,,110.905,-53.947,0.02,0.1,0.205,-6.14,4.12,,1631.0,0.521,8.76,1.22,10.5,3.51,,,Simbad
map,cmd,stars,1202,Ruprecht_17,,110.907,-23.185,0.01,0.045,0.105,-3.99,3.73,,1263.0,0.291,8.325,0.44,5.25,10.09,,,Simbad
map,cmd,stars,1203,Berkeley_78,,110.925,5.366,0.012,0.07,0.132,-3.06,0.41,59.1,4670.0,0.01,9.45,2.27,20.6,2.01,,,Simbad
map,cmd,stars,1205,FSR_1293,,110.983,-25.359,0.01,0.037,0.08,-0.77,4.71,,962.0,1.197,9.005,0.79,2.41,5.95,,,Simbad
map,cmd,stars,1206,NGC_2374,,111.0,-13.27,0.015,0.15,0.22,-3.4,-0.66,27.2,1394.0,0.09,8.75,0.6,9.69,12.86,,,Simbad
map,cmd,stars,1207,FSR_1297,,110.992,-25.9,0.01,0.07,0.13,-1.56,2.55,,3654.0,1.666,6.7,0.92,17.95,0.87,,,Simbad
map,cmd,stars,1208,Ivanov_6,,111.058,-24.633,0.015,0.055,0.1,-3.18,3.73,,2434.0,1.145,6.6,0.63,9.44,9.18,,,Simbad
map,cmd,stars,1210,FSR_1139,,111.138,-2.884,0.02,0.05,0.115,-1.89,-8.23,,1964.0,0.416,8.855,0.55,7.78,5.6,,,Simbad
map,cmd,stars,1211,Ruprecht_18,,111.18,-26.21,0.02,0.06,0.125,-2.48,1.58,31.0,1499.0,0.687,8.455,0.82,6.38,12.4,,-0.01,Simbad
map,cmd,stars,1213,NGC_2383,,111.172,-20.94,0.015,0.07,0.125,-6.84,2.83,57.4,1655.0,0.21,8.69,0.52,7.6,19.04,,,Simbad
map,cmd,stars,1214,Haffner_9,,111.175,-17.0,0.01,0.05,0.095,-2.08,5.68,,1797.0,0.552,8.15,0.82,5.58,4.41,,,Simbad
map,cmd,stars,1215,FSR_1283,,111.225,-23.871,0.012,0.06,0.11,-1.56,4.57,,4192.0,0.895,6.8,3.03,18.45,0.14,,,Simbad
map,cmd,stars,1216,NGC_2384,,111.285,-21.02,0.02,0.08,0.165,-6.44,3.29,49.5,2074.0,0.396,7.13,1.16,10.54,4.33,,,Simbad
map,cmd,stars,1217,FSR_1142,,111.277,-2.9,0.015,0.06,0.095,-2.12,-6.39,,1905.0,0.312,9.1,0.37,4.76,6.05,,,Simbad
map,cmd,stars,1218,Ruprecht_19,,111.457,-21.563,0.015,0.055,0.115,-2.43,1.89,,1797.0,0.208,8.0,1.02,7.43,1.47,dub,,Simbad
map,cmd,stars,1219,FSR_1270,,111.525,-21.205,0.02,0.08,0.155,-3.18,5.11,,1607.0,0.312,8.7,1.79,6.49,5.2,irc,,Simbad
map,cmd,stars,1220,Waterloo_7,,111.532,-15.093,0.02,0.115,0.21,-1.79,2.63,83.0,2932.0,0.354,8.53,2.46,22.1,1.2,,,Simbad
map,cmd,stars,1221,FSR_1253,,111.57,-18.445,0.018,0.09,0.205,-2.15,7.9,,2283.0,0.645,8.64,0.6,11.09,4.45,irc,,Simbad
map,cmd,stars,1222,Melotte_66,,111.55,-47.668,0.02,0.115,0.205,-4.37,6.78,23.5,4487.0,0.125,9.365,5.44,25.38,1.84,,-0.33,Simbad
map,cmd,stars,1223,Trumpler_6,,111.607,-24.19,0.02,0.075,0.155,-2.7,2.44,,2839.0,0.729,8.615,2.28,15.24,0.54,,,Simbad
map,cmd,stars,1224,Ruprecht_20,,111.642,-28.8,0.017,0.06,0.115,-1.83,1.88,29.9,1871.0,0.125,9.4,0.74,7.15,2.83,,,Simbad
map,cmd,stars,1225,Ruprecht_21,,111.735,-31.155,0.02,0.09,0.18,-3.34,2.31,,3894.0,0.77,8.65,2.57,19.77,0.71,non,,Simbad
map,cmd,stars,1226,DC_3,,111.75,-37.525,0.02,0.055,0.1,-1.61,4.99,,4317.0,0.541,9.26,2.03,9.24,1.46,,,Simbad
map,cmd,stars,1227,ASCC_38,,111.75,-5.545,0.02,0.14,0.245,-6.54,1.5,,569.0,0.071,8.6,1.51,3.6,15.69,,,Simbad
map,cmd,stars,1228,NGC_2395,r,111.774,13.584,0.025,0.077,0.14,-1.08,-3.38,,1209.0,0.271,9.28,0.6,4.46,6.06,,,Simbad
map,cmd,stars,1229,Trumpler_7,,111.825,-23.96,0.015,0.09,0.18,-4.1,4.19,32.9,1659.0,0.312,8.0,2.48,9.27,8.33,,,Simbad
map,cmd,stars,1231,IRAS_07255-2012,,111.912,-20.306,0.01,0.06,0.09,-2.82,3.54,,8570.0,1.041,6.0,5.16,28.2,0.36,irc,,Simbad
map,cmd,stars,1232,NGC_2396,r,112.027,-11.74,0.02,0.11,0.2,-1.3,-1.94,17.7,545.0,0.05,8.52,,,,,,Simbad
map,cmd,stars,1233,FSR_1275,,112.012,-21.79,0.015,0.085,0.19,-2.91,2.71,,4541.0,0.666,9.4,2.18,30.81,1.19,irc,,Simbad
map,cmd,stars,1234,Czernik_29,r,112.092,-15.405,0.01,0.035,0.085,-8.38,5.61,,2879.0,0.479,8.5,0.57,7.76,5.28,,,Simbad
map,cmd,stars,1235,FSR_1260,,112.11,-19.68,0.018,0.065,0.14,-3.43,6.6,,1409.0,0.25,8.3,0.68,4.56,7.89,,,Simbad
map,cmd,stars,1237,Haffner_10,,112.144,-15.365,0.02,0.08,0.135,-5.8,4.41,,4873.0,0.5,9.305,1.95,22.65,3.46,,,Simbad
map,cmd,stars,1238,ESO_559-13,,112.177,-20.81,0.02,0.075,0.125,-2.26,-1.16,,1905.0,0.312,8.905,1.48,6.24,4.45,,,Simbad
map,cmd,stars,1239,Haffner_24,,112.237,-18.315,0.01,0.06,0.102,-2.52,6.63,,1708.0,0.271,8.535,1.91,4.99,4.33,non,,Simbad
map,cmd,stars,1240,Ruprecht_22,,112.324,-29.183,0.01,0.045,0.09,0.24,2.82,,1609.0,0.208,9.03,0.49,4.9,12.37,dub,,Simbad
map,cmd,stars,1241,NGC_2401,,112.351,-13.972,0.012,0.045,0.09,2.01,4.43,,3778.0,0.354,7.0,1.35,13.77,2.38,,,Simbad
map,cmd,stars,1242,FSR_1400,r,112.342,-47.854,0.015,0.065,0.115,-5.62,10.4,,2290.0,0.625,9.035,1.4,10.84,1.12,,,Simbad
map,cmd,stars,1243,DBSB_6,,112.492,-19.1,0.01,0.055,0.11,-1.6,6.71,,4152.0,1.27,6.55,2.04,17.36,1.11,irc,,Simbad
map,cmd,stars,1244,DBSB_5,n,112.53,-18.535,0.01,0.055,0.125,-1.04,5.9,43.0,2731.0,0.989,8.235,0.58,11.0,5.02,irc,,Simbad
map,cmd,stars,1246,Dolidze_26,,112.519,11.885,0.02,0.12,0.21,-0.96,-2.99,,2070.0,0.375,8.475,1.18,11.99,1.69,non,,Simbad
map,cmd,stars,1248,Ruprecht_23,,112.65,-23.383,0.015,0.075,0.14,-1.89,3.53,,3021.0,0.625,8.78,1.16,13.01,5.96,,,Simbad
map,cmd,stars,1249,Ivanov_7,,112.662,-15.303,0.01,0.06,0.125,-7.27,4.74,,4141.0,0.666,8.7,1.79,17.98,0.25,,,Simbad
map,cmd,stars,1251,Bochum_5,r,112.77,-16.915,0.01,0.05,0.085,-2.6,-0.1,38.6,1775.0,0.416,7.4,0.98,3.84,3.61,,-0.171,Simbad
map,cmd,stars,1252,FSR_1234,,112.795,-15.428,0.01,0.07,0.115,-4.52,5.49,,1706.0,0.437,8.44,0.61,4.83,6.04,irc,,Simbad
map,cmd,stars,1253,Czernik_30,,112.797,-9.94,0.01,0.053,0.1,-1.89,0.94,,6812.0,0.104,9.2,1.37,28.39,0.72,,-0.38,Simbad
map,cmd,stars,1254,Bochum_4,,112.905,-17.19,0.03,0.105,0.19,-0.43,0.39,16.0,870.0,0.208,8.41,1.74,3.92,9.34,,,Simbad
map,cmd,stars,1255,DBSB_9,,112.942,-19.375,0.01,0.055,0.085,-9.33,7.91,,4389.0,0.895,6.0,3.26,10.56,3.49,irc,,Simbad
map,cmd,stars,1256,FSR_1227,,112.98,-13.835,0.02,0.065,0.125,-1.51,4.26,,4500.0,0.416,8.975,4.41,15.6,0.47,irc,,Simbad
map,cmd,stars,1257,Ruprecht_24,,112.98,-12.765,0.018,0.09,0.17,1.03,1.56,,1706.0,0.125,8.65,1.35,6.76,4.52,dub,,Simbad
map,cmd,stars,1260,FSR_1226,r,113.215,-13.745,0.01,0.045,0.105,-1.33,-2.88,,2901.0,0.583,8.87,0.77,11.57,1.39,,,Simbad
map,cmd,stars,1261,ASCC_39,,113.317,-22.95,0.02,0.15,0.26,-4.01,0.32,,1609.0,0.208,8.71,2.46,11.55,0.65,,,Simbad
map,cmd,stars,1262,NGC_2413,,113.265,-12.99,0.015,0.08,0.185,-0.47,1.61,,1341.0,0.042,8.655,0.65,7.1,3.38,,,Simbad
map,cmd,stars,1263,NGC_2414,,113.287,-15.455,0.012,0.09,0.14,-1.79,0.0,65.6,2874.0,0.583,7.27,1.78,12.58,2.57,,,Simbad
map,cmd,stars,1264,ESO_429-02,,113.355,-28.19,0.01,0.055,0.11,-2.15,0.56,,2057.0,0.416,6.9,1.07,9.36,1.59,rem,,Simbad
map,cmd,stars,1265,Ruprecht_40,,113.365,-20.51,0.015,0.04,0.075,-2.87,1.66,,1836.0,0.25,8.265,0.69,4.51,2.04,non,,Simbad
map,cmd,stars,1266,ASCC_40,,113.415,-13.765,0.02,0.075,0.155,-1.13,-1.12,,3113.0,0.416,8.8,2.02,14.33,0.28,,,Simbad
map,cmd,stars,1267,FSR_1264,,113.437,-19.811,0.02,0.06,0.105,-2.67,5.93,,1215.0,0.208,8.615,0.56,4.31,8.15,,,Simbad
map,cmd,stars,1268,FSR_1302,,113.595,-26.325,0.018,0.08,0.155,-4.06,0.06,,2262.0,0.552,9.1,0.88,13.68,4.06,,,Simbad
map,cmd,stars,1269,FSR_1243,,113.629,-15.935,0.015,0.075,0.13,-1.02,0.03,,4336.0,0.666,6.7,2.16,13.7,0.64,irc,,Simbad
map,cmd,stars,1270,Teutsch_61,,113.662,-19.8,0.015,0.06,0.11,-2.4,4.89,,1998.0,0.521,8.215,1.08,6.61,11.52,,,Simbad
map,cmd,stars,1271,Alessi_17,,113.85,-15.092,0.013,0.055,0.1,-3.36,-0.75,,4697.0,0.437,8.22,1.4,13.57,1.2,ast,,Simbad
map,cmd,stars,1272,DBSB_10,,113.857,-22.395,0.02,0.085,0.125,-5.2,1.33,,2362.0,0.416,6.5,1.58,9.3,3.1,irc,,Simbad
map,cmd,stars,1273,Haffner_11,,113.845,-27.705,0.012,0.06,0.1,-1.97,2.88,,5157.0,0.416,8.945,1.84,18.55,3.4,,,Simbad
map,cmd,stars,1274,DBSB_7,,113.884,-18.765,0.01,0.06,0.125,-1.44,3.3,,2549.0,0.833,7.495,0.87,10.25,2.1,irc,,Simbad
map,cmd,stars,1276,FSR_1268,,113.934,-19.779,0.015,0.065,0.1,-2.54,5.02,25.0,974.0,0.021,8.62,0.66,3.41,20.56,,,Simbad
map,cmd,stars,1277,NGC_2421,,114.06,-20.61,0.012,0.085,0.16,-2.92,4.81,,2178.0,0.458,7.45,1.37,11.39,10.19,,,Simbad
map,cmd,stars,1278,NGC_2422,,114.165,-14.49,0.09,0.33,0.63,-6.63,2.11,36.7,471.0,0.104,8.12,1.74,6.09,52.74,,0.008,Simbad
map,cmd,stars,1279,Riddle_5,,114.196,-24.662,0.01,0.035,0.06,-1.32,4.01,,2706.0,0.895,8.765,0.76,9.37,0.54,ast,,Simbad
map,cmd,stars,1280,Ruprecht_25,r,114.195,-23.355,0.01,0.055,0.1,-3.68,2.44,,3585.0,0.708,8.895,1.33,15.02,0.86,dub,,Simbad
map,cmd,stars,1281,Czernik_31,,114.259,-20.525,0.01,0.055,0.11,-2.17,4.33,,2057.0,0.104,8.25,1.04,8.23,6.48,,,Simbad
map,cmd,stars,1282,ESO_429-05,,114.262,-32.205,0.015,0.045,0.085,-1.6,7.71,,3978.0,0.937,9.09,1.92,8.41,0.26,,,Simbad
map,cmd,stars,1283,NGC_2423,,114.277,-13.85,0.04,0.195,0.45,-0.6,-2.89,21.7,824.0,0.062,9.025,2.05,7.72,12.44,,0.068,Simbad
map,cmd,stars,1284,Alessi_18,,114.292,-26.385,0.01,0.034,0.075,-3.65,1.48,,6287.0,0.645,9.01,3.28,13.96,0.35,,,Simbad
map,cmd,stars,1285,Ruprecht_26,,114.292,-15.66,0.02,0.115,0.21,-2.6,-0.15,17.8,1456.0,0.26,7.8,1.4,8.97,5.22,,0.313,Simbad
map,cmd,stars,1286,Ruprecht_27,,114.423,-26.507,0.02,0.13,0.235,-2.64,2.38,10.9,576.0,0.15,8.41,0.65,4.88,29.75,,,Simbad
map,cmd,stars,1287,Melotte_71,,114.39,-12.055,0.02,0.24,0.34,-0.94,4.72,50.1,2473.0,0.104,8.975,2.12,20.92,3.8,,-0.22,Simbad
map,cmd,stars,1290,NGC_2419,g,114.535,38.882,0.02,0.075,0.12,-6.29,-1.19,-20.2,82535.0,0.083,10.1,14.01,178.83,0.08,glo,-2.05,Simbad
map,cmd,stars,1291,NGC_2425,,114.562,-14.88,0.02,0.09,0.16,-2.86,0.61,102.9,4330.0,0.21,9.34,1.33,21.4,1.6,,0.0,Simbad
map,cmd,stars,1292,NGC_2420,,114.595,21.567,0.02,0.125,0.305,-2.56,-3.83,67.0,2880.0,0.01,9.365,2.33,21.56,8.26,,-0.38,Simbad
map,cmd,stars,1293,Melotte_72,,114.619,-10.7,0.02,0.125,0.22,-0.04,0.48,,3963.0,0.229,8.865,2.21,24.84,3.67,,-0.38,Simbad
map,cmd,stars,1294,Arp-Madore_2,,114.676,-33.835,0.01,0.06,0.115,0.52,7.96,,13338.0,0.57,9.335,6.99,55.88,0.32,,,Simbad
map,cmd,stars,1296,FSR_1327,,114.832,-31.74,0.01,0.055,0.095,-2.58,2.75,,2597.0,0.708,8.51,1.35,10.32,2.02,,,Simbad
map,cmd,stars,1297,NGC_2428,,114.832,-16.518,0.015,0.075,0.125,-1.72,0.87,47.3,1406.0,0.187,8.615,0.96,4.26,13.01,,-0.145,Simbad
map,cmd,stars,1298,NGC_2430,,114.916,-16.38,0.01,0.07,0.15,-2.74,2.09,2.8,707.0,0.167,7.7,0.2,3.1,15.52,,0.13,Simbad
map,cmd,stars,1299,Ruprecht_28,,114.9,-30.935,0.01,0.075,0.155,-3.01,0.44,,4712.0,0.416,8.76,2.45,25.54,1.91,non,,Simbad
map,cmd,stars,1300,ESO_493-03,,114.922,-27.295,0.018,0.065,0.135,-0.6,1.64,,1400.0,0.1,8.385,2.0,7.1,0.13,,,Simbad
map,cmd,stars,1301,Bochum_15,n,115.042,-33.54,0.01,0.048,0.085,-5.72,3.75,,2420.0,0.562,6.67,0.53,9.71,3.94,,,Simbad
map,cmd,stars,1302,FSR_1152,,115.042,-2.085,0.01,0.08,0.13,-2.39,3.06,,1824.0,0.604,8.6,1.51,8.07,3.19,,,Simbad
map,cmd,stars,1359,FSR_1294,,117.787,-22.11,0.015,0.05,0.085,-4.24,0.76,,2121.0,0.208,9.215,0.52,8.13,6.17,irc,,Simbad
map,cmd,stars,1305,Haffner_13,,115.117,-30.043,0.02,0.155,0.325,-5.0,5.5,68.0,714.0,0.05,7.52,2.17,5.69,5.13,,,Simbad
map,cmd,stars,1306,NGC_2439,,115.2,-31.705,0.02,0.145,0.27,-2.9,1.74,63.3,3834.0,0.437,7.25,2.7,29.92,1.18,,,Simbad
map,cmd,stars,1307,ESO_429-13,,115.284,-30.72,0.01,0.065,0.13,-4.51,2.94,,1606.0,0.437,9.02,1.25,5.36,6.12,,,Simbad
map,cmd,stars,1308,NGC_2451A,,115.335,-38.52,0.07,0.625,1.3,-21.8,15.13,22.6,188.0,0.0,7.76,1.47,4.56,13.3,,-0.531,Simbad
map,cmd,stars,1309,Ruprecht_151,,115.32,-16.29,0.02,0.09,0.15,-2.84,3.71,33.5,1490.0,0.416,8.15,0.86,6.16,4.5,,-0.102,Simbad
map,cmd,stars,1310,NGC_2432,,115.225,-19.085,0.02,0.09,0.16,-2.65,3.62,14.4,1589.0,0.291,8.65,1.51,8.06,13.68,,,Simbad
map,cmd,stars,1311,Ruprecht_29,r,115.324,-24.355,0.01,0.07,0.11,-3.86,2.83,,2312.0,0.094,8.6,0.69,6.42,4.32,non,,Simbad
map,cmd,stars,1312,FSR_1211,,115.38,-9.61,0.018,0.075,0.155,2.24,-1.23,,4332.0,0.052,9.135,7.24,16.39,1.62,,,Simbad
map,cmd,stars,1313,NGC_2437,,115.455,-14.805,0.04,0.35,0.57,-3.05,0.38,30.4,1375.0,0.15,8.35,2.59,17.86,6.72,,-0.47,Simbad
map,cmd,stars,1314,FSR_1320,,115.552,-29.23,0.01,0.05,0.09,-3.92,5.76,,4712.0,0.416,8.88,1.59,11.04,0.65,,,Simbad
map,cmd,stars,1315,Ruprecht_30,,115.603,-31.467,0.01,0.055,0.11,1.04,4.52,,2134.0,0.479,8.725,0.65,8.56,3.48,ast,,Simbad
map,cmd,stars,1316,FSR_1145,,115.629,-1.037,0.02,0.105,0.165,-1.81,-1.6,,1292.0,0.479,7.9,1.17,6.59,3.84,,,Simbad
map,cmd,stars,1317,Ruprecht_31,,115.747,-35.593,0.02,0.065,0.11,-4.9,3.65,,541.0,0.104,8.65,0.17,1.67,42.85,,,Simbad
map,cmd,stars,1318,FSR_1220,r,115.927,-11.03,0.015,0.1,0.17,2.98,-0.97,,1410.0,0.416,8.57,0.89,8.06,5.12,,,Simbad
map,cmd,stars,1319,FSR_1203,,115.921,-8.02,0.018,0.09,0.165,1.62,1.08,,1935.0,0.208,9.265,2.57,9.51,1.13,,,Simbad
map,cmd,stars,1320,ESO_368-11,,116.1,-34.627,0.03,0.09,0.165,-5.59,6.96,,1245.0,0.073,8.945,0.79,6.74,12.07,,,Simbad
map,cmd,stars,1322,NGC_2451B,,116.115,-37.67,0.04,0.2,0.41,-10.1,6.21,13.7,489.0,0.167,8.23,0.51,4.66,11.4,,-0.45,Simbad
map,cmd,stars,1323,NGC_2448,,116.142,-24.665,0.01,0.1,0.18,-2.87,4.13,19.6,1040.0,0.021,7.25,0.82,6.1,2.39,,,Simbad
map,cmd,stars,1324,NGC_2447,,116.145,-23.86,0.04,0.25,0.5,-4.1,3.36,21.3,1037.0,0.05,8.68,2.73,14.69,13.14,,-0.095,Simbad
map,cmd,stars,1325,FSR_1176,,116.137,-5.16,0.01,0.075,0.155,-1.89,1.21,,2398.0,0.625,8.65,1.94,12.28,2.32,,,Simbad
map,cmd,stars,1326,Haffner_14,,116.205,-28.38,0.018,0.072,0.16,0.4,0.81,73.5,2134.0,0.479,8.785,0.92,12.37,6.88,dub,,Simbad
map,cmd,stars,1327,Ruprecht_32,n,116.332,-25.545,0.015,0.06,0.093,-3.0,2.63,83.0,4417.0,0.541,6.7,3.33,12.07,2.39,,,Simbad
map,cmd,stars,1328,Haffner_15,,116.382,-32.848,0.025,0.07,0.145,-0.17,1.5,,2237.0,1.093,7.28,0.93,9.45,15.78,,,Simbad
map,cmd,stars,1329,ESO_258-01,r,116.407,-46.71,0.015,0.06,0.105,-2.61,3.29,,1031.0,0.729,8.705,0.57,3.3,2.63,dub,,Simbad
map,cmd,stars,1330,Ruprecht_34,,116.487,-20.385,0.02,0.08,0.125,-4.87,0.6,,893.0,0.146,9.1,0.28,4.13,16.64,,,Simbad
map,cmd,stars,1331,FSR_1351,,116.46,-34.34,0.015,0.06,0.115,-3.36,4.42,142.0,1579.0,0.645,8.2,0.97,6.99,0.96,,,Simbad
map,cmd,stars,1332,Ruprecht_33,,116.482,-21.92,0.015,0.07,0.13,-4.34,2.35,,1558.0,0.115,8.81,1.78,5.38,2.56,dub,,Simbad
map,cmd,stars,1333,Ruprecht_35,,116.553,-31.283,0.018,0.055,0.105,-0.66,2.1,,3858.0,0.833,8.44,1.22,16.45,1.3,,,Simbad
map,cmd,stars,1334,FSR_1352,,116.617,-34.28,0.015,0.065,0.13,-3.86,5.62,,1508.0,0.645,8.28,1.99,5.34,5.61,,,Simbad
map,cmd,stars,1336,Berkeley_39,,116.707,-4.68,0.02,0.075,0.15,-2.5,-1.01,55.0,4836.0,0.042,9.5,8.23,19.81,0.99,,-0.26,Simbad
map,cmd,stars,1337,ASCC_41,,116.745,0.02,0.015,0.095,0.26,1.76,-3.43,,397.0,0.021,8.7,0.3,2.46,27.99,,,Simbad
map,cmd,stars,1339,ESO_368-14,,116.778,-32.973,0.015,0.06,0.095,2.65,4.5,,1268.0,0.416,8.65,0.58,2.94,47.12,,,Simbad
map,cmd,stars,1340,NGC_2453,,116.902,-27.193,0.01,0.05,0.08,2.99,8.5,33.9,2383.0,0.666,7.865,0.37,7.31,8.41,,,Simbad
map,cmd,stars,1341,FSR_1350,,116.95,-34.036,0.015,0.05,0.105,-5.43,5.89,,1608.0,0.833,8.6,0.82,7.27,16.14,,,Simbad
map,cmd,stars,1342,FSR_1064,,116.977,8.88,0.02,0.11,0.18,-4.25,-5.77,,2669.0,0.833,8.025,0.82,16.58,2.0,,,Simbad
map,cmd,stars,1343,FSR_1347,,116.992,-33.7,0.02,0.07,0.13,-2.42,10.45,,2173.0,0.979,8.02,1.09,9.05,8.25,,,Simbad
map,cmd,stars,1344,Ruprecht_36,,117.097,-26.29,0.01,0.045,0.09,-5.15,3.04,,1821.0,0.15,8.28,0.24,6.19,21.4,,,Simbad
map,cmd,stars,1345,Teutsch_25,,117.112,-27.9,0.01,0.035,0.07,1.17,5.71,,2839.0,0.416,9.26,0.65,8.49,2.47,,,Simbad
map,cmd,stars,1346,Haffner_25,,117.165,-25.953,0.015,0.045,0.09,-4.79,3.17,,4244.0,0.812,8.46,0.94,10.04,1.51,non,,Simbad
map,cmd,stars,1348,FSR_1315,,117.175,-26.983,0.015,0.055,0.105,-0.55,2.05,,2255.0,0.729,8.7,0.4,8.88,3.84,irc,,Simbad
map,cmd,stars,1349,FSR_1249,,117.168,-14.7,0.012,0.045,0.09,-0.37,1.05,,2428.0,0.541,8.505,1.5,6.03,2.38,,,Simbad
map,cmd,stars,1350,NGC_2455,,117.258,-21.292,0.01,0.075,0.14,-5.55,3.2,,1711.0,0.104,8.72,0.77,6.77,8.34,,,Simbad
map,cmd,stars,1352,ESO_311-14,,117.349,-42.685,0.012,0.07,0.14,-1.12,5.58,,1278.0,0.208,7.74,1.41,4.66,6.19,dub,,Simbad
map,cmd,stars,1353,Ruprecht_37,,117.465,-17.225,0.015,0.045,0.08,-0.6,4.05,,5250.0,0.0,9.3,6.86,21.35,0.04,,,Simbad
map,cmd,stars,1354,FSR_1245,,117.487,-14.021,0.01,0.06,0.11,-2.23,-0.06,33.0,1833.0,0.26,9.17,0.69,8.29,2.72,,,Simbad
map,cmd,stars,1355,Haffner_16,,117.588,-25.457,0.013,0.045,0.075,-3.83,4.06,48.7,2654.0,0.25,7.3,0.84,4.52,3.24,,-0.111,Simbad
map,cmd,stars,1356,Ruprecht_38,,117.621,-20.185,0.02,0.08,0.12,-6.41,3.96,,2928.0,0.521,8.73,0.85,10.41,2.67,dub,,Simbad
map,cmd,stars,1357,Czernik_32,,117.625,-29.845,0.022,0.075,0.16,-0.34,3.19,,3858.0,0.833,9.0,1.73,20.31,2.92,,-0.4,Simbad
map,cmd,stars,1358,FSR_1361,,117.667,-36.39,0.018,0.065,0.11,-1.92,6.58,,2234.0,0.791,8.49,1.4,9.55,0.83,,,Simbad
map,cmd,stars,1360,Haffner_17,,117.904,-31.817,0.015,0.055,0.13,3.61,-1.92,,2899.0,1.208,8.17,0.57,11.49,7.47,,,Simbad
map,cmd,stars,1361,NGC_2459,r,118.008,9.557,0.01,0.045,0.085,0.57,0.34,106.2,2376.0,0.375,8.99,1.02,8.15,3.93,ast,,Simbad
map,cmd,stars,1362,SAI_81,,118.029,-28.117,0.01,0.075,0.15,1.45,5.16,,5165.0,0.729,8.13,2.68,18.75,0.56,,,Simbad
map,cmd,stars,1363,NGC_2477,,118.035,-38.53,0.05,0.31,0.45,-0.5,2.0,7.3,1450.0,0.291,8.915,3.98,15.47,21.95,,-0.192,Simbad
map,cmd,stars,1364,ESO_123-26,,118.05,-60.34,0.02,0.11,0.2,-1.26,8.57,,816.0,0.129,8.53,0.95,5.54,9.56,,,Simbad
map,cmd,stars,1365,FSR_1044,r,118.02,12.173,0.02,0.09,0.15,1.78,-5.24,,2398.0,0.312,9.125,1.84,9.08,0.96,,,Simbad
map,cmd,stars,1366,SAI_82,,118.056,-33.04,0.02,0.06,0.11,-3.58,9.46,,1436.0,0.666,8.65,0.5,4.45,23.22,,,Simbad
map,cmd,stars,1367,NGC_2467,n,118.077,-26.428,0.02,0.07,0.095,-3.25,1.15,55.8,1313.0,0.339,8.1,0.83,2.5,8.63,,,Simbad
map,cmd,stars,1368,Ruprecht_39,,118.08,-22.447,0.015,0.05,0.085,-1.03,1.21,,2204.0,0.416,8.4,0.43,4.28,6.74,non,,Simbad
map,cmd,stars,1370,NGC_2467-east,n,118.147,-26.432,0.01,0.033,0.06,-6.32,-3.15,60.0,4003.0,0.895,6.415,1.05,8.39,2.21,irc,,Simbad
map,cmd,stars,1371,Haffner_18,n,118.161,-26.38,0.01,0.047,0.075,-3.66,1.41,60.0,2856.0,0.687,7.9,0.8,7.4,2.88,,,Simbad
map,cmd,stars,1372,Haffner_19,n,118.185,-26.275,0.012,0.044,0.06,-3.6,2.87,68.0,4611.0,0.562,6.65,0.92,7.71,0.98,,,Simbad
map,cmd,stars,1373,ASCC_42,,118.14,-52.995,0.025,0.125,0.21,-3.67,8.21,,792.0,0.167,8.15,0.34,4.44,13.66,,,Simbad
