map,cmd,stars,MWSC,Name,Type,RAJ2000,DEJ2000,r0,r1,r2,pmRA,pmDE,RV,d,E(B-V),logt,rc,rt,k,SType,[Fe/H],Simbad
map,cmd,stars,1001,NGC_2302,,102.967,-7.08,0.02,0.08,0.17,-0.2,-1.96,,1310.0,0.2,8.35,0.51,6.15,16.67,,,Simbad
map,cmd,stars,1002,Berkeley_28,,103.035,2.91,0.01,0.075,0.12,-0.49,-2.56,,1964.0,0.729,7.535,0.86,7.13,2.22,,,Simbad
map,cmd,stars,1003,FSR_1051,,103.035,3.655,0.02,0.09,0.165,0.13,-1.92,,1180.0,0.437,8.79,0.8,6.78,4.24,irc,,Simbad
map,cmd,stars,1004,Alessi_59,,103.087,2.19,0.015,0.055,0.11,0.85,-2.37,,3511.0,0.77,7.0,2.35,14.31,2.41,,,Simbad
map,cmd,stars,1005,FSR_1191,,103.12,-13.235,0.012,0.07,0.11,0.9,0.33,,3361.0,0.521,9.1,1.33,14.34,2.75,,,Simbad
map,cmd,stars,1006,Ruprecht_149,,103.12,-23.658,0.02,0.06,0.13,-0.37,1.63,,3969.0,0.021,9.3,2.71,19.95,0.83,dub,,Simbad
map,cmd,stars,1007,FSR_1085,,103.309,-0.19,0.02,0.045,0.1,-0.87,0.39,,1429.0,0.079,8.735,0.6,5.28,43.76,irc,,Simbad
map,cmd,stars,1008,Berkeley_29,,103.26,16.93,0.018,0.06,0.11,1.12,-3.93,28.4,10797.0,0.104,9.1,3.49,45.53,0.03,,-0.31,Simbad
map,cmd,stars,1009,ASCC_27,,103.485,-4.39,0.03,0.125,0.24,-1.84,-2.6,,1159.0,0.09,8.7,0.56,6.95,5.31,,,Simbad
map,cmd,stars,1010,DC_4,,103.522,-13.555,0.01,0.035,0.075,4.88,-3.34,,2304.0,0.583,8.7,1.29,5.62,2.75,,,Simbad
map,cmd,stars,1011,ASCC_28,,103.575,-0.15,0.02,0.12,0.27,-2.39,-0.3,22.7,946.0,0.062,8.49,2.16,6.91,3.11,,,Simbad
map,cmd,stars,1012,FSR_1029,,103.515,6.725,0.012,0.065,0.125,0.78,-3.98,,1905.0,0.312,8.93,0.53,8.71,5.61,irc,,Simbad
map,cmd,stars,1013,ASCC_29,,103.582,-1.69,0.02,0.105,0.21,-0.18,0.07,13.5,826.0,0.05,8.06,1.01,4.78,8.5,,,Simbad
map,cmd,stars,1014,NGC_2306,s,103.605,-7.205,0.02,0.11,0.22,0.5,-0.1,,1249.0,0.052,9.0,1.21,7.52,1.25,,,Simbad
map,cmd,stars,1015,FSR_1197,,103.624,-13.658,0.018,0.06,0.105,2.36,-2.17,,1634.0,0.416,9.0,0.94,5.92,8.14,,,Simbad
map,cmd,stars,1016,BDSB_88,,103.642,-4.53,0.015,0.05,0.085,0.73,0.69,,1791.0,0.416,7.4,0.54,5.27,7.17,irc,,Simbad
map,cmd,stars,1017,FSR_1279,,103.669,-26.795,0.018,0.095,0.18,-0.45,3.24,,2237.0,0.781,8.75,4.38,10.99,1.39,,,Simbad
map,cmd,stars,1018,Collinder_121,a,103.642,-24.325,0.03,0.215,0.475,-3.53,4.86,31.4,1096.0,0.062,7.08,5.74,11.61,2.07,,,Simbad
map,cmd,stars,1019,NGC_2304,,103.8,17.98,0.022,0.08,0.15,-0.67,-3.0,43.4,3896.0,0.146,8.835,1.14,15.93,1.71,,-0.32,Simbad
map,cmd,stars,1020,Ruprecht_5,,103.809,-18.6,0.01,0.045,0.085,1.37,1.45,,4712.0,0.416,9.15,1.75,15.39,0.18,,,Simbad
map,cmd,stars,1022,FSR_0866,,103.815,29.73,0.02,0.1,0.18,-1.19,-1.0,0.7,1664.0,0.291,9.2,0.77,9.05,7.46,,,Simbad
map,cmd,stars,1023,FSR_1172,,103.908,-11.03,0.018,0.06,0.11,-0.94,3.06,,2290.0,0.625,8.8,0.49,6.61,17.81,,,Simbad
map,cmd,stars,1024,SAI_72,,103.95,0.222,0.015,0.05,0.095,-1.47,-0.57,,3239.0,0.77,8.485,0.52,7.34,6.49,,,Simbad
map,cmd,stars,1025,Ruprecht_6,r,103.98,-13.28,0.01,0.04,0.08,0.66,1.21,,5919.0,0.431,9.3,1.11,16.83,0.46,dub,-0.38,Simbad
map,cmd,stars,1026,NGC_2309,,104.02,-7.175,0.03,0.09,0.21,1.58,-1.23,,2384.0,0.354,8.735,2.22,15.22,6.95,,,Simbad
map,cmd,stars,1027,FSR_0860,,104.163,30.478,0.02,0.065,0.115,1.13,-4.39,-13.7,2695.0,0.146,9.3,1.05,10.3,3.11,,,Simbad
map,cmd,stars,1028,ASCC_30,,104.257,-6.215,0.015,0.095,0.15,-2.4,-0.01,,814.0,0.146,8.245,0.53,4.44,33.37,,,Simbad
map,cmd,stars,1030,BDSB_93,,104.295,-8.19,0.02,0.065,0.125,3.26,0.21,,2173.0,0.666,6.5,2.08,9.63,1.23,,,Simbad
map,cmd,stars,1031,FSR_1144,,104.316,-6.637,0.012,0.065,0.13,0.84,0.81,,1737.0,0.312,8.18,0.79,7.04,5.01,irc,,Simbad
map,cmd,stars,1032,Berkeley_31,,104.395,8.298,0.02,0.05,0.11,-1.06,-5.13,61.0,6242.0,0.073,9.3,5.44,23.07,0.24,,-0.4,Simbad
map,cmd,stars,1033,Berkeley_33,,104.46,-13.22,0.01,0.05,0.125,0.23,1.82,76.6,4785.0,0.312,9.04,1.68,14.28,5.25,,-0.26,Simbad
map,cmd,stars,1034,Berkeley_30,,104.449,3.217,0.02,0.07,0.13,1.27,-0.75,,4983.0,0.521,8.495,2.72,23.22,0.89,,,Simbad
map,cmd,stars,1035,NGC_2311,,104.445,-4.61,0.025,0.1,0.235,-0.85,2.89,,2221.0,0.208,8.815,1.22,15.97,3.3,,,Simbad
map,cmd,stars,1036,FSR_1159,,104.478,-8.745,0.015,0.06,0.1,2.3,-0.85,,1296.0,0.583,7.45,0.82,3.03,2.72,,,Simbad
map,cmd,stars,1037,Berkeley_32,,104.527,6.435,0.018,0.065,0.125,0.55,-2.32,101.0,4996.0,0.021,9.45,2.71,18.28,0.75,,-0.29,Simbad
map,cmd,stars,1038,FSR_1080,,104.565,0.884,0.02,0.09,0.15,-1.99,-4.54,,1753.0,0.562,8.37,1.79,7.53,1.02,irc,,Simbad
map,cmd,stars,1039,Mon_OB3,a,104.655,-4.335,0.03,0.14,0.26,-0.8,1.75,27.0,2120.0,0.833,7.94,7.47,15.9,0.25,ass,,Simbad
map,cmd,stars,1040,FSR_1164,,104.67,-9.165,0.01,0.065,0.1,2.03,2.1,,1614.0,0.5,8.87,0.86,4.16,2.35,,,Simbad
map,cmd,stars,1041,IRAS_06562-0337,,104.683,-3.685,0.017,0.05,0.1,0.51,2.57,53.0,6091.0,0.937,7.7,3.04,15.49,0.12,irc,,Simbad
map,cmd,stars,1042,FSR_1129,,104.692,-4.93,0.015,0.075,0.135,-0.11,1.31,,1881.0,0.708,8.385,0.55,6.32,3.47,,,Simbad
map,cmd,stars,1043,NGC_2312,,104.7,10.28,0.01,0.05,0.11,-0.9,-2.8,,2436.0,0.208,8.81,2.01,7.57,2.69,non,,Simbad
map,cmd,stars,1044,FSR_1195,,104.82,-12.95,0.02,0.09,0.165,0.36,2.6,,3150.0,0.958,8.2,1.19,17.03,0.97,,,Simbad
map,cmd,stars,1047,IRAS_06567-0355,,104.82,-3.97,0.015,0.09,0.15,0.41,4.36,39.6,1943.0,0.645,7.35,2.77,9.8,0.25,irc,,Simbad
map,cmd,stars,1048,FSR_1163,,104.835,-9.083,0.012,0.045,0.09,6.18,1.74,,1706.0,0.437,9.15,0.28,5.11,54.18,irc,,Simbad
map,cmd,stars,1050,NGC_2318,,104.869,-13.662,0.012,0.075,0.125,0.54,2.43,,1713.0,0.437,8.75,0.66,6.5,5.59,non,,Simbad
map,cmd,stars,1051,FSR_1185,r,104.902,-11.974,0.01,0.06,0.1,2.15,1.01,,5374.0,1.083,9.1,4.0,14.48,0.53,,,Simbad
map,cmd,stars,1052,Sh2_287C,,104.902,-4.667,0.015,0.03,0.06,-0.01,1.96,,3344.0,1.145,6.9,0.59,5.95,2.84,emb,,Simbad
map,cmd,stars,1053,BDSB_90,,104.91,-4.86,0.01,0.035,0.075,0.85,-0.34,41.0,2661.0,0.854,7.2,1.85,8.86,0.68,irc,,Simbad
map,cmd,stars,1055,Ivanov_9,,104.932,-4.067,0.01,0.06,0.11,0.44,3.48,42.4,2839.0,0.729,6.5,1.0,10.91,2.41,,,Simbad
map,cmd,stars,1056,FSR_1171,,105.045,-10.323,0.01,0.04,0.085,4.7,-1.26,,4933.0,0.729,9.2,1.42,16.15,0.82,irc,,Simbad
map,cmd,stars,1057,Wit_1,,105.094,-5.83,0.015,0.085,0.17,-0.38,-1.97,5.0,1952.0,0.458,6.35,1.21,8.88,1.35,,,Simbad
map,cmd,stars,1058,Berkeley_34,,105.09,-0.235,0.01,0.045,0.11,-2.68,-2.16,,7279.0,0.45,9.45,7.52,20.24,0.51,,,Simbad
map,cmd,stars,1060,Tombaugh_1,,105.124,-20.565,0.025,0.1,0.2,-0.99,3.97,,2642.0,0.281,9.065,2.63,14.66,7.57,,,Simbad
map,cmd,stars,1061,Ivanov_4,,105.157,-8.84,0.01,0.075,0.155,5.19,-1.15,,2025.0,0.521,8.3,3.12,9.85,0.45,,,Simbad
map,cmd,stars,1062,FSR_0843,r,105.135,35.07,0.03,0.1,0.195,-1.85,-5.03,,1155.0,0.271,9.15,1.69,5.75,3.25,,,Simbad
map,cmd,stars,1064,NGC_2319,,105.171,3.035,0.01,0.1,0.165,-0.95,-2.3,,985.0,0.104,9.035,0.59,5.55,6.34,,,Simbad
map,cmd,stars,1066,ASCC_31,,105.27,3.53,0.01,0.1,0.17,-0.91,-2.19,,747.0,0.104,8.4,0.26,5.09,13.97,,,Simbad
map,cmd,stars,1067,Wit_2,,105.34,-3.117,0.02,0.08,0.16,-5.15,0.1,22.9,2830.0,0.437,8.785,1.57,15.64,0.59,,,Simbad
map,cmd,stars,1068,Ruprecht_8,,105.438,-13.56,0.016,0.06,0.115,1.17,-0.26,,2190.0,0.458,8.845,1.48,7.35,3.61,dub,,Simbad
map,cmd,stars,1069,ASCC_32,,105.525,-26.56,0.02,0.14,0.325,-2.33,4.25,,767.0,0.079,8.215,0.57,9.01,6.41,,,Simbad
map,cmd,stars,1070,Ruprecht_9,,105.529,-21.917,0.02,0.07,0.125,-1.7,3.96,,3434.0,0.687,8.795,1.2,13.56,1.83,non,,Simbad
map,cmd,stars,1071,Alessi_60,,105.625,-1.117,0.015,0.053,0.1,-1.6,-0.28,,2610.0,0.208,8.64,0.56,8.74,10.33,,,Simbad
map,cmd,stars,1072,NGC_2323,,105.679,-8.37,0.03,0.235,0.46,0.5,-1.75,5.4,902.0,0.229,8.255,2.18,9.65,14.46,,,Simbad
map,cmd,stars,1073,FSR_1184,r,105.667,-11.435,0.01,0.075,0.11,2.05,1.36,,6017.0,1.874,8.35,2.57,22.28,0.38,,,Simbad
map,cmd,stars,1074,FSR_1169,,105.712,-9.255,0.018,0.08,0.17,1.82,1.09,,1905.0,0.625,8.675,1.21,7.95,3.08,,,Simbad
map,cmd,stars,1075,NGC_2348,r,105.765,-67.39,0.03,0.095,0.16,-7.4,9.98,,1076.0,0.125,9.475,1.09,6.07,3.58,rem,,Simbad
map,cmd,stars,1076,Tombaugh_2,,105.771,-20.815,0.01,0.045,0.09,1.7,2.01,125.0,6565.0,0.354,9.01,1.77,24.78,0.6,,-0.31,Simbad
map,cmd,stars,1077,ASCC_33,n,105.937,-25.055,0.05,0.235,0.52,-2.53,4.62,15.0,704.0,0.042,7.7,5.69,8.54,2.41,,-0.166,Simbad
map,cmd,stars,1078,Czernik_27,r,105.78,6.413,0.015,0.05,0.085,-2.78,-1.18,,4338.0,0.042,8.995,2.22,8.68,0.69,,-0.38,Simbad
map,cmd,stars,1079,Bochum_3,,105.87,-5.005,0.013,0.07,0.155,0.5,2.14,,2151.0,0.271,8.095,0.68,8.36,5.44,,,Simbad
map,cmd,stars,1080,vdBergh_92,n,106.02,-11.53,0.025,0.1,0.25,-3.6,1.76,17.5,1570.0,0.375,7.36,0.92,10.99,5.54,,,Simbad
map,cmd,stars,1081,Haffner_3,,106.027,-6.13,0.015,0.06,0.11,0.85,-0.32,,1925.0,0.396,8.6,0.78,6.55,9.47,,,Simbad
map,cmd,stars,1083,FSR_1149,,105.997,-6.385,0.014,0.06,0.11,1.3,-1.63,,2972.0,0.729,8.265,0.63,10.8,7.22,,,Simbad
map,cmd,stars,1084,NGC_2324,,106.042,1.038,0.025,0.145,0.275,-2.74,0.35,41.8,3842.0,0.239,8.68,3.04,25.44,4.54,,-0.17,Simbad
map,cmd,stars,1085,FSR_1100,,105.99,-0.085,0.01,0.07,0.12,-1.0,-0.37,,1923.0,0.25,8.685,2.41,5.97,5.57,,,Simbad
map,cmd,stars,1087,Auner_1,,106.06,-19.744,0.015,0.06,0.145,0.97,4.01,,7154.0,0.396,9.35,3.24,33.4,0.39,emb,-0.5,Simbad
map,cmd,stars,1088,FSR_1194,,106.095,-12.005,0.02,0.115,0.185,-0.36,-0.6,,1184.0,0.416,7.815,2.37,5.22,16.36,,,Simbad
map,cmd,stars,1089,FSR_1150,,106.153,-6.6,0.01,0.05,0.1,1.42,-1.99,,5664.0,0.729,8.8,2.43,21.66,0.53,irc,,Simbad
map,cmd,stars,1090,BDSB_96,n,106.327,-12.325,0.01,0.075,0.15,-4.05,0.71,,1401.0,0.364,7.16,0.36,7.43,25.14,emb,,Simbad
map,cmd,stars,1091,FSR_1178,,106.35,-10.68,0.01,0.075,0.14,2.11,1.35,,2375.0,0.999,6.65,2.17,11.77,3.85,,,Simbad
map,cmd,stars,1092,FSR_1192,,106.458,-11.625,0.02,0.1,0.17,-1.05,2.42,,2821.0,0.77,8.55,2.11,15.41,0.85,,,Simbad
map,cmd,stars,1093,Ruprecht_150,,106.492,-28.41,0.015,0.07,0.14,-1.6,1.17,,1789.0,0.271,8.7,0.58,5.47,7.58,,,Simbad
map,cmd,stars,1094,Haffner_4,,106.522,-14.995,0.02,0.075,0.155,4.42,-0.1,,4458.0,0.479,9.115,1.78,13.6,3.27,,-0.38,Simbad
map,cmd,stars,1095,ESO_427-32,,106.582,-30.16,0.015,0.075,0.145,0.18,2.55,,1786.0,0.125,9.105,0.72,9.21,3.25,,,Simbad
map,cmd,stars,1096,FSR_1039,r,106.552,7.4,0.012,0.06,0.11,-1.0,-4.77,,2605.0,0.375,9.05,1.38,10.77,3.86,,,Simbad
map,cmd,stars,1097,FSR_1199,,106.575,-12.57,0.012,0.06,0.135,-0.2,1.97,,1188.0,0.312,8.645,1.26,4.47,9.58,,,Simbad
map,cmd,stars,1098,Ruprecht_10,,106.615,-20.095,0.01,0.06,0.125,-0.24,3.99,,2345.0,0.625,8.8,1.22,11.15,1.73,,,Simbad
map,cmd,stars,1099,Berkeley_76,,106.665,-11.73,0.012,0.07,0.16,-1.48,2.69,,2360.0,0.731,8.87,1.7,10.36,1.17,,,Simbad
map,cmd,stars,1100,NGC_2335,,106.71,-10.03,0.02,0.145,0.31,0.2,-2.99,8.7,1411.0,0.416,8.2,1.71,12.11,7.88,,-0.03,Simbad
map,cmd,stars,1101,Collinder_465,r,106.71,-10.52,0.013,0.075,0.175,1.0,-1.33,,5410.0,0.416,8.8,5.52,24.43,0.36,non,,Simbad
map,cmd,stars,1102,Collinder_466,,106.734,-10.72,0.01,0.055,0.095,0.64,1.23,,1037.0,0.062,8.405,0.79,2.73,16.91,dub,,Simbad
map,cmd,stars,1103,NGC_2331,,106.68,27.255,0.03,0.08,0.14,1.2,-2.57,,1946.0,0.479,8.6,2.0,10.51,0.38,dub,,Simbad
map,cmd,stars,1105,FSR_1209,,106.767,-13.82,0.02,0.085,0.17,-0.89,-2.49,,2964.0,0.437,9.12,3.5,16.94,3.69,irc,,Simbad
map,cmd,stars,1107,Ruprecht_12,,106.792,-28.222,0.02,0.11,0.232,-2.59,3.35,,2221.0,0.521,8.695,1.27,17.58,3.66,,,Simbad
map,cmd,stars,1108,Ruprecht_11,,106.842,-20.795,0.01,0.05,0.1,0.36,-1.12,,1958.0,0.437,8.8,0.32,8.03,6.15,,,Simbad
map,cmd,stars,1109,FSR_1223,,106.842,-15.98,0.015,0.11,0.2,2.11,-7.98,,2255.0,0.416,8.95,8.68,13.99,0.41,,,Simbad
map,cmd,stars,1110,FSR_1202,,106.845,-12.783,0.015,0.075,0.115,-3.47,2.34,,2436.0,0.208,9.225,1.16,10.88,2.76,irc,,Simbad
map,cmd,stars,1111,FSR_1170,,106.875,-8.865,0.015,0.075,0.15,7.48,-1.65,,2276.0,0.666,8.755,0.78,9.4,5.8,irc,,Simbad
map,cmd,stars,1112,FSR_1207,,106.882,-13.33,0.012,0.09,0.18,-2.71,-0.73,,1928.0,0.541,8.335,1.38,11.22,6.31,,,Simbad
map,cmd,stars,1113,FSR_0876,r,106.905,30.17,0.02,0.08,0.125,0.57,-5.1,6.0,2413.0,0.271,9.2,0.98,10.28,2.01,,,Simbad
map,cmd,stars,1114,NGC_2338,,106.95,-5.717,0.012,0.055,0.09,-2.0,0.37,,1671.0,0.312,8.62,0.75,3.78,4.57,non,,Simbad
map,cmd,stars,1115,FSR_1212,,106.909,-14.15,0.012,0.08,0.115,0.93,0.57,,1780.0,0.77,8.65,0.71,7.78,3.95,,,Simbad
map,cmd,stars,1116,Ruprecht_13,,107.002,-25.88,0.012,0.09,0.18,-5.09,5.58,,2276.0,0.354,8.89,0.88,13.82,4.51,non,,Simbad
map,cmd,stars,1117,FSR_1200,,106.995,-12.464,0.02,0.08,0.17,-0.4,2.47,,1297.0,0.562,8.715,0.3,6.19,32.52,,,Simbad
map,cmd,stars,1118,FSR_1111,,107.025,-1.528,0.01,0.065,0.125,2.07,-1.04,,1544.0,0.146,8.875,0.31,5.88,13.88,,,Simbad
map,cmd,stars,1119,NGC_2343,,107.017,-10.6,0.02,0.125,0.205,0.0,2.0,14.9,1029.0,0.121,8.135,0.81,5.57,16.31,,-0.3,Simbad
map,cmd,stars,1120,NGC_2345,,107.062,-13.2,0.035,0.115,0.225,-0.55,-0.12,59.2,2605.0,0.687,7.9,2.38,15.7,7.97,,,Simbad
map,cmd,stars,1121,FSR_1204,r,107.073,-12.89,0.018,0.09,0.14,1.92,-0.11,,1706.0,0.312,9.32,0.79,8.88,2.33,irc,,Simbad
map,cmd,stars,1122,FSR_1219,,107.115,-15.365,0.018,0.105,0.2,0.1,-0.07,,1721.0,0.375,8.755,2.38,9.92,5.4,,,Simbad
map,cmd,stars,1123,FSR_1289,,107.137,-26.158,0.02,0.1,0.16,-3.54,6.37,,1791.0,0.416,8.605,2.1,10.12,2.17,,,Simbad
map,cmd,stars,1125,FSR_1173,,107.187,-9.427,0.02,0.06,0.11,0.66,2.41,,2883.0,0.625,8.64,0.75,11.02,4.09,,,Simbad
map,cmd,stars,1126,FSR_1113,,107.287,-1.5,0.01,0.07,0.11,1.12,-4.78,,5805.0,0.562,8.3,2.39,20.71,0.9,irc,,Simbad
map,cmd,stars,1127,Haffner_23,,107.373,-16.92,0.02,0.12,0.22,-3.5,-0.15,,1000.0,0.1,8.825,1.64,6.35,2.87,,,Simbad
map,cmd,stars,1129,Berkeley_35,,107.484,2.733,0.02,0.07,0.12,-7.78,2.28,,5012.0,0.0,9.065,1.94,17.82,0.8,,,Simbad
map,cmd,stars,1133,DBSB_3,,107.578,-18.486,0.02,0.07,0.1,2.83,3.0,,3360.0,1.145,7.0,0.77,8.13,2.79,irc,,Simbad
map,cmd,stars,1134,ASCC_34,,107.655,6.08,0.02,0.115,0.205,-2.06,-0.36,,477.0,0.021,8.53,0.61,2.69,24.45,,,Simbad
map,cmd,stars,1135,Dias_3,,107.595,-8.395,0.01,0.07,0.115,3.99,-1.22,,7241.0,0.625,8.485,2.37,24.4,0.24,,,Simbad
map,cmd,stars,1136,FSR_1158,,107.7,-6.78,0.015,0.085,0.16,0.7,-1.05,,1864.0,0.458,8.555,1.39,10.53,4.14,,,Simbad
map,cmd,stars,1137,Alessi_21,,107.67,-9.3,0.02,0.13,0.32,-3.55,2.95,38.8,596.0,0.073,7.7,1.52,4.94,17.21,,,Simbad
map,cmd,stars,1138,NGC_2349,r,107.677,-8.605,0.015,0.085,0.145,2.6,-3.28,,1819.0,0.312,9.14,0.31,8.88,8.41,non,,Simbad
map,cmd,stars,1139,FSR_1160,,107.79,-7.117,0.018,0.08,0.135,1.09,0.34,,1031.0,0.104,8.505,0.6,3.67,11.44,,,Simbad
map,cmd,stars,1140,FSR_1091,,107.902,1.605,0.015,0.08,0.15,1.37,-5.61,,1952.0,0.458,8.865,3.97,8.76,0.69,,,Simbad
map,cmd,stars,1141,ASCC_35,,108.172,2.105,0.01,0.1,0.235,-1.55,-2.25,,787.0,0.062,8.48,0.91,5.15,7.06,,,Simbad
map,cmd,stars,1142,FSR_1281,,108.22,-25.231,0.02,0.1,0.19,-3.86,4.48,,1847.0,0.521,8.68,1.38,10.53,1.52,,,Simbad
map,cmd,stars,1143,NGC_2352,,108.271,-24.029,0.015,0.08,0.14,-3.34,6.75,,3000.0,0.666,8.775,1.19,14.34,0.89,non,,Simbad
map,cmd,stars,1144,FSR_1183,,108.339,-9.892,0.02,0.09,0.19,-1.47,-0.57,,1634.0,0.416,8.585,1.61,10.31,8.35,irc,,Simbad
map,cmd,stars,1145,FSR_1076,,108.36,3.148,0.02,0.1,0.175,-3.6,0.31,,1031.0,0.416,8.96,0.63,4.28,9.72,,,Simbad
map,cmd,stars,1146,NGC_2351,,108.382,-10.48,0.01,0.05,0.1,-0.43,2.54,,5841.0,0.521,9.0,6.06,15.22,0.72,non,,Simbad
map,cmd,stars,1147,Collinder_132,,108.36,-30.975,0.025,0.105,0.31,-5.3,4.71,28.0,330.0,0.021,7.51,1.08,2.58,21.4,,,Simbad
map,cmd,stars,1148,NGC_2354,,108.535,-25.693,0.015,0.08,0.135,-2.55,3.59,33.4,2865.0,0.666,8.61,4.89,10.94,2.7,,-0.109,Simbad
map,cmd,stars,1149,FSR_1153,,108.592,-5.66,0.015,0.06,0.145,-2.4,0.59,,3095.0,0.146,8.065,0.78,13.54,1.24,irc,,Simbad
map,cmd,stars,1150,FSR_1326,,108.615,-34.305,0.02,0.07,0.14,-7.1,2.32,,1298.0,0.416,8.78,0.66,5.56,8.11,,,Simbad
map,cmd,stars,1151,ASCC_36,,108.625,-21.123,0.035,0.133,0.25,-2.76,0.75,,813.0,0.0,8.33,1.23,5.38,5.1,,,Simbad
map,cmd,stars,1152,NGC_2353,,108.627,-10.25,0.02,0.11,0.22,-3.22,1.36,22.3,1180.0,0.125,7.2,0.97,8.08,10.99,,,Simbad
map,cmd,stars,1153,FSR_1332,,108.705,-34.877,0.01,0.06,0.1,-4.87,8.27,,2173.0,0.666,8.42,0.83,8.56,1.07,,,Simbad
map,cmd,stars,1154,Ruprecht_14,,108.715,-31.36,0.015,0.045,0.09,-1.26,3.53,,4023.0,0.396,9.06,1.4,8.6,1.65,non,,Simbad
map,cmd,stars,1155,FSR_1180,,108.922,-9.41,0.012,0.08,0.155,-1.49,-0.21,,1000.0,0.0,8.675,0.82,4.72,9.57,,,Simbad
map,cmd,stars,1156,Berkeley_36,,109.083,-13.178,0.02,0.07,0.145,3.31,2.63,,5041.0,0.583,9.4,4.34,23.5,1.17,,,Simbad
map,cmd,stars,1157,Alessi_3,,109.05,-46.617,0.02,0.17,0.44,-11.09,12.72,20.0,311.0,0.11,8.87,0.45,4.46,7.44,,-0.275,Simbad
map,cmd,stars,1159,NGC_2358,m,109.252,-17.155,0.02,0.16,0.3,-1.32,-0.56,,739.0,0.021,8.785,1.12,5.76,9.2,,,Simbad
map,cmd,stars,1160,NGC_2355,,109.246,13.75,0.02,0.1,0.19,-0.2,-1.2,35.1,2128.0,0.187,8.9,1.39,9.88,5.47,,-0.07,Simbad
map,cmd,stars,1161,ESO_367-10,,109.26,-35.29,0.01,0.045,0.07,-5.06,-4.02,,3027.0,0.916,8.315,1.13,6.59,0.39,,,Simbad
map,cmd,stars,1162,Basel_11A,,109.278,-13.982,0.01,0.1,0.21,-1.09,-0.68,,1537.0,0.208,7.42,1.89,8.26,5.55,,,Simbad
map,cmd,stars,1163,FSR_1228,,109.297,-15.795,0.018,0.065,0.125,-2.29,5.71,,4186.0,0.687,6.75,7.4,16.06,0.06,,,Simbad
map,cmd,stars,1165,NGC_2360,,109.425,-15.64,0.03,0.15,0.3,-2.3,6.6,25.5,1560.0,0.416,8.65,2.27,12.74,12.26,,-0.03,Simbad
map,cmd,stars,1166,Collinder_135,,109.485,-37.035,0.04,0.2,0.52,-9.33,5.26,15.4,361.0,0.042,7.6,2.1,4.02,26.74,,-0.219,Simbad
map,cmd,stars,1167,FSR_1306,,109.507,-28.99,0.012,0.075,0.125,-3.43,5.9,,3066.0,0.208,9.09,3.43,10.62,0.54,,,Simbad
map,cmd,stars,1168,Haffner_5,,109.492,-22.667,0.01,0.075,0.17,-3.95,-1.36,,2069.0,0.687,8.6,1.57,7.87,12.91,,,Simbad
map,cmd,stars,1169,ASCC_37,,109.515,-24.5,0.01,0.07,0.16,-2.44,1.59,13.5,1571.0,0.125,8.73,1.48,6.87,3.09,,,Simbad
map,cmd,stars,1171,FSR_1377,,109.575,-44.67,0.016,0.065,0.115,-5.82,4.57,,4640.0,0.521,8.845,2.25,14.45,0.94,,,Simbad
map,cmd,stars,1172,Teutsch_49,,109.609,-17.575,0.015,0.065,0.11,2.14,6.05,,3369.0,1.749,8.9,1.24,12.1,10.23,,,Simbad
map,cmd,stars,1173,NGC_2362,,109.68,-24.96,0.03,0.12,0.26,-2.6,2.34,29.5,1375.0,0.167,6.64,0.54,10.92,69.3,,,Simbad
map,cmd,stars,1174,Bica_4,,109.779,-22.02,0.02,0.07,0.13,-6.81,2.88,19.0,3930.0,1.02,8.125,0.63,16.19,3.31,,,Simbad
map,cmd,stars,1175,Ruprecht_15,,109.882,-19.63,0.01,0.07,0.135,-0.21,6.12,,2362.0,0.416,8.75,0.79,10.64,4.85,dub,,Simbad
map,cmd,stars,1176,FSR_1284,,109.995,-24.53,0.01,0.07,0.125,-2.01,6.06,,1935.0,0.208,9.145,0.78,6.24,10.82,,,Simbad
map,cmd,stars,1177,Haffner_6,,110.014,-13.15,0.018,0.075,0.135,0.36,4.16,,3320.0,0.604,8.865,1.78,15.27,6.68,,,Simbad
map,cmd,stars,1178,NGC_2367,,110.055,-21.865,0.03,0.09,0.19,-5.13,3.15,45.3,1772.0,0.333,7.425,1.03,11.55,3.27,,,Simbad
map,cmd,stars,1179,DBSB_12,,110.055,-27.771,0.015,0.055,0.112,-3.42,5.98,,3497.0,0.874,8.47,0.99,11.62,1.44,irc,,Simbad
map,cmd,stars,1180,Berkeley_37,,110.077,-0.994,0.012,0.06,0.125,6.88,-4.6,,4815.0,0.271,8.8,2.83,15.23,0.66,,-0.38,Simbad
map,cmd,stars,1182,FSR_1118,,110.212,-0.844,0.018,0.07,0.14,6.15,-3.64,,2089.0,0.468,8.9,1.91,7.97,1.38,,,Simbad
map,cmd,stars,1183,FSR_1255,,110.212,-19.632,0.01,0.09,0.135,-2.59,4.81,,1023.0,0.0,8.495,0.34,5.04,22.0,irc,,Simbad
map,cmd,stars,1184,Saurer_1,,110.233,1.8,0.01,0.045,0.09,3.46,-6.73,95.3,13719.0,0.042,9.6,7.22,53.57,0.01,,-0.38,Simbad
map,cmd,stars,1186,NGC_2368,,110.272,-10.335,0.01,0.075,0.125,0.6,4.36,,4889.0,0.479,8.975,1.18,21.94,1.16,dub,,Simbad
