recno	ID	NameLit	SourceCat	TypeSourceCat	Sep	SepTidal	SepTidalLit	SepTidalData	pmRASep	pmRASigma	pmDESep	pmDESigma	PlxSep	PlxSigma	maxSigma	meanSigma
18258		SL_787	Bica+08	position_(magellanic_clouds)												
18259		SL_788	Bica+08	position_(magellanic_clouds)												
18260		SL_79	Bica+08	position_(magellanic_clouds)												
18261		SL_791	Bica+08	position_(magellanic_clouds)												
18262		SL_795	Bica+08	position_(magellanic_clouds)												
18263		SL_797	Bica+08	position_(magellanic_clouds)												
18264		SL_798	Bica+08	position_(magellanic_clouds)												
18265		SL_8	Bica+08	position_(magellanic_clouds)												
18266		SL_80	Bica+08	position_(magellanic_clouds)												
18267		SL_804	Bica+08	position_(magellanic_clouds)												
18268		SL_805	Bica+08	position_(magellanic_clouds)												
18269		SL_806	Bica+08	position_(magellanic_clouds)												
18270		SL_810	Bica+08	position_(magellanic_clouds)												
18271		SL_813	Bica+08	position_(magellanic_clouds)												
18272		SL_817	Bica+08	position_(magellanic_clouds)												
18273		SL_818	Bica+08	position_(magellanic_clouds)												
18274		SL_821	Bica+08	position_(magellanic_clouds)												
18275		SL_822	Bica+08	position_(magellanic_clouds)												
18276		SL_823	Bica+08	position_(magellanic_clouds)												
18277		SL_824	Bica+08	position_(magellanic_clouds)												
18278		SL_826	Bica+08	position_(magellanic_clouds)												
18279		SL_827	Bica+08	position_(magellanic_clouds)												
18280		SL_828	Bica+08	position_(magellanic_clouds)												
18281		SL_829	Bica+08	position_(magellanic_clouds)												
18282		SL_830	Bica+08	position_(magellanic_clouds)												
18283		SL_831	Bica+08	position_(magellanic_clouds)												
18284		SL_832	Bica+08	position_(magellanic_clouds)												
18285		SL_833	Bica+08	position_(magellanic_clouds)												
18286		SL_835	Bica+08	position_(magellanic_clouds)												
18287		SL_837	Bica+08	position_(magellanic_clouds)												
18288		SL_84	Bica+08	position_(magellanic_clouds)												
18289		SL_840	Bica+08	position_(magellanic_clouds)												
18290		SL_841	Bica+08	position_(magellanic_clouds)												
18291		SL_842	Bica+08	position_(magellanic_clouds)												
18292		SL_843	Bica+08	position_(magellanic_clouds)												
18293		SL_844	Bica+08	position_(magellanic_clouds)												
18294		SL_845	Bica+08	position_(magellanic_clouds)												
18295		SL_846	Bica+08	position_(magellanic_clouds)												
18296		SL_848	Bica+08	position_(magellanic_clouds)												
18297		SL_850	Bica+08	position_(magellanic_clouds)												
18298		SL_852	Bica+08	position_(magellanic_clouds)												
18299		SL_853	Bica+08	position_(magellanic_clouds)												
18300		SL_854	Bica+08	position_(magellanic_clouds)												
18301		SL_855	Bica+08	position_(magellanic_clouds)												
18302		SL_859	Bica+08	position_(magellanic_clouds)												
18303		SL_861	Bica+08	position_(magellanic_clouds)												
18304		SL_862	Bica+08	position_(magellanic_clouds)												
18305		SL_863	Bica+08	position_(magellanic_clouds)												
18306		SL_864	Bica+08	position_(magellanic_clouds)												
18307		SL_865	Bica+08	position_(magellanic_clouds)												
18308		SL_866	Bica+08	position_(magellanic_clouds)												
18309		SL_867	Bica+08	position_(magellanic_clouds)												
18310		SL_869	Bica+08	position_(magellanic_clouds)												
18311		SL_87	Bica+08	position_(magellanic_clouds)												
18312		SL_870	Bica+08	position_(magellanic_clouds)												
18313		SL_871	Bica+08	position_(magellanic_clouds)												
18314		SL_872	Bica+08	position_(magellanic_clouds)												
18315		SL_873	Bica+08	position_(magellanic_clouds)												
18316		SL_874	Bica+08	position_(magellanic_clouds)												
18317		SL_876	Bica+08	position_(magellanic_clouds)												
18318		SL_877	Bica+08	position_(magellanic_clouds)												
18319		SL_88	Bica+08	position_(magellanic_clouds)												
18320		SL_881	Bica+08	position_(magellanic_clouds)												
18321		SL_882	Bica+08	position_(magellanic_clouds)												
18322		SL_883	Bica+08	position_(magellanic_clouds)												
18323		SL_885	Bica+08	position_(magellanic_clouds)												
18324		SL_886	Bica+08	position_(magellanic_clouds)												
18325		SL_889	Bica+08	position_(magellanic_clouds)												
18326		SL_890	Bica+08	position_(magellanic_clouds)												
18327		SL_891	Bica+08	position_(magellanic_clouds)												
18328		SL_892	Bica+08	position_(magellanic_clouds)												
18329		SL_896	Bica+08	position_(magellanic_clouds)												
18330		SL_897	Bica+08	position_(magellanic_clouds)												
18331		SL_90	Bica+08	position_(magellanic_clouds)												
18332		SL_92	Bica+08	position_(magellanic_clouds)												
18333		SL_95	Bica+08	position_(magellanic_clouds)												
18334		SL_96	Bica+08	position_(magellanic_clouds)												
18335		SNN_10	Bica+08	position_(magellanic_clouds)												
18336		SNN_11	Bica+08	position_(magellanic_clouds)												
18337		SNN_12	Bica+08	position_(magellanic_clouds)												
18338		SNN_9	Bica+08	position_(magellanic_clouds)												
18339		SOGLE_106	Bica+08	position_(magellanic_clouds)												
18340		SOGLE_113	Bica+08	position_(magellanic_clouds)												
18341		SOGLE_125	Bica+08	position_(magellanic_clouds)												
18342		SOGLE_131	Bica+08	position_(magellanic_clouds)												
18343		SOGLE_132	Bica+08	position_(magellanic_clouds)												
18344		SOGLE_133	Bica+08	position_(magellanic_clouds)												
18345		SOGLE_136	Bica+08	position_(magellanic_clouds)												
18346		SOGLE_138	Bica+08	position_(magellanic_clouds)												
18347		SOGLE_144	Bica+08	position_(magellanic_clouds)												
18348		SOGLE_145	Bica+08	position_(magellanic_clouds)												
18349		SOGLE_147	Bica+08	position_(magellanic_clouds)												
18350		SOGLE_148	Bica+08	position_(magellanic_clouds)												
18351		SOGLE_15	Bica+08	position_(magellanic_clouds)												
18352		SOGLE_152	Bica+08	position_(magellanic_clouds)												
18353		SOGLE_160	Bica+08	position_(magellanic_clouds)												
18354		SOGLE_166	Bica+08	position_(magellanic_clouds)												
18355		SOGLE_172	Bica+08	position_(magellanic_clouds)												
18356		SOGLE_173	Bica+08	position_(magellanic_clouds)												
18357		SOGLE_179	Bica+08	position_(magellanic_clouds)												
18358		SOGLE_180	Bica+08	position_(magellanic_clouds)												
18359		SOGLE_181	Bica+08	position_(magellanic_clouds)												
18360		SOGLE_183	Bica+08	position_(magellanic_clouds)												
18361		SOGLE_189	Bica+08	position_(magellanic_clouds)												
18362		SOGLE_192	Bica+08	position_(magellanic_clouds)												
18363		SOGLE_193	Bica+08	position_(magellanic_clouds)												
18364		SOGLE_196	Bica+08	position_(magellanic_clouds)												
18365		SOGLE_199	Bica+08	position_(magellanic_clouds)												
18366		SOGLE_22	Bica+08	position_(magellanic_clouds)												
18367		SOGLE_220	Bica+08	position_(magellanic_clouds)												
18368		SOGLE_224	Bica+08	position_(magellanic_clouds)												
18369		SOGLE_233	Bica+08	position_(magellanic_clouds)												
18370		SOGLE_238	Bica+08	position_(magellanic_clouds)												
18371		SOGLE_28	Bica+08	position_(magellanic_clouds)												
18372		SOGLE_30	Bica+08	position_(magellanic_clouds)												
18373		SOGLE_31	Bica+08	position_(magellanic_clouds)												
18374		SOGLE_37	Bica+08	position_(magellanic_clouds)												
18375		SOGLE_5	Bica+08	position_(magellanic_clouds)												
18376		SOGLE_50	Bica+08	position_(magellanic_clouds)												
18377		SOGLE_53	Bica+08	position_(magellanic_clouds)												
18378		SOGLE_55	Bica+08	position_(magellanic_clouds)												
18379		SOGLE_56	Bica+08	position_(magellanic_clouds)												
18380		SOGLE_6	Bica+08	position_(magellanic_clouds)												
18381		SOGLE_65	Bica+08	position_(magellanic_clouds)												
18382		SOGLE_7	Bica+08	position_(magellanic_clouds)												
18383		SOGLE_94	Bica+08	position_(magellanic_clouds)												
18384		SSN_1	Bica+08	position_(magellanic_clouds)												
18385		SSN_13	Bica+08	position_(magellanic_clouds)												
18386		SSN_16	Bica+08	position_(magellanic_clouds)												
18387		SSN_2	Bica+08	position_(magellanic_clouds)												
18388		SSN_3	Bica+08	position_(magellanic_clouds)												
18389		SSN_7	Bica+08	position_(magellanic_clouds)												
18390		SSN_8	Bica+08	position_(magellanic_clouds)												
18391		S_Sct_Group	Bica+18	position												
18392	5343	Saloranta_10	Bica+18	position	0.02985	0.03103885	0.29846586	0.03103885								
18393		Saloranta_19	Bica+18	position												
18394		Saloranta_21	Bica+18	position												
18395		Saloranta_3	Bica+18	position												
18396		Saloranta_4	Bica+18	position												
18397		Saloranta_6	Bica+18	position												
18398		Saloranta_7	Bica+18	position												
18399		Saloranta_8	Bica+18	position												
18400		Santa_42	Bica+18	position												
18401		Saurer_1	Bica+18	position												
18402		Saurer_1	Dias+02	position												
18403		Saurer_1	Kharchenko+13	position,hipparcos												
18404	5344	Saurer_2	Dias+02	position	0.00328	0.02001973	0.13121503	0.02001973								
18405	5344	Saurer_2	Cantat-Gaudin+20	gaia_dr2	0.005739	0.03502201	0.11035784	0.03502201	0.02078	0.0	0.01288	0.0	0.03306	0.0	0.0	0.0
18406	5344	Saurer_2	Bica+18	position	0.004238	0.02586596	0.14531393	0.02586596								
18407	5344	Saurer_2	Kharchenko+13	position	0.005492	0.03351437	0.06864463	0.03351437								
18408	5344	Saurer_2	Kharchenko+13	hipparcos	0.005492	0.03351437	0.06864463	0.03351437	3.63	0.58358882	3.55	0.5705	0.004943	0.0	0.584	0.3847
18409	5345	Saurer_3	Kharchenko+13	position	0.01229	0.07605847	0.1117706	0.07605847								
18410	5345	Saurer_3	Kharchenko+13	hipparcos	0.01229	0.07605847	0.1117706	0.07605847	1.659	0.29075434	1.138	0.1966	0.03671	0.0	0.291	0.1625
18411	5345	Saurer_3	Bica+18	position	0.004283	0.02649381	0.17130778	0.02649381								
18412	5345	Saurer_3	Dias+02	position	0.01769	0.10945446	0.53079572	0.10945446								
18413		Saurer_4	Dias+02	position												
18414		Saurer_4	Kharchenko+13	position,hipparcos												
18415		Saurer_4	Bica+18	position												
18416		Saurer_5	Bica+18	position												
18417		Saurer_5	Kharchenko+13	position,hipparcos												
18418		Saurer_5	Dias+02	position												
18419		Saurer_6	Kharchenko+13	position,hipparcos												
18420		Saurer_6	Dias+02	position												
18421		Saurer_6	Bica+18	position												
18422		Schmitz_1	Bica+18	position												
18423		Schmitz_J1808.6+3116	Bica+18	position												
18424		Schmitz_J1816.2+3004	Bica+18	position												
18425		Schmitz_J1903.9+3126	Bica+18	position												
18426		Schmitz_J1906.6+3118	Bica+18	position												
18427	5346	Schoenball_1	Bica+18	position	0.008862	0.05357842	0.35449607	0.05357842								
18428		Schuster_1	Kharchenko+13	position,hipparcos												
18429		Schuster_1	Bica+18	position												
18430		Schuster_1	Cantat-Gaudin+20	gaia_dr2												
18431		Schuster_1	Dias+02	position												
18432		Segue_3	Vasiliev+21	gaia_dr3												
18433		Sh2_235	Kharchenko+13	position,hipparcos												
18434		Sh2_235B	Kharchenko+13	position,hipparcos												
18435		Sh2_242	Kharchenko+13	position,hipparcos												
18436	4513	Sh2_252C	Kharchenko+13	position	0.02683	0.04812633	0.31569432	0.04812633								
18437	4513	Sh2_252C	Kharchenko+13	hipparcos	0.02683	0.04812633	0.31569432	0.04812633	2.384	0.38242539	7.004	1.139	0.09116	0.7726	1.14	0.7648
18438		Sh2_287C	Kharchenko+13	position,hipparcos												
18439	5347	Sh2_88B	Kharchenko+13	position	0.06392	0.13093696	0.60877008	0.13093696								
18440	5348	Sher_1	Bica+18	position	0.006661	0.01959407	0.39964205	0.01959407								
18441	5348	Sher_1	Cantat-Gaudin+20	gaia_dr2	0.004255	0.01251748	0.16365861	0.01251748	0.08965	0.28912811	0.03218	0.0	0.006893	0.0	0.289	0.09638
18442	5348	Sher_1	Kharchenko+13	position	3.681E-4	0.00108299	0.00818104	0.00108299								
18443	5348	Sher_1	Kharchenko+13	hipparcos	3.681E-4	0.00108299	0.00818104	0.00108299	0.9184	0.10362138	3.464	0.4074	0.02649	0.0	0.407	0.1703
18444	5348	Sher_1	Dias+02	position	0.006381	0.01877206	0.76575247	0.01877206								
18445		Shorlin_1	Cantat-Gaudin+20	gaia_dr2												
18446		Shorlin_1	Kharchenko+13	position,hipparcos												
18447		Shorlin_2	Kharchenko+13	position,hipparcos												
18448	5349	Sigma_Orionis	Dias+02	position	0.03617	0.11474094	0.43402148	0.11474094								
18449	5350	Skiff_J0058+68.4	Bica+18	position	0.02661	0.07109911	0.39921977	0.07109911								
18450	5350	Skiff_J0058+68.4	Cantat-Gaudin+20	gaia_dr2	0.02031	0.05424811	0.05903136	0.05424811	0.006493	0.0	0.05151	0.01654	0.04086	0.0	0.0165	0.005515
18451	5350	Skiff_J0058+68.4	Dias+02	position	0.01744	0.04659755	0.09601619	0.04659755								
18452	5350	Skiff_J0058+68.4	Kharchenko+13	hipparcos	0.01679	0.04484641	0.05246073	0.04484641	0.2265	0.05937897	0.4755	0.1431	0.1111	1.097	1.1	0.4333
18453	5350	Skiff_J0058+68.4	Bica+18	position	0.01112	0.02971443	0.19068088	0.02971443								
18454	5350	Skiff_J0058+68.4	Kharchenko+13	position	0.01679	0.04484641	0.05246073	0.04484641								
18455	2616	Skiff_J0058+68.4	Kharchenko+13	position	0.2266	0.04949786	0.70813487	0.04949786								
18456	5351	Skiff_J0458+43.0	Kharchenko+13	hipparcos	0.00587	0.01615344	0.03913333	0.01615344	3.475	0.88054108	1.48	0.3677	0.0538	0.1012	0.881	0.4498
18457	5351	Skiff_J0458+43.0	Dias+02	position	0.01053	0.02898533	0.25279146	0.02898533								
18458	5351	Skiff_J0458+43.0	Cantat-Gaudin+20	gaia_dr2	0.02559	0.07042334	0.1909786	0.07042334	0.04004	0.0	0.09086	0.7507	0.02386	0.0	0.751	0.2502
18459	5351	Skiff_J0458+43.0	Bica+18	position	0.006271	0.01725611	0.15049668	0.01725611								
18460	5351	Skiff_J0458+43.0	Kharchenko+13	position	0.00587	0.01615344	0.03913333	0.01615344								
