ID,NameLit,SourceCat,TypeSourceCat,Sep,SepTidal,SepTidalLit,SepTidalData,pmRASep,pmRASigma,pmDESep,pmDESigma,PlxSep,PlxSigma,maxSigma,meanSigma
445,CWNU_267,He+22a,gaia_dr3,0.04145,0.16184726,0.16184726,0.18795073,0.04947,0.0,0.02095,0.0,0.0518,0.0869,0.0869,0.02897
0,CWNU_2670,He+22c,gaia_dr3,,,,,,,,,,,,
5794,CWNU_2671,He+22c,gaia_dr3,0.02574,0.11045269,0.18373356,0.11045269,0.004843,0.0,0.03423,0.0,0.02968,0.0,0.0,0.0
1212,CWNU_2672,He+22c,gaia_dr3,0.03327,0.19491845,0.30444634,0.19491845,0.0137,0.0,0.02282,0.0,0.04891,0.0,0.0,0.0
7153,CWNU_2673,He+22c,gaia_dr3,0.04847,0.12162321,0.12162321,0.16961721,0.02465,0.0,0.01281,0.0,0.05273,0.04664,0.0466,0.01555
1213,CWNU_2674,He+22c,gaia_dr3,0.009026,0.06634423,0.07975668,0.06634423,0.007897,0.0,0.0161,0.0,0.04355,0.0,0.0,0.0
1214,CWNU_2675,He+22c,gaia_dr3,0.005602,0.01148405,0.0345824,0.01148405,0.001635,0.0,0.004485,0.0,0.02943,0.0,0.0,0.0
1215,CWNU_2676,He+22c,gaia_dr3,0.1084,0.21165354,0.21165354,0.45222571,0.01358,0.0,0.03371,0.0,0.02884,0.0,0.0,0.0
1216,CWNU_2677,He+22c,gaia_dr3,0.05917,0.1581405,0.16836105,0.1581405,0.009255,0.0,0.003558,0.0,0.03217,0.0,0.0,0.0
1217,CWNU_2678,He+22c,gaia_dr3,0.006163,0.04557293,0.08356432,0.04557293,0.005331,0.0,0.03664,0.0,0.005965,0.0,0.0,0.0
0,CWNU_2679,He+22c,gaia_dr3,,,,,,,,,,,,
446,CWNU_268,He+22a,gaia_dr3,0.01743,0.11899573,0.12086471,0.11899573,0.002301,0.0,0.006557,0.0,0.009357,0.0,0.0,0.0
0,CWNU_2680,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2681,He+22c,gaia_dr3,,,,,,,,,,,,
1218,CWNU_2682,He+22c,gaia_dr3,0.005691,0.03438226,0.07174938,0.03438226,0.0108,0.0,0.03344,0.0,0.003741,0.0,0.0,0.0
1219,CWNU_2683,He+22c,gaia_dr3,0.02117,0.05914431,0.05914431,0.13831336,0.01191,0.0,0.01702,0.0,0.03097,0.0,0.0,0.0
1220,CWNU_2684,He+22c,gaia_dr3,0.06303,0.13009531,0.13009531,0.1827295,0.008278,0.0,0.01101,0.0,0.04369,0.0,0.0,0.0
0,CWNU_2685,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2686,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2687,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2688,He+22c,gaia_dr3,,,,,,,,,,,,
1221,CWNU_2689,He+22c,gaia_dr3,0.001892,0.0043331,0.0043331,0.01063308,0.01401,0.0,0.04563,0.0,0.04417,0.0,0.0,0.0
5953,CWNU_269,He+22a,gaia_dr3,0.007432,0.02783154,0.10305856,0.02783154,0.007219,0.0,0.02096,0.0,0.03096,0.0,0.0,0.0
1222,CWNU_2690,He+22c,gaia_dr3,0.006627,0.0406003,0.0406003,0.04113877,0.0031,0.0,0.006409,0.0,0.01616,0.0,0.0,0.0
0,CWNU_2691,He+22c,gaia_dr3,,,,,,,,,,,,
1223,CWNU_2692,He+22c,gaia_dr3,0.01525,0.04754496,0.04754496,0.10886897,1.149E-4,0.0,0.01525,0.0,0.04118,0.0,0.0,0.0
1224,CWNU_2693,He+22c,gaia_dr3,0.005309,0.02634172,0.02634172,0.03397411,0.05622,0.06685344,0.01704,0.0,0.03883,0.0,0.0669,0.02228
5914,CWNU_2694,He+22c,gaia_dr3,0.0903,0.24644617,0.24644617,0.28379792,0.02416,0.0,0.0216,0.0,0.03654,0.0,0.0,0.0
1225,CWNU_2695,He+22c,gaia_dr3,0.0288,0.10202143,0.21714795,0.10202143,0.005695,0.0,0.004156,0.0,0.03008,0.0,0.0,0.0
0,CWNU_2696,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2697,He+22c,gaia_dr3,,,,,,,,,,,,
1226,CWNU_2698,He+22c,gaia_dr3,0.01261,0.08608985,0.08608985,0.11282325,0.003884,0.0,0.004966,0.0,0.01638,0.0,0.0,0.0
0,CWNU_2699,He+22c,gaia_dr3,,,,,,,,,,,,
5774,CWNU_27,He+22a,gaia_dr3,0.2039,0.18401199,0.3735997,0.18401199,0.07101,0.17380937,0.01509,0.0,0.01748,0.0,0.174,0.05794
0,CWNU_270,He+22a,gaia_dr3,,,,,,,,,,,,
1227,CWNU_2700,He+22c,gaia_dr3,0.00344,0.02132028,0.02407992,0.02132028,0.008589,0.0,0.01383,0.0,0.02414,0.0,0.0,0.0
0,CWNU_2701,He+22c,gaia_dr3,,,,,,,,,,,,
1228,CWNU_2702,He+22c,gaia_dr3,0.02819,0.20952664,0.20952664,0.32933696,0.01884,0.0,0.007008,0.0,0.02323,0.0,0.0,0.0
5837,CWNU_2703,He+22c,gaia_dr3,0.003329,0.01838631,0.03257761,0.01838631,0.03206,0.0,0.006199,0.0,0.01649,0.0,0.0,0.0
0,CWNU_2704,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2705,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2706,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2707,He+22c,gaia_dr3,,,,,,,,,,,,
1229,CWNU_2708,He+22c,gaia_dr3,0.01247,0.09006911,0.09006911,0.11984816,0.004107,0.0,0.03807,0.0,0.03013,0.0,0.0,0.0
0,CWNU_2709,He+22c,gaia_dr3,,,,,,,,,,,,
4910,CWNU_271,He+22a,gaia_dr3,0.1132,0.21556104,0.21556104,0.67171636,0.05162,0.00948515,0.01393,0.0,0.02404,0.0,0.00949,0.003162
0,CWNU_2710,He+22c,gaia_dr3,,,,,,,,,,,,
1627,CWNU_2711,He+22c,gaia_dr3,0.04154,0.11646603,0.11646603,0.18179477,0.03058,0.0,0.003781,0.0,0.01413,0.0,0.0,0.0
1230,CWNU_2712,He+22c,gaia_dr3,0.007889,0.02843757,0.05335556,0.02843757,0.001819,0.0,0.01008,0.0,0.03327,0.0,0.0,0.0
1231,CWNU_2713,He+22c,gaia_dr3,0.08135,0.30214464,0.30214464,0.31859442,0.001587,0.0,9.526E-4,0.0,0.02473,0.0,0.0,0.0
1232,CWNU_2714,He+22c,gaia_dr3,0.01509,0.02624293,0.06063257,0.02624293,0.03317,0.0,0.06092,0.121,0.04573,0.0,0.121,0.04034
170,CWNU_2715,He+22c,gaia_dr3,0.03579,0.16454984,0.20084474,0.16454984,0.01888,0.0,0.02332,0.0,0.02878,0.0,0.0,0.0
1233,CWNU_2716,He+22c,gaia_dr3,0.004251,0.02747928,0.06360342,0.02747928,0.02968,0.0,0.03019,0.0,0.04783,0.0,0.0,0.0
1234,CWNU_2717,He+22c,gaia_dr3,0.09284,0.20291764,0.27803249,0.20291764,0.01715,0.0,0.009884,0.0,0.0227,0.0,0.0,0.0
1235,CWNU_2718,He+22c,gaia_dr3,0.005513,0.03711621,0.07354128,0.03711621,0.001698,0.0,0.01324,0.0,0.03401,0.0,0.0,0.0
1236,CWNU_2719,He+22c,gaia_dr3,0.01458,0.04824485,0.14447924,0.04824485,0.001771,0.0,0.03696,0.0,0.02779,0.0,0.0,0.0
6626,CWNU_272,He+22a,gaia_dr3,0.004212,0.03599675,0.04964028,0.03599675,4.619E-4,0.0,0.007211,0.0,0.007955,0.0,0.0,0.0
0,CWNU_2720,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2721,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2722,He+22c,gaia_dr3,,,,,,,,,,,,
1237,CWNU_2723,He+22c,gaia_dr3,0.01198,0.04345079,0.04345079,0.05038527,0.009081,0.0,0.005752,0.0,0.02341,0.0,0.0,0.0
1238,CWNU_2724,He+22c,gaia_dr3,0.02173,0.10634803,0.10734512,0.10634803,0.002314,0.0,9.097E-4,0.0,0.02265,0.0,0.0,0.0
0,CWNU_2725,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2726,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2727,He+22c,gaia_dr3,,,,,,,,,,,,
1239,CWNU_2728,He+22c,gaia_dr3,0.009725,0.01551586,0.03003344,0.01551586,0.04108,0.0,0.02528,0.0,0.04704,0.0,0.0,0.0
1240,CWNU_2729,He+22c,gaia_dr3,0.03928,0.15850338,0.15850338,0.18956086,0.01934,0.0,0.01112,0.0,0.02389,0.0,0.0,0.0
0,CWNU_273,He+22a,gaia_dr3,,,,,,,,,,,,
0,CWNU_2730,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2731,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2732,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2733,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2734,He+22c,gaia_dr3,,,,,,,,,,,,
1241,CWNU_2735,He+22c,gaia_dr3,0.002366,0.04131292,0.04131292,0.05108342,0.01736,0.0,0.005506,0.0,0.02553,0.0,0.0,0.0
1242,CWNU_2736,He+22c,gaia_dr3,0.0201,0.09591743,0.12145143,0.09591743,0.002307,0.0,0.02424,0.0,0.04384,0.0,0.0,0.0
0,CWNU_2737,He+22c,gaia_dr3,,,,,,,,,,,,
1243,CWNU_2738,He+22c,gaia_dr3,0.0173,0.21948046,0.21948046,0.3285095,0.01938,0.0,0.005723,0.0,0.01665,0.0,0.0,0.0
1244,CWNU_2739,He+22c,gaia_dr3,0.07784,0.3282512,0.3282512,0.35490703,0.0293,0.0,0.006884,0.0,0.007325,0.0,0.0,0.0
447,CWNU_274,He+22a,gaia_dr3,0.01438,0.0342068,0.0342068,0.05130425,0.01187,0.0,0.001854,0.0,0.09002,0.5675,0.568,0.1892
1691,CWNU_2740,He+22c,gaia_dr3,0.01792,0.08940217,0.09525218,0.08940217,0.02549,0.0,0.00747,0.0,0.02818,0.0,0.0,0.0
5855,CWNU_2741,He+22c,gaia_dr3,0.09214,0.19245479,0.19245479,0.50459905,0.04666,0.0,0.04949,0.0,0.08911,0.609,0.609,0.203
0,CWNU_2742,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2743,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2744,He+22c,gaia_dr3,,,,,,,,,,,,
1245,CWNU_2745,He+22c,gaia_dr3,9.461E-4,0.00367469,0.01009519,0.00367469,0.009738,0.0,0.0158,0.0,0.01642,0.0,0.0,0.0
1246,CWNU_2746,He+22c,gaia_dr3,0.09065,0.25578887,0.25578887,0.52541807,0.0285,0.0,0.0121,0.0,0.01261,0.0,0.0,0.0
0,CWNU_2747,He+22c,gaia_dr3,,,,,,,,,,,,
1247,CWNU_2748,He+22c,gaia_dr3,0.106,0.19432637,0.26637332,0.19432637,0.01426,0.0,0.001992,0.0,0.02772,0.0,0.0,0.0
1248,CWNU_2749,He+22c,gaia_dr3,0.01991,0.09115966,0.13380583,0.09115966,0.00607,0.0,0.0167,0.0,0.00453,0.0,0.0,0.0
448,CWNU_275,He+22a,gaia_dr3,0.0383,0.02216797,0.05598088,0.02216797,0.04429,0.0,0.009795,0.0,0.06082,0.27,0.27,0.08999
1249,CWNU_2750,He+22c,gaia_dr3,0.006447,0.01852278,0.02269312,0.01852278,0.02832,0.0,0.002559,0.0,0.02947,0.0,0.0,0.0
0,CWNU_2751,He+22c,gaia_dr3,,,,,,,,,,,,
1250,CWNU_2752,He+22c,gaia_dr3,0.02338,0.08955602,0.11174969,0.08955602,0.02811,0.0,0.0192,0.0,0.02717,0.0,0.0,0.0
1251,CWNU_2753,He+22c,gaia_dr3,0.07153,0.20601322,0.20601322,0.23606738,0.02687,0.0,0.01232,0.0,0.04865,0.0,0.0,0.0
1252,CWNU_2754,He+22c,gaia_dr3,0.06893,0.16075016,0.16075016,0.48636284,0.02614,0.0,0.01844,0.0,0.03665,0.0,0.0,0.0
0,CWNU_2755,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2756,He+22c,gaia_dr3,,,,,,,,,,,,
5987,CWNU_2757,He+22c,gaia_dr3,0.09069,0.23196506,0.27211916,0.23196506,0.0412,0.0,0.004052,0.0,0.0201,0.0,0.0,0.0
1253,CWNU_2758,He+22c,gaia_dr3,0.0246,0.12499722,0.16578658,0.12499722,0.009035,0.0,0.03347,0.0,0.004971,0.0,0.0,0.0
0,CWNU_2759,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_276,He+22a,gaia_dr3,,,,,,,,,,,,
0,CWNU_2760,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2761,He+22c,gaia_dr3,,,,,,,,,,,,
5924,CWNU_2762,He+22c,gaia_dr3,0.4328,0.65410181,0.65410181,0.82990116,0.0515,0.0200461,0.0717,0.2186,0.07444,0.4886,0.489,0.2424
0,CWNU_2763,He+22c,gaia_dr3,,,,,,,,,,,,
1254,CWNU_2764,He+22c,gaia_dr3,0.01302,0.02659002,0.05368805,0.02659002,0.05832,0.07942091,0.004327,0.0,0.02477,0.0,0.0794,0.02647
1255,CWNU_2765,He+22c,gaia_dr3,0.007304,0.03617021,0.04442925,0.03617021,0.01503,0.0,0.002206,0.0,0.0353,0.0,0.0,0.0
0,CWNU_2766,He+22c,gaia_dr3,,,,,,,,,,,,
1256,CWNU_2767,He+22c,gaia_dr3,0.008708,0.07484287,0.10559796,0.07484287,0.00366,0.0,0.04156,0.0,0.05482,0.2005,0.201,0.06684
0,CWNU_2768,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2769,He+22c,gaia_dr3,,,,,,,,,,,,
449,CWNU_277,He+22a,gaia_dr3,0.01129,0.04719777,0.11285941,0.04719777,0.0047,0.0,0.002431,0.0,0.04157,0.0,0.0,0.0
1257,CWNU_2770,He+22c,gaia_dr3,0.05123,0.16538671,0.1865367,0.16538671,0.02905,0.0,0.03042,0.0,0.04588,0.0,0.0,0.0
0,CWNU_2771,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2772,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2773,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2774,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2775,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2776,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2777,He+22c,gaia_dr3,,,,,,,,,,,,
1258,CWNU_2778,He+22c,gaia_dr3,0.01037,0.08420576,0.08420576,0.12868288,0.002982,0.0,0.01022,0.0,0.01945,0.0,0.0,0.0
0,CWNU_2779,He+22c,gaia_dr3,,,,,,,,,,,,
6849,CWNU_278,He+22a,gaia_dr3,0.0116,0.03801414,0.08202293,0.03801414,0.00961,0.0,0.01103,0.0,0.03582,0.0,0.0,0.0
0,CWNU_2780,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2781,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2782,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2783,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2784,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2785,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2786,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2787,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2788,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2789,He+22c,gaia_dr3,,,,,,,,,,,,
450,CWNU_279,He+22a,gaia_dr3,0.02285,0.03701381,0.03701381,0.08842777,0.01858,0.0,0.03333,0.0,0.0524,0.03973,0.0397,0.01324
0,CWNU_2790,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2791,He+22c,gaia_dr3,,,,,,,,,,,,
3940,CWNU_2792,He+22c,gaia_dr3,0.2207,0.57806387,0.57806387,0.8850251,0.1921,0.84849831,0.2018,1.181,0.05464,0.07239,1.18,0.7005
1259,CWNU_2792,He+22c,gaia_dr3,0.05761,0.15089585,0.15089585,0.21980002,0.04808,0.0,0.01809,0.0,0.04299,0.0,0.0,0.0
0,CWNU_2793,He+22c,gaia_dr3,,,,,,,,,,,,
1260,CWNU_2794,He+22c,gaia_dr3,0.2473,0.27238264,0.27238264,0.66790132,0.02012,0.0,0.003062,0.0,0.03031,0.0,0.0,0.0
1261,CWNU_2795,He+22c,gaia_dr3,0.03103,0.14811755,0.1511879,0.14811755,3.922E-4,0.0,0.01329,0.0,0.02372,0.0,0.0,0.0
0,CWNU_2796,He+22c,gaia_dr3,,,,,,,,,,,,
1262,CWNU_2797,He+22c,gaia_dr3,0.03135,0.17875399,0.17875399,0.23487662,0.04507,0.0,0.007481,0.0,0.04887,0.0,0.0,0.0
3919,CWNU_2797,He+22c,gaia_dr3,0.07015,0.40005032,0.40005032,0.48446351,0.02585,0.0,0.002068,0.0,0.008767,0.0,0.0,0.0
0,CWNU_2798,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2799,He+22c,gaia_dr3,,,,,,,,,,,,
6513,CWNU_28,He+22a,gaia_dr3,0.003433,0.01621285,0.03838004,0.01621285,0.01902,0.0,0.005608,0.0,0.04577,0.0,0.0,0.0
6739,CWNU_280,He+22a,gaia_dr3,0.01673,0.06496244,0.09860175,0.06496244,0.02757,0.0,0.05162,0.01153,0.03297,0.0,0.0115,0.003842
0,CWNU_2800,He+22c,gaia_dr3,,,,,,,,,,,,
1263,CWNU_2801,He+22c,gaia_dr3,0.07273,0.26306923,0.26306923,0.83768052,0.008174,0.0,0.05203,0.01946,0.02591,0.0,0.0195,0.006487
3912,CWNU_2801,He+22c,gaia_dr3,0.08339,0.30164042,0.30164042,0.78589079,0.02363,0.0,0.08598,0.3491,0.0684,0.3598,0.36,0.2363
0,CWNU_2802,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2803,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2804,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2805,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2806,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2807,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2808,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2809,He+22c,gaia_dr3,,,,,,,,,,,,
451,CWNU_281,He+22a,gaia_dr3,0.02422,0.07136543,0.07136543,0.1107533,0.08891,0.16862875,0.09762,0.2151,0.1046,0.773,0.773,0.3856
1264,CWNU_2810,He+22c,gaia_dr3,0.01195,0.05560435,0.05560435,0.05564435,0.02254,0.0,0.04941,0.0,0.05865,0.2197,0.22,0.07322
0,CWNU_2811,He+22c,gaia_dr3,,,,,,,,,,,,
1265,CWNU_2812,He+22c,gaia_dr3,0.01795,0.10924944,0.10924944,0.11639741,0.02927,0.0,0.05739,0.07048,0.01447,0.0,0.0705,0.02349
0,CWNU_2813,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2814,He+22c,gaia_dr3,,,,,,,,,,,,
1266,CWNU_2815,He+22c,gaia_dr3,0.06349,0.36500151,0.51322521,0.36500151,0.0509,0.02641103,0.03025,0.0,0.02578,0.0,0.0264,0.008804
0,CWNU_2816,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2817,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2818,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2819,He+22c,gaia_dr3,,,,,,,,,,,,
452,CWNU_282,He+22a,gaia_dr3,0.06132,0.17007325,0.17007325,0.19145863,0.01432,0.0,0.03657,0.0,0.02838,0.0,0.0,0.0
0,CWNU_2820,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2821,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2822,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2823,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2824,He+22c,gaia_dr3,,,,,,,,,,,,
1267,CWNU_2825,He+22c,gaia_dr3,0.02588,0.21029788,0.21029788,0.26399977,0.0125,0.0,0.006511,0.0,0.03056,0.0,0.0,0.0
0,CWNU_2826,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2827,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2828,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2829,He+22c,gaia_dr3,,,,,,,,,,,,
453,CWNU_283,He+22a,gaia_dr3,0.02301,0.04712284,0.04712284,0.07215789,0.007407,0.0,0.08306,0.1872,0.04366,0.0,0.187,0.06239
291,CWNU_2830,He+22c,gaia_dr3,0.07658,0.28055352,0.28055352,0.35421887,9.005E-4,0.0,9.64E-6,0.0,0.03626,0.0,0.0,0.0
0,CWNU_2831,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2832,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2833,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2834,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2835,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2836,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2837,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2838,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2839,He+22c,gaia_dr3,,,,,,,,,,,,
454,CWNU_284,He+22a,gaia_dr3,0.03888,0.08649901,0.08649901,0.09940126,3.036E-4,0.0,0.004626,0.0,0.03581,0.0,0.0,0.0
0,CWNU_2840,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2841,He+22c,gaia_dr3,,,,,,,,,,,,
1268,CWNU_2842,He+22c,gaia_dr3,0.03811,0.11972443,0.11972443,0.38877486,0.001205,0.0,0.01418,0.0,0.03077,0.0,0.0,0.0
0,CWNU_2843,He+22c,gaia_dr3,,,,,,,,,,,,
1487,CWNU_2844,He+22c,gaia_dr3,0.03181,0.04510449,0.09813496,0.04510449,0.1691,1.03474546,0.06088,0.1318,0.02872,0.0,1.03,0.3888
0,CWNU_2845,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2846,He+22c,gaia_dr3,,,,,,,,,,,,
1269,CWNU_2847,He+22c,gaia_dr3,0.0578,0.27460708,0.28076556,0.27460708,0.0413,0.0,0.01334,0.0,0.04022,0.0,0.0,0.0
1270,CWNU_2848,He+22c,gaia_dr3,0.002062,0.01454675,0.03299861,0.01454675,0.01302,0.0,0.00198,0.0,0.03285,0.0,0.0,0.0
0,CWNU_2849,He+22c,gaia_dr3,,,,,,,,,,,,
5820,CWNU_285,He+22a,gaia_dr3,0.02067,0.06940221,0.0768328,0.06940221,0.05677,0.03535911,0.05946,0.05856,0.03216,0.0,0.0586,0.03131
0,CWNU_2850,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2851,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2852,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2853,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2854,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2855,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2856,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2857,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2858,He+22c,gaia_dr3,,,,,,,,,,,,
6963,CWNU_2859,He+22c,gaia_dr3,0.007213,0.0430582,0.0430582,0.04477375,0.01729,0.0,0.0327,0.0,0.01719,0.0,0.0,0.0
455,CWNU_286,He+22a,gaia_dr3,0.1168,0.17797042,0.17797042,0.38826703,0.003408,0.0,0.08168,0.0719,0.03465,0.0,0.0719,0.02397
0,CWNU_2860,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2861,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2862,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2863,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2864,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2865,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2866,He+22c,gaia_dr3,,,,,,,,,,,,
1271,CWNU_2867,He+22c,gaia_dr3,0.03529,0.10826319,0.26962042,0.10826319,0.03588,0.0,0.001775,0.0,0.0413,0.0,0.0,0.0
0,CWNU_2868,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2869,He+22c,gaia_dr3,,,,,,,,,,,,
456,CWNU_287,He+22a,gaia_dr3,0.03739,0.06415786,0.064305,0.06415786,0.03662,0.0,0.0721,0.1091,0.03917,0.0,0.109,0.03638
1272,CWNU_2870,He+22c,gaia_dr3,0.024,0.13567957,0.16583667,0.13567957,0.04709,0.0,0.006251,0.0,0.0451,0.0,0.0,0.0
1273,CWNU_2871,He+22c,gaia_dr3,0.02014,0.06967471,0.1756963,0.06967471,0.01965,0.0,0.05855,0.1081,0.04618,0.0,0.108,0.03602
0,CWNU_2872,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2873,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2874,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2875,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2876,He+22c,gaia_dr3,,,,,,,,,,,,
1274,CWNU_2877,He+22c,gaia_dr3,0.003319,0.04364835,0.05531564,0.04364835,0.01028,0.0,0.03398,0.0,0.04456,0.0,0.0,0.0
0,CWNU_2878,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2879,He+22c,gaia_dr3,,,,,,,,,,,,
4985,CWNU_288,He+22a,gaia_dr3,0.05184,0.17972323,0.17972323,0.1875912,0.0834,0.1660156,0.02021,0.0,0.0254,0.0,0.166,0.05534
0,CWNU_2880,He+22c,gaia_dr3,,,,,,,,,,,,
1275,CWNU_2881,He+22c,gaia_dr3,0.0146,0.05858537,0.07223253,0.05858537,0.004346,0.0,0.01093,0.0,0.02845,0.0,0.0,0.0
0,CWNU_2882,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2883,He+22c,gaia_dr3,,,,,,,,,,,,
1276,CWNU_2884,He+22c,gaia_dr3,0.0663,0.29792935,0.50383239,0.29792935,0.03775,0.0,0.01346,0.0,0.04702,0.0,0.0,0.0
0,CWNU_2885,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2886,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_2887,He+22c,gaia_dr3,,,,,,,,,,,,
1277,CWNU_2888,He+22c,gaia_dr3,0.03388,0.10050466,0.31535526,0.10050466,0.05136,0.02820351,0.01245,0.0,0.02328,0.0,0.0282,0.009401
0,CWNU_2889,He+22c,gaia_dr3,,,,,,,,,,,,
0,CWNU_289,He+22a,gaia_dr3,,,,,,,,,,,,
1278,CWNU_2890,He+22c,gaia_dr3,0.01268,0.06564828,0.08966905,0.06564828,0.09457,0.71453922,0.04236,0.0,0.03308,0.0,0.715,0.2382
0,CWNU_2891,He+22c,gaia_dr3,,,,,,,,,,,,
1279,CWNU_2892,He+22c,gaia_dr3,0.005356,0.02234158,0.05703033,0.02234158,0.02528,0.0,0.04413,0.0,0.03398,0.0,0.0,0.0
0,CWNU_2893,He+22c,gaia_dr3,,,,,,,,,,,,
