recno	ID	NameLit	SourceCat	TypeSourceCat	Sep
11914		MWSC_5333	Bica+18	position	
11915		MWSC_5337	Bica+18	position	
11916		MWSC_5338	Bica+18	position	
11917		MWSC_5340	Bica+18	position	
11918		MWSC_5343	Bica+18	position	
11919		MWSC_5344	Bica+18	position	
11920		MWSC_5346	Bica+18	position	
11921		MWSC_5348	Bica+18	position	
11922		MWSC_5350	Bica+18	position	
11923		MWSC_5351	Bica+18	position	
11924		MWSC_5354	Bica+18	position	
11925		MWSC_5356	Bica+18	position	
11926		MWSC_5358	Bica+18	position	
11927		MWSC_5359	Bica+18	position	
11928	4406	MWSC_5365	Bica+18	position	0.01776
11929		MWSC_5366	Bica+18	position	
11930		MWSC_5367	Bica+18	position	
11931		MWSC_5368	Bica+18	position	
11932		MWSC_5370	Bica+18	position	
11933		MWSC_5371	Bica+18	position	
11934		MWSC_5373	Bica+18	position	
11935		MWSC_5374	Bica+18	position	
11936		MWSC_5377	Bica+18	position	
11937		MWSC_5533	Bica+18	position	
11938		MWSC_5558	Bica+18	position	
11939		MWSC_5571	Bica+18	position	
11940		MWSC_5572	Bica+18	position	
11941		MWSC_5575	Bica+18	position	
11942		MWSC_5602	Bica+18	position	
11943		MWSC_5604	Bica+18	position	
11944		MWSC_5621	Bica+18	position	
11945		MWSC_5623	Bica+18	position	
11946		MWSC_5627	Bica+18	position	
11947		MWSC_5633	Bica+18	position	
11948		MWSC_5634	Bica+18	position	
11949		MWSC_5645	Bica+18	position	
11950		MWSC_5651	Bica+18	position	
11951		MWSC_5656	Bica+18	position	
11952		MWSC_5665	Bica+18	position	
11953		MWSC_5667	Bica+18	position	
11954		MWSC_5668	Bica+18	position	
11955		MWSC_5670	Bica+18	position	
11956		MWSC_5671	Bica+18	position	
11957		MWSC_5672	Bica+18	position	
11958		MWSC_5674	Bica+18	position	
11959		MWSC_5676	Bica+18	position	
11960		MWSC_5679	Bica+18	position	
11961		MWSC_5680	Bica+18	position	
11962		MWSC_5681	Bica+18	position	
11963		MWSC_5684	Bica+18	position	
11964		MWSC_5685	Bica+18	position	
11965		MWSC_5688	Bica+18	position	
11966		MWSC_5691	Bica+18	position	
11967		MWSC_5692	Bica+18	position	
11968		MWSC_5694	Bica+18	position	
11969		MWSC_5696	Bica+18	position	
11970		MWSC_5697	Bica+18	position	
11971		MWSC_5698	Bica+18	position	
11972		MWSC_5701	Bica+18	position	
11973		MWSC_5704	Bica+18	position	
11974		MWSC_5705	Bica+18	position	
11975		MWSC_5706	Bica+18	position	
11976		MWSC_5708	Bica+18	position	
11977		MWSC_5712	Bica+18	position	
11978		MWSC_5713	Bica+18	position	
11979		MWSC_5715	Bica+18	position	
11980		MWSC_5717	Bica+18	position	
11981		MWSC_5720	Bica+18	position	
11982		MWSC_5723	Bica+18	position	
11983		MWSC_5726	Bica+18	position	
11984		MWSC_5731	Bica+18	position	
11985		MWSC_5732	Bica+18	position	
11986		MWSC_5735	Bica+18	position	
11987		MWSC_5737	Bica+18	position	
11988		MWSC_5740	Bica+18	position	
11989		MWSC_5744	Bica+18	position	
11990		MWSC_5745	Bica+18	position	
11991		MWSC_5748	Bica+18	position	
11992		MWSC_5749	Bica+18	position	
11993		MWSC_5751	Bica+18	position	
11994		MWSC_5764	Bica+18	position	
11995		MWSC_5779	Bica+18	position	
11996		MWSC_5782	Bica+18	position	
11997		MWSC_5800	Bica+18	position	
11998		MWSC_5804	Bica+18	position	
11999		MWSC_5811	Bica+18	position	
12000		MWSC_5828	Bica+18	position	
12001		MWSC_5901	Bica+18	position	
12002		MWSC_5963	Bica+18	position	
12003		Majaess_1	Dias+02	position	
12004		Majaess_101	Dias+02	position	
12005		Majaess_104	Dias+02	position	
12006		Majaess_114	Dias+02	position	
12007	4410	Majaess_133	Dias+02	position	0.008477
12008		Majaess_135	Dias+02	position	
12009	4411	Majaess_160	Dias+02	position	0.02416
12010		Majaess_166	Dias+02	position	
12011		Majaess_170	Dias+02	position	
12012		Majaess_184	Dias+02	position	
12013		Majaess_19	Dias+02	position	
12014		Majaess_190	Dias+02	position	
12015		Majaess_20	Dias+02	position	
12016		Majaess_207	Dias+02	position	
12017		Majaess_209	Dias+02	position	
12018		Majaess_211	Dias+02	position	
12019		Majaess_215	Dias+02	position	
12020	868	Majaess_225	Dias+02	position	0.09122
12021	4412	Majaess_225	Dias+02	position	0.07771
12022	4413	Majaess_227	Dias+02	position	0.04575
12023		Majaess_26	Dias+02	position	
12024		Majaess_29	Dias+02	position	
12025		Majaess_30	Dias+02	position	
12026		Majaess_36	Dias+02	position	
12027		Majaess_41	Dias+02	position	
12028		Majaess_42	Dias+02	position	
12029		Majaess_50	Dias+02	position	
12030		Majaess_58	Dias+02	position	
12031		Majaess_61	Dias+02	position	
12032	311	Majaess_65	Dias+02	position	0.09514
12033	981	Majaess_65	Dias+02	position	0.0984
12034		Majaess_68	Dias+02	position	
12035		Majaess_69	Dias+02	position	
12036		Majaess_70	Dias+02	position	
12037		Majaess_79	Dias+02	position	
12038		Majaess_8	Dias+02	position	
12039		Majaess_82	Dias+02	position	
12040		Majaess_86	Dias+02	position	
12041	4407	Majaess_88	Dias+02	position	0.03866
12042		Majaess_89	Dias+02	position	
12043		Majaess_9	Dias+02	position	
12044	4408	Majaess_90	Dias+02	position	0.02077
12045		Majaess_95	Dias+02	position	
12046	4409	Majaess_99	Dias+02	position	0.03839
12047	4414	Mamajek_1	Cantat-Gaudin+20	gaia_dr2	0.01708
12048	4414	Mamajek_1	Dias+02	position	0.05486
12049		Mamajek_1625	Bica+18	position	
12050		Mamajek_1652	Bica+18	position	
12051	1342	Mamajek_1732	Bica+18	position	1.328
12052		Mamajek_1844	Bica+18	position	
12053		Mamajek_2	Dias+02	position	
12054		Mamajek_2	Bica+18	position	
12055	3054	Mamajek_3	Dias+02	position	1.468
12056	5536	Mamajek_3	Dias+02	position	1.666
12057	4416	Mamajek_3	Dias+02	position	0.5286
12058	4417	Mamajek_4	Kharchenko+13	hipparcos	0.3336
12059	4417	Mamajek_4	Cantat-Gaudin+20	gaia_dr2	0.2147
12060	4417	Mamajek_4	Bica+18	position	0.3717
12061	4417	Mamajek_4	Kharchenko+13	position	0.3336
12062	4417	Mamajek_4	Dias+02	position	0.3717
12063	4418	Markarian_38	Kharchenko+13	position	0.05631
12064	4418	Markarian_38	Dias+02	position	0.008189
12065	4418	Markarian_38	Cantat-Gaudin+20	gaia_dr2	0.00495
12066	4419	Markarian_50	Kharchenko+13	hipparcos	0.006606
12067	4419	Markarian_50	Kharchenko+13	position	0.006606
12068	4419	Markarian_50	Cantat-Gaudin+20	gaia_dr2	0.007865
12069		Markarian_6	Dias+02	position	
12070		Masgomas_1	Bica+18	position	
12071	4420	Mayer_1	Kharchenko+13	position	0.01523
12072	4420	Mayer_1	Cantat-Gaudin+20	gaia_dr2	0.007001
12073	4420	Mayer_1	Dias+02	position	0.005924
12074		Mayer_2	Kharchenko+13	position,hipparcos	
12075		Mayer_2	Dias+02	position	
12076	4421	Mayer_3	Dias+02	position	0.01294
12077	4421	Mayer_3	Cantat-Gaudin+20	gaia_dr2	0.006959
12078	4428	Melotte_101	Kharchenko+13	position	0.01592
12079	4428	Melotte_101	Cantat-Gaudin+20	gaia_dr2	0.01328
12080	4428	Melotte_101	Kharchenko+13	hipparcos	0.01592
12081	4428	Melotte_101	Bica+18	position	0.01535
12082	4428	Melotte_101	Dias+02	position	0.01294
12083	4429	Melotte_105	Cantat-Gaudin+20	gaia_dr2	0.00264
12084	4429	Melotte_105	Dias+02	position	0.00341
12085	4429	Melotte_105	Kharchenko+13	hipparcos	0.008709
12086	4429	Melotte_105	Bica+18	position	0.001908
12087	4429	Melotte_105	Kharchenko+13	position	0.008709
12088	4430	Melotte_111	Kharchenko+13	position	0.126
12089	4430	Melotte_111	Kharchenko+13	hipparcos	0.126
12090	4430	Melotte_111	Dias+02	position	0.3969
12091	2028	Melotte_186	Bica+18	position	1.328
12092	2020	Melotte_186	Kharchenko+13	position	0.6799
12093	2020	Melotte_186	Bica+18	position	0.5363
12094	2028	Melotte_186	Dias+02	position	1.328
12095	4431	Melotte_186	Cantat-Gaudin+20	gaia_dr2	0.2878
12096	4431	Melotte_186	Dias+02	position	0.2957
12097	4431	Melotte_186	Bica+18	position	0.2957
12098	4431	Melotte_186	Kharchenko+13	position	0.374
12099	2020	Melotte_186	Dias+02	position	0.5363
12100	4431	Melotte_186	Kharchenko+13	hipparcos	0.374
12101	325	Melotte_20	Dias+02	position	1.24
12102	4422	Melotte_20	Cantat-Gaudin+20	gaia_dr2	0.2357
12103	2766	Melotte_20	Kharchenko+13	position	1.306
12104	4422	Melotte_20	Kharchenko+13	position	0.3902
12105	4422	Melotte_20	Kharchenko+13	hipparcos	0.3902
12106	4422	Melotte_20	Dias+02	position	0.7609
12107	2837	Melotte_22	Kharchenko+13	position	1.608
12108	4423	Melotte_22	Bica+18	position	0.06154
12109	4423	Melotte_22	Kharchenko+13	hipparcos	0.3063
12110	4423	Melotte_22	Kharchenko+13	position	0.3063
12111	4423	Melotte_22	Cantat-Gaudin+20	gaia_dr2	0.07212
12112	4423	Melotte_22	Dias+02	position	0.06461
12113		Melotte_227	Kharchenko+13	position,hipparcos	
12114		Melotte_227	Bica+18	position	
12115	7470	Melotte_25	Dias+02	position	1.46
12116	7470	Melotte_25	Bica+18	position	1.461
12117	629	Melotte_25	Dias+02	position	1.232
12118	629	Melotte_25	Bica+18	position	1.219
12119	4424	Melotte_25	Dias+02	position	0.2147
12120	4424	Melotte_25	Bica+18	position	0.2192
12121	6684	Melotte_31	Dias+02	position	0.2424
12122	4238	Melotte_31	Dias+02	position	0.9514
12123	4425	Melotte_66	Kharchenko+13	hipparcos	0.03396
12124	4425	Melotte_66	Kharchenko+13	position	0.03396
12125	4425	Melotte_66	Dias+02	position	0.02806
12126	4425	Melotte_66	Bica+18	position	0.02333
12127	4425	Melotte_66	Cantat-Gaudin+20	gaia_dr2	0.01097
12128	4426	Melotte_71	Bica+18	position	0.009723
12129	4426	Melotte_71	Cantat-Gaudin+20	gaia_dr2	0.008922
12130	4426	Melotte_71	Dias+02	position	0.009188
12131	4426	Melotte_71	Kharchenko+13	position	0.01248
12132	4426	Melotte_71	Kharchenko+13	hipparcos	0.01248
12133	4427	Melotte_72	Bica+18	position	0.01415
12134	4427	Melotte_72	Dias+02	position	0.0235
12135	4427	Melotte_72	Cantat-Gaudin+20	gaia_dr2	5.553E-4
12136	4427	Melotte_72	Kharchenko+13	position	0.00186
12137		Mercer_5	Vasiliev+21	gaia_dr3	
12138		Mercer_5	Bica+18	position	
12139		Messineo_1	Bica+18	position	
12140	4432	Miller_1	Kharchenko+13	position	0.01764
12141	3589	Miller_1	Kharchenko+13	position	0.01768
12142		Minni_1	Bica+18	position	
12143		Minni_10	Bica+18	position	
12144		Minni_11	Bica+18	position	
12145		Minni_12	Bica+18	position	
12146		Minni_13	Bica+18	position	
12147		Minni_14	Bica+18	position	
12148		Minni_15	Bica+18	position	
12149		Minni_16	Bica+18	position	
12150		Minni_17	Bica+18	position	
12151		Minni_18	Bica+18	position	
12152		Minni_19	Bica+18	position	
12153		Minni_2	Bica+18	position	
12154		Minni_20	Bica+18	position	
12155		Minni_21	Bica+18	position	
12156		Minni_22	Bica+18	position	
12157		Minni_24	Bica+18	position	
12158		Minni_25	Bica+18	position	
12159		Minni_26	Bica+18	position	
12160		Minni_27	Bica+18	position	
12161		Minni_28	Bica+18	position	
12162		Minni_29	Bica+18	position	
12163		Minni_3	Bica+18	position	
12164		Minni_30	Bica+18	position	
12165		Minni_31	Bica+18	position	
12166		Minni_32	Bica+18	position	
12167		Minni_33	Bica+18	position	
12168		Minni_34	Bica+18	position	
12169		Minni_35	Bica+18	position	
12170		Minni_36	Bica+18	position	
12171		Minni_37	Bica+18	position	
12172		Minni_38	Bica+18	position	
12173		Minni_39	Bica+18	position	
12174		Minni_4	Bica+18	position	
12175		Minni_40	Bica+18	position	
12176		Minni_41	Bica+18	position	
12177		Minni_42	Bica+18	position	
12178		Minni_43	Bica+18	position	
12179		Minni_44	Bica+18	position	
12180		Minni_45	Bica+18	position	
12181		Minni_46	Bica+18	position	
12182		Minni_47	Bica+18	position	
12183		Minni_48	Bica+18	position	
12184		Minni_49	Bica+18	position	
12185		Minni_5	Bica+18	position	
12186		Minni_50	Bica+18	position	
12187		Minni_51	Bica+18	position	
12188		Minni_52	Bica+18	position	
12189		Minni_53	Bica+18	position	
12190		Minni_54	Bica+18	position	
12191		Minni_55	Bica+18	position	
12192		Minni_56	Bica+18	position	
12193		Minni_57	Bica+18	position	
12194		Minni_58	Bica+18	position	
12195		Minni_59	Bica+18	position	
12196		Minni_6	Bica+18	position	
12197		Minni_60	Bica+18	position	
12198		Minni_61	Bica+18	position	
12199		Minni_62	Bica+18	position	
12200		Minni_63	Bica+18	position	
12201		Minni_64	Bica+18	position	
12202		Minni_65	Bica+18	position	
12203		Minni_66	Bica+18	position	
12204		Minni_67	Bica+18	position	
12205		Minni_68	Bica+18	position	
12206		Minni_69	Bica+18	position	
12207		Minni_7	Bica+18	position	
12208		Minni_70	Bica+18	position	
12209		Minni_71	Bica+18	position	
12210		Minni_72	Bica+18	position	
12211		Minni_73	Bica+18	position	
12212		Minni_74	Bica+18	position	
12213		Minni_75	Bica+18	position	
12214		Minni_76	Bica+18	position	
12215		Minni_77	Bica+18	position	
12216		Minni_78	Bica+18	position	
12217		Minni_79	Bica+18	position	
12218		Minni_8	Bica+18	position	
12219		Minni_80	Bica+18	position	
12220		Minni_81	Bica+18	position	
12221		Minni_82	Bica+18	position	
12222		Minni_83	Bica+18	position	
12223		Minni_84	Bica+18	position	
12224		Minni_9	Bica+18	position	
12225	4433	Moffat_1	Cantat-Gaudin+20	gaia_dr2	0.002798
12226	4433	Moffat_1	Bica+18	position	0.002872
12227	4433	Moffat_1	Kharchenko+13	position	0.03245
12228	4433	Moffat_1	Kharchenko+13	hipparcos	0.03245
12229	4433	Moffat_1	Dias+02	position	0.03275
12230		Moffat_2	Dias+02	position	
12231		Moitinho_1	Dias+02	position	
12232		Moitinho_1	Kharchenko+13	position,hipparcos	
12233		Moitinho_1	Bica+18	position	
12234	4434	Mon_OB1-D	Kharchenko+13	position	0.02817
12235		Monti_6	Bica+18	position	
12236		Monti_9	Bica+18	position	
12237		Morgan_8	Kharchenko+13	position,hipparcos	
12238		Munoz_1	Bica+18	position	
12239		Munoz_1	Vasiliev+21	gaia_dr3	
12240	4435	Muzzio_1	Cantat-Gaudin+20	gaia_dr2	0.06646
12241	4435	Muzzio_1	Kharchenko+13	position	0.008884
12242	4435	Muzzio_1	Kharchenko+13	hipparcos	0.008884
12243	4464	NGC_1027	Kharchenko+13	hipparcos	0.006867
12244	4464	NGC_1027	Dias+02	position	0.01675
12245	4464	NGC_1027	Cantat-Gaudin+20	gaia_dr2	0.01379
12246	4464	NGC_1027	Kharchenko+13	position	0.006867
12247	4436	NGC_103	Bica+18	position	0.003801
12248	4436	NGC_103	Kharchenko+13	hipparcos	0.02397
12249	4436	NGC_103	Dias+02	position	0.003995
12250	4436	NGC_103	Kharchenko+13	position	0.02397
12251	4436	NGC_103	Cantat-Gaudin+20	gaia_dr2	5.794E-4
12252	4465	NGC_1039	Kharchenko+13	hipparcos	0.06792
12253	4465	NGC_1039	Cantat-Gaudin+20	gaia_dr2	0.01262
12254	4465	NGC_1039	Dias+02	position	0.04439
12255	4465	NGC_1039	Kharchenko+13	position	0.06792
12256	4465	NGC_1039	Bica+18	position	0.0593
12257	7698	NGC_104	Vasiliev+21	gaia_dr3	0.0541
12258	7698	NGC_104	Kharchenko+13	position	0.05187
12259	7698	NGC_104	Bica+18	position	0.05355
12260	7777	NGC_104	Kharchenko+13	position	0.1186
12261	7777	NGC_104	Bica+18	position	0.1211
12262	7777	NGC_104	Vasiliev+21	gaia_dr3	0.1218
12263		NGC_110	Kharchenko+13	position,hipparcos	
12264		NGC_110	Bica+18	position	
12265		NGC_110	Dias+02	position	
12266	4466	NGC_1193	Dias+02	position	0.002678
12267	4466	NGC_1193	Kharchenko+13	position	0.01178
12268	4466	NGC_1193	Cantat-Gaudin+20	gaia_dr2	0.001312
12269	4466	NGC_1193	Bica+18	position	0.001163
12270	4466	NGC_1193	Kharchenko+13	hipparcos	0.01178
12271		NGC_121	Bica+08	position_(magellanic_clouds)	
12272	4467	NGC_1220	Kharchenko+13	hipparcos	0.002813
12273	4467	NGC_1220	Cantat-Gaudin+20	gaia_dr2	0.006029
12274	4467	NGC_1220	Kharchenko+13	position	0.002813
12275	4467	NGC_1220	Bica+18	position	0.005492
12276	4467	NGC_1220	Dias+02	position	0.006111
12277	4468	NGC_1245	Dias+02	position	0.02473
12278	4468	NGC_1245	Kharchenko+13	position	0.01951
12279	4468	NGC_1245	Cantat-Gaudin+20	gaia_dr2	0.01382
12280	4468	NGC_1245	Bica+18	position	0.01146
12281	4468	NGC_1245	Kharchenko+13	hipparcos	0.01951
12282		NGC_1252	Dias+02	position	
12283		NGC_1252	Kharchenko+13	position,hipparcos	
12284	4469	NGC_1261	Kharchenko+13	hipparcos	0.006195
12285	4469	NGC_1261	Vasiliev+21	gaia_dr3	0.006754
12286	4469	NGC_1261	Kharchenko+13	position	0.006195
12287	4469	NGC_1261	Bica+18	position	0.004147
12288	4437	NGC_129	Kharchenko+13	position	0.02428
12289	4437	NGC_129	Cantat-Gaudin+20	gaia_dr2	0.01079
12290	4437	NGC_129	Dias+02	position	0.04663
12291	4437	NGC_129	Kharchenko+13	hipparcos	0.02428
12292	4438	NGC_133	Kharchenko+13	position	0.04199
12293	4438	NGC_133	Dias+02	position	0.03833
12294	4470	NGC_1333	Kharchenko+13	hipparcos	0.08471
12295	4470	NGC_1333	Kharchenko+13	position	0.08471
12296	4470	NGC_1333	Cantat-Gaudin+20	gaia_dr2	0.05505
12297	4471	NGC_1342	Dias+02	position	0.03678
12298	4471	NGC_1342	Cantat-Gaudin+20	gaia_dr2	0.04722
12299	4471	NGC_1342	Kharchenko+13	position	0.0505
12300	4471	NGC_1342	Bica+18	position	0.03151
12301	4471	NGC_1342	Kharchenko+13	hipparcos	0.0505
12302	4472	NGC_1348	Kharchenko+13	position	0.00297
12303	4472	NGC_1348	Cantat-Gaudin+20	gaia_dr2	0.01589
12304	4472	NGC_1348	Bica+18	position	0.01064
12305	4472	NGC_1348	Dias+02	position	0.015
12306	4472	NGC_1348	Kharchenko+13	hipparcos	0.00297
12307	4439	NGC_136	Kharchenko+13	position	0.004776
12308	4439	NGC_136	Cantat-Gaudin+20	gaia_dr2	0.003503
12309	4439	NGC_136	Dias+02	position	0.001475
12310	4439	NGC_136	Kharchenko+13	hipparcos	0.004776
12311	4473	NGC_1444	Kharchenko+13	hipparcos	0.01641
12312	4473	NGC_1444	Kharchenko+13	position	0.01641
12313	4473	NGC_1444	Bica+18	position	0.01448
12314	4473	NGC_1444	Cantat-Gaudin+20	gaia_dr2	0.003074
12315	4473	NGC_1444	Dias+02	position	0.003825
12316	4440	NGC_146	Kharchenko+13	hipparcos	0.01675
12317	4440	NGC_146	Cantat-Gaudin+20	gaia_dr2	0.01126
12318	4440	NGC_146	Kharchenko+13	position	0.01675
12319	4440	NGC_146	Dias+02	position	0.03097
12320	7176	NGC_1466	Bica+08	position_(magellanic_clouds)	0.004249
12321	4474	NGC_1496	Cantat-Gaudin+20	gaia_dr2	0.009859
12322	4474	NGC_1496	Kharchenko+13	hipparcos	0.0154
12323	4474	NGC_1496	Dias+02	position	0.008999
12324	4474	NGC_1496	Kharchenko+13	position	0.0154
12325		NGC_1498	Dias+02	position	
12326	4475	NGC_1502	Kharchenko+13	hipparcos	0.005638
12327	4475	NGC_1502	Cantat-Gaudin+20	gaia_dr2	0.007109
12328	4475	NGC_1502	Dias+02	position	0.006118
12329	4475	NGC_1502	Kharchenko+13	position	0.005638
12330	4476	NGC_1513	Dias+02	position	0.01697
12331	4476	NGC_1513	Cantat-Gaudin+20	gaia_dr2	0.002645
12332	4476	NGC_1513	Kharchenko+13	hipparcos	0.03139
12333	4476	NGC_1513	Kharchenko+13	position	0.03139
12334		NGC_152	Bica+08	position_(magellanic_clouds)	
12335		NGC_1520	Kharchenko+13	position,hipparcos	
12336		NGC_1520	Dias+02	position	
12337		NGC_1520	Bica+18	position	
12338	4477	NGC_1528	Dias+02	position	0.04245
12339	4477	NGC_1528	Kharchenko+13	hipparcos	0.03704
12340	4477	NGC_1528	Bica+18	position	0.04038
12341	5491	NGC_1528	Kharchenko+13	position	0.4174
12342	5491	NGC_1528	Kharchenko+13	hipparcos	0.4174
12343	2782	NGC_1528	Kharchenko+13	hipparcos	0.4176
12344	2782	NGC_1528	Kharchenko+13	position	0.4176
12345	4477	NGC_1528	Kharchenko+13	position	0.03704
12346	4477	NGC_1528	Cantat-Gaudin+20	gaia_dr2	0.02879
12347	607	NGC_1528	Kharchenko+13	position	0.2507
12348	607	NGC_1528	Kharchenko+13	hipparcos	0.2507
12349	4478	NGC_1545	Kharchenko+13	hipparcos	0.01232
12350	4478	NGC_1545	Kharchenko+13	position	0.01232
12351	4478	NGC_1545	Cantat-Gaudin+20	gaia_dr2	0.05485
12352	4478	NGC_1545	Bica+18	position	0.03882
12353	4478	NGC_1545	Dias+02	position	0.02596
12354		NGC_1548	Kharchenko+13	position,hipparcos	
12355		NGC_1548	Dias+02	position	
12356		NGC_1548	Bica+18	position	
12357		NGC_1557	Kharchenko+13	position,hipparcos	
12358		NGC_1557	Dias+02	position	
12359		NGC_1557	Bica+18	position	
12360	4479	NGC_1579	Kharchenko+13	position	0.01907
12361	4479	NGC_1579	Cantat-Gaudin+20	gaia_dr2	0.04347
12362	4480	NGC_1582	Bica+18	position	0.09177
12363	1757	NGC_1582	Kharchenko+13	hipparcos	0.2022
12364	1757	NGC_1582	Bica+18	position	0.2434
12365	1757	NGC_1582	Dias+02	position	0.1483
12366	4480	NGC_1582	Dias+02	position	0.05746
12367	4480	NGC_1582	Kharchenko+13	position	0.02815
12368	4480	NGC_1582	Cantat-Gaudin+20	gaia_dr2	0.09853
12369	1757	NGC_1582	Kharchenko+13	position	0.2022
12370	4480	NGC_1582	Kharchenko+13	hipparcos	0.02815
12371	4481	NGC_1605	Cantat-Gaudin+20	gaia_dr2	0.006028
12372	4481	NGC_1605	Dias+02	position	0.02273
12373	4481	NGC_1605	Bica+18	position	0.01705
12374	4481	NGC_1605	Kharchenko+13	position	0.01676
12375	4481	NGC_1605	Kharchenko+13	hipparcos	0.01676
12376	4482	NGC_1624	Cantat-Gaudin+20	gaia_dr2	1.725E-4
12377	4482	NGC_1624	Kharchenko+13	position	0.007467
12378	4482	NGC_1624	Kharchenko+13	hipparcos	0.007467
12379	4482	NGC_1624	Dias+02	position	0.008301
12380		NGC_1629	Bica+08	position_(magellanic_clouds)	
12381		NGC_1641	Bica+18	position	
12382		NGC_1641	Kharchenko+13	position,hipparcos	
12383		NGC_1641	Dias+02	position	
12384		NGC_1644	Bica+08	position_(magellanic_clouds)	
12385	4483	NGC_1647	Kharchenko+13	position	0.01134
12386	4483	NGC_1647	Dias+02	position	0.04826
12387	4483	NGC_1647	Cantat-Gaudin+20	gaia_dr2	0.0838
12388	4483	NGC_1647	Kharchenko+13	hipparcos	0.01134
12389	4483	NGC_1647	Bica+18	position	0.09126
12390		NGC_1649	Bica+08	position_(magellanic_clouds)	
12391		NGC_1651	Bica+08	position_(magellanic_clouds)	
12392		NGC_1652	Bica+08	position_(magellanic_clouds)	
12393	4484	NGC_1662	Kharchenko+13	position	0.02133
12394	4484	NGC_1662	Cantat-Gaudin+20	gaia_dr2	0.08531
12395	4484	NGC_1662	Dias+02	position	0.03294
12396	4484	NGC_1662	Kharchenko+13	hipparcos	0.02133
12397	4484	NGC_1662	Bica+18	position	0.02554
12398		NGC_1663	Kharchenko+13	position,hipparcos	
12399		NGC_1663	Bica+18	position	
12400		NGC_1663	Dias+02	position	
12401	4485	NGC_1664	Dias+02	position	0.006165
12402	4485	NGC_1664	Kharchenko+13	hipparcos	0.03347
12403	4485	NGC_1664	Cantat-Gaudin+20	gaia_dr2	0.002797
12404	4485	NGC_1664	Kharchenko+13	position	0.03347
12405	5680	NGC_1664	Kharchenko+13	position	0.2959
12406		NGC_1673	Bica+08	position_(magellanic_clouds)	
12407		NGC_1676	Bica+08	position_(magellanic_clouds)	
12408		NGC_1693	Bica+08	position_(magellanic_clouds)	
12409		NGC_1695	Bica+08	position_(magellanic_clouds)	
12410		NGC_1696	Bica+08	position_(magellanic_clouds)	
12411		NGC_1697	Bica+08	position_(magellanic_clouds)	
12412		NGC_1698	Bica+08	position_(magellanic_clouds)	
12413		NGC_1702	Bica+08	position_(magellanic_clouds)	
12414		NGC_1704	Bica+08	position_(magellanic_clouds)	
12415	4486	NGC_1708	Kharchenko+13	position	0.05956
12416	4486	NGC_1708	Cantat-Gaudin+20	gaia_dr2	0.07196
12417	4486	NGC_1708	Bica+18	position	0.06278
12418	4486	NGC_1708	Dias+02	position	0.09015
12419	7177	NGC_1711	Bica+08	position_(magellanic_clouds)	0.01386
12420		NGC_1718	Bica+08	position_(magellanic_clouds)	
12421	4487	NGC_1724	Bica+18	position	0.04309
12422	4487	NGC_1724	Kharchenko+13	position	0.01904
12423	4487	NGC_1724	Cantat-Gaudin+20	gaia_dr2	0.01155
12424		NGC_1732	Bica+08	position_(magellanic_clouds)	
12425		NGC_1733	Bica+08	position_(magellanic_clouds)	
12426		NGC_1734	Bica+08	position_(magellanic_clouds)	
12427		NGC_1735	Bica+08	position_(magellanic_clouds)	
12428	4488	NGC_1746	Bica+18	position	0.03651
12429	5648	NGC_1746	Dias+02	position	0.09591
12430	5648	NGC_1746	Kharchenko+13	hipparcos	0.2218
12431	4488	NGC_1746	Kharchenko+13	hipparcos	0.03638
12432	5648	NGC_1746	Kharchenko+13	position	0.2218
12433	5648	NGC_1746	Bica+18	position	0.2248
12434	4488	NGC_1746	Kharchenko+13	position	0.03638
12435	4488	NGC_1746	Dias+02	position	0.2027
12436		NGC_1749	Bica+08	position_(magellanic_clouds)	
12437	5648	NGC_1750	Cantat-Gaudin+20	gaia_dr2	0.04304
12438	5648	NGC_1750	Bica+18	position	0.01507
12439	5648	NGC_1750	Dias+02	position	0.01944
12440		NGC_1751	Bica+08	position_(magellanic_clouds)	
12441		NGC_1754	Bica+08	position_(magellanic_clouds)	
12442		NGC_1755	Bica+08	position_(magellanic_clouds)	
12443		NGC_1756	Bica+08	position_(magellanic_clouds)	
12444	4488	NGC_1758	Dias+02	position	0.03016
12445	4488	NGC_1758	Bica+18	position	0.01234
12446	4488	NGC_1758	Cantat-Gaudin+20	gaia_dr2	4.513E-4
12447		NGC_176	Bica+08	position_(magellanic_clouds)	
12448		NGC_1764	Bica+08	position_(magellanic_clouds)	
12449		NGC_1766	Bica+08	position_(magellanic_clouds)	
12450		NGC_1767	Bica+08	position_(magellanic_clouds)	
12451		NGC_1768	Bica+08	position_(magellanic_clouds)	
12452		NGC_1772	Bica+08	position_(magellanic_clouds)	
12453		NGC_1774	Bica+08	position_(magellanic_clouds)	
12454		NGC_1775	Bica+08	position_(magellanic_clouds)	
12455		NGC_1776	Bica+08	position_(magellanic_clouds)	
12456		NGC_1777	Bica+08	position_(magellanic_clouds)	
12457	4489	NGC_1778	Cantat-Gaudin+20	gaia_dr2	0.005862
12458	4489	NGC_1778	Dias+02	position	0.008879
12459	4489	NGC_1778	Bica+18	position	0.01409
12460	4489	NGC_1778	Kharchenko+13	position	0.02649
12461	4489	NGC_1778	Kharchenko+13	hipparcos	0.02649
12462		NGC_1782	Bica+08	position_(magellanic_clouds)	
12463		NGC_1783	Bica+08	position_(magellanic_clouds)	
12464		NGC_1785	Dias+02	position	
